iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,8,8,C,C,1,153,26607,23622,2969,26760,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.0347066698234972,0.077728039067496,111.10504937171936
2,index_1,8,8,D,D,1,160,102248,99776,2456,102408,"[""D"", ""C"", ""D"", ""B"", ""D"", ""A"", ""D"", ""D""]",0.1581017292670254,0.2828323934654961,410.86515760421753
3,index_2,8,8,C,C,1,184,21506,17482,4008,21690,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.0301553946872532,0.0663333527120516,84.36796593666077
4,index_3,8,8,B,D,0,158,33900,31988,1896,34058,"[""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.0426134649897091,0.0669728504156734,172.35387134552002
5,index_4,8,8,C,C,1,390,33062,29668,3378,33452,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.0542577425369763,0.0999941863845125,118.08416032791138
6,index_5,8,8,C,C,1,204,79067,75755,3296,79271,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.1111566223290109,0.2162664961339456,570.5628132820129
7,index_6,8,8,C,C,1,196,41723,38092,3615,41919,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.0445276224187813,0.074879367478635,526.8085389137268
8,index_7,8,8,D,D,1,476,44435,42563,1856,44911,"[""D"", ""D"", ""D"", ""D"", ""C"", ""D"", ""D"", ""D""]",0.0575039392928936,0.1102842857973374,245.49416494369507
9,index_8,8,8,A,B,0,267,49320,46378,2926,49587,"[""B"", ""B"", ""D"", ""A"", ""D"", ""B"", ""D"", ""A""]",0.0753598988044501,0.1395267716993198,177.26611590385437
10,index_9,8,8,C,C,1,153,33944,32172,1756,34097,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.044782961756179,0.0920876693215511,137.51749920845032
11,index_10,8,8,A,A,1,404,18622,16077,2529,19026,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.0280830500092945,0.0613917795477007,82.39719676971436
12,index_11,8,8,D,D,1,179,40568,35839,4713,40747,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.0647276054622529,0.1163885820591825,134.31647062301636
13,index_12,8,8,A,B,0,345,79221,75151,4054,79566,"[""B"", ""A"", ""B"", ""B"", ""A"", ""A"", ""A"", ""B""]",0.1390498101022373,0.2556246729841288,269.8270924091339
14,index_13,8,8,D,A,0,153,33881,31059,2804,34034,"[""D"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""D""]",0.0411289961541725,0.0903435846753095,152.0955753326416
15,index_14,8,8,C,C,1,307,26537,23523,2998,26844,"[""C"", ""C"", ""D"", ""D"", ""C"", ""C"", ""C"", ""C""]",0.0415883910757291,0.0916225800825533,96.9824402332306
16,index_15,8,8,B,D,0,226,91966,88456,3494,92192,"[""D"", ""B"", ""B"", ""D"", ""D"", ""D"", ""B"", ""D""]",0.1298543766827966,0.2571943491657461,417.0468428134918
17,index_16,8,8,C,C,1,163,17300,14025,3259,17463,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.0277494582821909,0.0539503517237369,59.06124639511109
18,index_17,8,8,B,A,0,250,37220,32125,5079,37470,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.0544530971392185,0.1074356142084762,139.66829204559326
19,index_18,8,8,A,B,0,548,70466,68302,2148,71014,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.1264389902258824,0.2125457822219638,244.3241159915924
20,index_19,8,8,A,A,1,203,8218,6734,1468,8421,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.016764288076346,0.0320911574908435,26.445719480514526
21,index_20,8,8,B,B,1,282,54750,52539,2193,55032,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""A"", ""B""]",0.0890776338200537,0.1570838904714842,186.0644567012787
