iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,8,1,0,0.98,fixed,33,33,1,194,8440,8634,"[""33""]",14,0.0104610794718035,0.019068658798907,85.92379879951477
2,index_1,8,1,0,0.98,fixed,23,23,1,226,14838,15064,"[""23""]",17,0.018356858335254828,0.0319167490262194,174.2290337085724
3,index_2,8,1,0,0.98,fixed,116,116,1,172,11650,11822,"[""116""]",19,0.013336394099232863,0.0237195511888843,80.90086102485657
4,index_3,8,1,0,0.98,fixed,809,809,1,145,12269,12414,"[""809""]",15,0.014835762348507715,0.0257543166094994,136.93549013137817
5,index_4,8,1,0,0.98,fixed,197,8603,0,141,30392,30533,"[""8603""]",16,0.046423500010164535,0.0913318993081797,645.3413164615631
6,index_5,8,1,0,0.98,fixed,385,24,0,128,26499,26627,"[""24""]",16,0.03944732903547358,0.077321085983373,535.3820114135742
7,index_6,8,1,0,0.98,fixed,371,419,0,123,26655,26778,"[""419""]",16,0.03962318043526421,0.0776699029126213,541.7762548923492
8,index_7,8,1,0,0.98,fixed,601,601,1,119,22290,22409,"[""601""]",19,0.030693757693953876,0.0590081971978373,390.8175106048584
9,index_8,8,1,0,0.98,fixed,25,25,1,97,12882,12979,"[""25""]",16,0.015521560865584207,0.0278472181849892,148.42325830459595
10,index_9,8,1,0,0.98,fixed,55,55,1,108,11783,11891,"[""55""]",16,0.013812828324296488,0.023777687343759,126.28520703315735
11,index_10,8,1,0,0.98,fixed,540,540,1,96,11315,11411,"[""540""]",20,0.012775047074057385,0.0188942503342829,100.27614569664001
12,index_11,8,1,0,0.98,fixed,45,45,1,186,11076,11262,"[""45""]",16,0.014238622872867757,0.0247660019766292,130.3634970188141
13,index_12,8,1,0,0.98,fixed,204,204,1,181,8712,8893,"[""204""]",18,0.010841849380430093,0.0174408464624149,61.167967796325684
14,index_13,8,1,0,0.98,fixed,699,699,1,118,28244,28362,"[""699""]",21,0.035683172828411665,0.0675542119644206,461.1462118625641
15,index_14,8,1,0,0.98,fixed,294,294,1,101,13337,13438,"[""294""]",16,0.016213135605794717,0.0292424859019824,156.00233030319214
16,index_15,8,1,0,0.98,fixed,110,110,1,112,16024,16136,"[""110""]",18,0.020497973444775483,0.0380791814429393,225.23962807655334
17,index_16,8,1,0,0.98,fixed,721,721,1,145,18989,19134,"[""721""]",19,0.02557614660144016,0.0483692808557641,306.14537620544434
18,index_17,8,1,0,0.98,fixed,315,27,0,100,32685,32785,"[""27""]",16,0.05044486174915043,0.0997035056101389,716.6561212539673
19,index_18,8,1,0,0.98,fixed,468,468,1,100,13410,13510,"[""468""]",16,0.01624356106921761,0.0292424859019824,156.05228209495544
20,index_19,8,1,0,0.98,fixed,902,32402,0,147,30714,30861,"[""32402""]",15,0.04885578172536809,0.0965060170920295,690.4693925380707
21,index_20,8,1,0,0.98,fixed,211,211,1,170,28024,28194,"[""211""]",17,0.04067775843286856,0.0792395790942387,552.5011961460114
22,index_21,8,1,0,0.98,fixed,80,80,1,109,25036,25145,"[""80""]",15,0.03850234540860957,0.0758095459566304,524.7906539440155
23,index_22,8,1,0,0.98,fixed,480,480,1,131,12457,12588,"[""480""]",15,0.01628617574176338,0.0299982559153537,160.1422712802887
24,index_23,8,1,0,0.98,fixed,236,236,1,118,13194,13312,"[""236""]",17,0.01598073078924884,0.0283704435788616,151.26423335075378
25,index_24,8,1,0,0.98,fixed,73,73,1,159,10255,10414,"[""73""]",15,0.012875033760187901,0.022149875007267,116.338303565979
26,index_25,8,1,0,0.98,fixed,113,113,1,402,18608,19010,"[""113""]",16,0.026791616946836475,0.0494738677983838,311.6992132663727
27,index_26,8,1,0,0.98,fixed,127,127,1,208,19762,19970,"[""127""]",17,0.026271302681906136,0.0491831870240102,312.3373408317566
28,index_27,8,1,0,0.98,fixed,104,104,1,199,14078,14277,"[""104""]",16,0.018097473924910824,0.0324981105749665,179.66591787338257
29,index_28,8,1,0,0.98,fixed,104,104,1,124,19489,19613,"[""104""]",16,0.026924446268778237,0.0517411778384977,334.32262563705444
30,index_29,8,1,0,0.98,fixed,321,321,1,109,12791,12900,"[""321""]",16,0.015397630290052956,0.0273821289459914,145.97567796707153
