iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,4,4,"\left( 3, \frac{\pi}{2} \right)","(3, \frac{\pi}{2})",1,140,3125,2463.0,654.0,3265,"[""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})""]",0.0085165112895639,0.0143465590674736,15.588852882385254
2,index_1,4,4,p - q,p - q,1,203,15974,14405.0,1561.0,16177,"[""p - q"", ""p - q"", ""p - q"", ""p - q""]",0.035246762149023,0.0594037211387581,91.26826190948486
3,index_2,4,4,\frac{14}{3},\dfrac{14}{3},1,139,5082,3416.0,1658.0,5221,"[""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}""]",0.0139833115615695,0.0255548083389374,22.33875846862793
4,index_3,4,4,9,9,1,106,3845,2931.0,906.0,3951,"[""9"", ""9"", ""9"", ""9""]",0.0096653406919439,0.017634312187103,18.81928563117981
5,index_4,4,4,\text{Evelyn},Evelyn,1,431,10588,9160.0,1420.0,11019,"[""Evelyn"", ""Evelyn"", ""\\text{Evelyn}"", ""Evelyn""]",0.0279843437536911,0.0430396772024209,54.92392563819885
6,index_5,4,4,42,42,1,133,2374,1994.0,372.0,2507,"[""42"", ""42"", ""42"", ""42""]",0.0064121791487997,0.0110588059478442,12.951408386230469
7,index_6,4,4,27,27,1,111,5666,4839.0,819.0,5777,"[""27"", ""27"", ""27"", ""27""]",0.0117788711201438,0.0185309721288201,34.042829275131226
8,index_7,4,4,90^\circ,90,1,158,7447,5781.0,1658.0,7605,"[""90"", ""90"", ""90"", ""90""]",0.0166918375038383,0.0322797579018157,39.41318464279175
9,index_8,4,4,3\sqrt{13},3\sqrt{13},1,126,3768,2840.0,920.0,3894,"[""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}""]",0.011023884217817,0.0191287454232982,16.38039493560791
10,index_9,4,4,4,4,1,241,37490,36023.0,1459.0,37731,"[""7"", ""4"", ""4"", ""4""]",0.0800267908447666,0.147351117088844,213.4553198814392
11,index_10,4,4,2220,2220,1,117,14629,13508.0,1113.0,14746,"[""2220"", ""2220"", ""2220"", ""2220""]",0.0279074800625964,0.0576851229171336,85.95216369628906
12,index_11,4,4,\frac{3}{56},\dfrac{3}{56},1,151,26651,24469.0,2174.0,26802,"[""\\dfrac{3}{56}"", ""0"", ""\\dfrac{3}{56}"", ""\\dfrac{1}{9}""]",0.0474570102852707,0.0856310244339834,213.23464107513428
13,index_12,4,4,284,284,1,163,10694,9740.0,946.0,10857,"[""284"", ""284"", ""284"", ""284""]",0.0248010367600002,0.0481207502054845,52.498236656188965
14,index_13,4,4,5,5,1,267,3041,2433.0,600.0,3308,"[""5"", ""5"", ""5"", ""5""]",0.0098149740810693,0.017036538892625,16.38070774078369
15,index_14,4,4,\sqrt{51},\sqrt{51},1,205,8015,6700.0,1307.0,8220,"[""\\sqrt{51}"", ""\\sqrt{51}"", ""\\sqrt{51}"", ""\\sqrt{51}""]",0.0177506695297032,0.0310094896510498,46.68128561973572
16,index_15,4,4,6 - 5i,6 - 5i,1,271,14501,12819.0,1674.0,14772,"[""6 - 5i"", ""6 - 5i"", ""6 - 5i"", ""6 - 5i""]",0.0295728413628512,0.0537995965030262,86.57825255393982
