iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
9,index_8,8,1,0,0.8,A,B,0,262,11466,11728,"[""B""]",11,0.017635422057465523,0.0339983561234401,85.98983812332153
11,index_10,8,1,0,0.8,A,A,1,399,6859,7258,"[""A""]",9,0.021319768233587805,0.0370619442576403,22.524044275283813
12,index_11,8,1,0,0.8,D,D,1,174,15553,15727,"[""D""]",19,0.023408036965208753,0.0378838825375476,116.17010951042175
13,index_12,8,1,0,0.8,A,A,1,340,12136,12476,"[""A""]",10,0.022681378792289788,0.0408727490099379,145.27949905395508
15,index_14,8,1,0,0.8,C,D,0,302,8322,8624,"[""D""]",9,0.01451806619683059,0.0251064783680788,75.40134859085083
17,index_16,8,2,0,0.8,C,C,1,158,7395,7553,"[""C"", ""C""]",11,0.012204415958610174,0.0197265187177763,47.40506052970886
18,index_17,8,1,0,0.8,B,A,0,245,12753,12998,"[""A""]",10,0.021276519395533555,0.037435552566689,129.81239986419678
19,index_18,8,1,0,0.8,A,B,0,543,14192,14735,"[""B""]",13,0.025929645370071457,0.0434880071732795,156.26254296302795
26,index_25,8,1,0,0.8,D,D,1,372,14883,15255,"[""D""]",10,0.02637641414456311,0.0469252036165284,179.3138463497162
28,index_27,8,1,0,0.8,A,A,1,327,15415,15742,"[""A""]",20,0.02397611736306221,0.0407980273481282,111.74527764320374
32,index_31,8,1,0,0.8,C,C,1,156,21475,21631,"[""C""]",16,0.03718564184034572,0.0705372487484121,304.61177825927734
34,index_33,8,1,0,0.8,A,C,0,472,11992,12464,"[""C""]",7,0.022566236345509194,0.0389299858028842,135.27403283119202
39,index_38,8,2,0,0.8,B,B,1,243,7032,7275,"[""B"", ""B""]",9,0.014207381385849411,0.0298886647239035,33.2326979637146
41,index_40,8,1,0,0.8,A,A,1,147,5915,6062,"[""A""]",6,0.009484595831386335,0.0191287454232982,50.14588499069214
46,index_45,8,1,0,0.8,C,D,0,98,13344,13442,"[""D""]",7,0.023136441794478314,0.0440857804677575,168.4580852985382
53,index_52,8,1,0,0.8,D,B,0,231,16045,16276,"[""B""]",12,0.026606714290748474,0.0480460285436747,185.27683806419373
57,index_56,8,1,0,0.8,D,D,1,191,20864,21055,"[""D""]",18,0.03552362491338588,0.0659792273780168,271.8560585975647
70,index_69,8,1,0,0.8,D,C,0,165,15599,15764,"[""C""]",17,0.02321356702855862,0.0381080475229769,136.2287311553955
73,index_72,8,2,0,0.8,C,C,1,187,7756,7943,"[""C"", ""C""]",10,0.014951910767462244,0.0274975715459911,35.75010848045349
75,index_74,8,1,0,0.8,B,B,1,639,10171,10810,"[""B""]",14,0.021525824590692445,0.0496151834416797,62.013635873794556
76,index_75,8,1,0,0.8,D,B,0,221,11395,11616,"[""B""]",16,0.017958842386659773,0.035268624374206,65.90516018867493
79,index_78,8,1,0,0.8,A,D,0,387,21184,21571,"[""D""]",22,0.03518283526204934,0.0604498244040947,241.5787365436554
83,index_82,8,1,0,0.8,A,A,1,193,14704,14897,"[""A""]",15,0.023492899033003046,0.0413958006426062,152.43361830711365
84,index_83,8,1,0,0.8,D,D,1,128,7178,7306,"[""D""]",11,0.017967323687766955,0.0316819846073376,19.840820789337158
86,index_85,8,1,0,0.8,A,D,0,335,10919,11254,"[""D""]",10,0.018731328390432074,0.0334753044907718,105.89282059669495
89,index_88,8,1,0,0.8,B,A,0,257,14475,14732,"[""A""]",14,0.02265880033383578,0.036538892624972,128.69809770584106
94,index_93,8,1,0,0.8,D,C,0,198,14644,14842,"[""C""]",15,0.022085144662538185,0.036538892624972,128.57123398780823
102,index_101,8,1,0,0.8,D,D,1,439,10643,11082,"[""D""]",18,0.02018686954799929,0.0376597175521183,65.35805606842041
107,index_106,8,8,0,0.8,A,B,0,280,8380,8660,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",6,0.023955630846418927,0.0448329970858552,23.05690574645996
111,index_110,8,1,0,0.8,D,C,0,344,15039,15383,"[""C""]",13,0.026245041236788738,0.0465515953074796,177.67559385299683
112,index_111,8,1,0,0.8,A,A,1,248,12339,12587,"[""A""]",19,0.0193379418357615,0.0321303145781962,82.79910731315613
116,index_115,8,1,0,0.8,B,A,0,268,15495,15763,"[""A""]",13,0.026015677059757825,0.0464021519838601,176.32967853546143
117,index_116,8,1,0,0.8,D,A,0,226,17245,17471,"[""A""]",11,0.029872777551688583,0.0555181947246506,227.9772880077362
