iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,64,2,0,0.9,C,C,1,148,48680,48828,"[""C"", ""C""]",18,0.05038954366814598,0.2172158708809684,63.560884952545166
2,index_1,64,1,0,0.9,D,B,0,155,39619,39774,"[""B""]",16,0.030062370813334093,0.190689680938504,135.6409718990326
3,index_2,64,1,0,0.9,C,C,1,179,59047,59226,"[""C""]",24,0.07298698078201608,0.2076514981693192,58.3421311378479
4,index_3,64,4,0,0.9,B,B,1,13726,54650,68376,"[""B"", ""D"", ""D"", ""B""]",24,0.04281201332472523,0.2299185533886273,102.59774565696716
5,index_4,64,2,0,0.9,C,C,1,385,55169,55554,"[""C"", ""C""]",28,0.04818123703148077,0.2633191362175895,152.49043917655945
6,index_5,64,1,0,0.9,C,B,0,199,50720,50919,"[""B""]",15,0.039104461479076515,0.2008518269446312,246.29118418693542
7,index_6,64,2,0,0.9,C,C,1,191,81264,81455,"[""C"", ""C""]",94,0.07856810412588806,0.273032952252858,311.2948908805847
8,index_7,64,1,0,0.9,D,D,1,471,80642,81113,"[""D""]",32,0.06456213306366505,0.3917656728685645,201.60631394386292
9,index_8,64,1,0,0.9,A,A,1,262,46355,46617,"[""A""]",33,0.045646100855144846,0.196891578868714,96.42673325538635
10,index_9,64,1,0,0.9,C,C,1,148,44231,44379,"[""C""]",23,0.03202083243497445,0.1882985877605918,134.0915334224701
11,index_10,64,2,0,0.9,A,A,1,399,51894,52293,"[""A"", ""A""]",24,0.1082363083876197,0.264066352835687,45.15470504760742
12,index_11,64,6,0,0.9,D,D,1,174,71440,71614,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",35,0.08604496484431473,0.1806769782559963,94.24609994888306
13,index_12,64,1,0,0.9,A,A,1,340,46165,46505,"[""A""]",32,0.04177756116891541,0.2295449450795785,164.16749906539917
14,index_13,64,2,0,0.9,D,A,0,4868,44504,49372,"[""D"", ""A""]",12,0.04839998602607879,0.2217738922513636,52.20283317565918
15,index_14,64,2,0,0.9,C,D,0,8763,46465,55228,"[""D"", ""C""]",25,0.05112866014027073,0.2306657700067249,84.44290852546692
16,index_15,64,1,0,0.9,B,B,1,221,42153,42374,"[""B""]",26,0.03581961533230685,0.2062317865949339,147.6796851158142
17,index_16,64,4,0,0.9,C,C,1,158,41420,41578,"[""C"", ""C"", ""C"", ""C""]",16,0.06365449782036138,0.185459164611821,38.38160967826843
