iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,8,8,33,33,1,194,39734,32668,7050,39928,"[""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33""]",0.0633870176708421,0.1155457156534226,131.99332451820374
2,index_1,8,8,23,23,1,226,86887,80562,6309,87113,"[""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23""]",0.11918832954730543,0.2306725706079464,363.50210762023926
3,index_2,8,8,116,116,1,172,35916,31813,4087,36088,"[""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116""]",0.06002289513264657,0.1093226424126376,113.14496541023254
4,index_3,8,8,809,809,1,145,49122,45550,3556,49267,"[""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809""]",0.08194595610425572,0.152884155098133,155.63813972473145
5,index_4,8,8,197,505,0,141,205792,201355,4421,205933,"[""541"", ""541"", ""8603"", ""505"", ""197"", ""4051"", ""505"", ""2025""]",0.3241903546555223,0.656653901388224,785.1530706882477
6,index_5,8,8,385,24,0,128,171513,166388,5109,171641,"[""24"", ""24"", ""24"", ""24"", ""24"", ""24"", ""24"", ""24""]",0.2994559039694716,0.5286620392532312,581.1443068981171
7,index_6,8,8,371,371,1,123,210212,173352,4078,210335,"[""405"", ""403"", ""617"", ""383"", ""371"", ""365"", ""371""]",0.3223271833965291,0.6773575873623743,829.2677416801453
8,index_7,8,8,601,601,1,119,137999,132749,5234,138118,"[""601"", ""601"", ""601"", ""601"", ""601"", ""37"", ""601"", ""601""]",0.17627535570901373,0.4193393968405936,621.3646438121796
9,index_8,8,8,25,25,1,97,55992,52582,3394,56089,"[""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25""]",0.07552974075327548,0.1761010052656774,222.48264622688293
10,index_9,8,8,55,55,1,108,49029,45893,3120,49137,"[""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55""]",0.06624906917597782,0.1449258018190521,192.03250288963318
11,index_10,8,8,540,540,1,96,47866,42556,5294,47962,"[""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540""]",0.06387370981003267,0.1463618956438487,190.17181611061096
12,index_11,8,8,45,45,1,186,73432,68549,4867,73618,"[""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45""]",0.1049695789607495,0.2118238391574916,278.30896282196045
13,index_12,8,8,204,204,1,181,23754,18406,5332,23935,"[""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204""]",0.03493850897477184,0.075394925801819,84.22106719017029
14,index_13,8,8,699,699,1,118,124910,119627,5267,125028,"[""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699""]",0.1909457808879908,0.3930110100526568,460.4783470630646
15,index_14,8,8,294,294,1,101,54078,49839,4223,54179,"[""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294""]",0.07960357358278196,0.1722714217328865,193.84738850593567
16,index_15,8,8,110,110,1,112,99593,95110,4467,99705,"[""110"", ""134"", ""155"", ""110"", ""110"", ""110"", ""110"", ""110""]",0.14685590028083045,0.2781833413116323,378.97872710227966
17,index_16,8,8,721,721,1,145,75876,70515,5345,76021,"[""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721"", ""721""]",0.1076361060954442,0.199557204404021,301.99725461006165
18,index_17,8,8,315,15,0,100,203507,199805,3683,203607,"[""9"", ""15"", ""6"", ""15"", ""6"", ""27"", ""75"", ""27""]",0.3483654496685103,0.6278721876495932,727.1402382850647
19,index_18,8,8,468,468,1,100,83755,76661,7078,83855,"[""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""468"", ""156""]",0.08355142430270633,0.1650311153662039,678.636387348175
20,index_19,8,8,902,1024,0,147,150759,147545,3198,150906,"[""772"", ""1024"", ""1022"", ""14528"", ""1024"", ""2"", ""36184"", ""59049""]",0.18376791474559911,0.3689564384873145,750.0495302677155
21,index_20,8,8,211,211,1,170,202897,133856,3493,203067,"[""211"", ""211"", ""211"", ""211"", ""211"", ""421""]",0.3119079929263139,0.5585806606031594,828.0270109176636
22,index_21,8,8,80,80,1,109,163633,135057,3732,163742,"[""80"", ""80"", ""80"", ""80"", ""80"", ""80"", ""80""]",0.25472859162242106,0.4373504068932503,633.1370222568512
23,index_22,8,8,480,480,1,131,80791,75326,5449,80922,"[""480"", ""480"", ""880"", ""480"", ""480"", ""480"", ""480"", ""480""]",0.12665865648517396,0.2283987553853518,283.43749356269836
24,index_23,8,8,236,236,1,118,109877,74253,2842,109995,"[""236"", ""236"", ""236"", ""236"", ""236"", ""236"", ""236""]",0.11130570012824191,0.2853039731929152,725.4637780189514
25,index_24,8,8,73,73,1,159,43963,38282,5665,44122,"[""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73"", ""73""]",0.05701781591327183,0.1356510292005744,181.6775095462799
26,index_25,8,8,113,113,1,402,129703,124240,5446,130105,"[""113"", ""113"", ""113"", ""113"", ""113"", ""113"", ""113"", ""113""]",0.1618720217460084,0.3356869315461943,609.3195495605469
27,index_26,8,8,127,7,0,208,199459,194959,4484,199667,"[""7"", ""127"", ""31"", ""127"", ""7"", ""7"", ""7"", ""7""]",0.343596960338221,0.5938846337960747,719.6668179035187
28,index_27,8,8,104,104,1,199,101436,95487,5933,101635,"[""104"", ""104"", ""104"", ""104"", ""104"", ""104"", ""104"", ""104""]",0.11665022255847012,0.2040449976065103,642.2463037967682
29,index_28,8,8,104,104,1,124,73068,68052,5000,73192,"[""104"", ""104"", ""104"", ""104"", ""104"", ""104"", ""104"", ""104""]",0.10274282071944939,0.1973432264241263,287.6359701156616
30,index_29,8,8,321,321,1,109,70500,63499,6985,70609,"[""321"", ""321"", ""321"", ""321"", ""321"", ""321"", ""321"", ""321""]",0.10701410431315286,0.2215773097175681,251.97343921661377
