iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,10,1,0,0.76,C,C,1,148,9383,9531,"[""C""]",7,0.0129001820339769,0.0351191810505865,61.19552397727966
2,index_1,10,1,0,0.76,D,D,1,155,15263,15418,"[""D""]",8,0.0266481395533045,0.0506612867070164,199.20304536819455
3,index_2,10,1,0,0.76,C,C,1,179,10489,10668,"[""C""]",13,0.015667121247417,0.0369872225958305,48.86149787902832
4,index_3,10,1,0,0.76,B,B,1,153,8073,8226,"[""B""]",7,0.0116543969507974,0.0321303145781962,43.52117133140564
5,index_4,10,1,0,0.76,C,C,1,385,9443,9828,"[""C""]",15,0.0165807599676238,0.0376597175521183,61.00745344161987
6,index_5,10,1,0,0.76,C,C,1,199,10174,10373,"[""C""]",10,0.0146432563276463,0.034371964432489,71.88050961494446
7,index_6,10,1,0,0.76,C,D,0,191,24006,24197,"[""D""]",17,0.0402825777516924,0.076141373384144,325.42272758483887
8,index_7,10,1,0,0.76,D,A,0,471,19576,20047,"[""A""]",13,0.0305246375171673,0.0612717626840021,191.24520635604856
9,index_8,10,1,0,0.76,A,C,0,262,9175,9437,"[""C""]",8,0.0143746119204926,0.0298886647239035,73.55145645141602
10,index_9,10,1,0,0.76,C,C,1,148,10689,10837,"[""C""]",8,0.0166131080608574,0.0295150564148546,104.35352659225464
11,index_10,10,2,0,0.76,A,A,1,399,10608,11007,"[""A"", ""A""]",14,0.0236059177621194,0.0457296570275722,40.36112713813782
12,index_11,10,2,0,0.76,D,D,1,174,15414,15588,"[""D"", ""D""]",17,0.0219962374027714,0.0298139430620937,105.88479280471802
13,index_12,10,1,0,0.76,A,A,1,340,12470,12810,"[""A""]",7,0.0214730974862752,0.0410969139953673,132.48316931724548
14,index_13,10,1,0,0.76,D,A,0,148,9932,10080,"[""A""]",7,0.0142170614293477,0.0321303145781962,80.93950176239014
15,index_14,10,1,0,0.76,C,C,1,302,7329,7631,"[""C""]",7,0.0126963120257369,0.0388552641410745,43.20398378372192
16,index_15,10,1,0,0.76,B,B,1,221,13461,13682,"[""B""]",8,0.0232780637072472,0.0431143988642307,158.4424021244049
17,index_16,10,2,0,0.76,C,C,1,158,7808,7966,"[""C"", ""C""]",12,0.0143085671414521,0.0289172831203765,30.518146514892575
18,index_17,10,1,0,0.76,B,A,0,245,11729,11974,"[""A""]",13,0.0176349806320691,0.0339983561234401,97.64712572097778
19,index_18,10,1,0,0.76,A,B,0,543,16279,16822,"[""B""]",9,0.0285259567602564,0.0517821116341628,183.1884205341339
20,index_19,10,1,0,0.76,A,A,1,198,8963,9161,"[""A""]",10,0.0190853300703889,0.0410969139953673,38.97437596321106
21,index_20,10,1,0,0.76,B,A,0,277,14300,14577,"[""A""]",13,0.0229238010923927,0.0396772024209818,142.4167606830597
