iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,64,64,0,0.95,fixed,33,33,1,189,210368,210557,"[""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""89"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""53"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""53"", ""33"", ""33"", ""33"", ""33"", ""33"", ""37"", ""33"", ""33"", ""33"", ""33""]",59,0.3209471288955367,0.7582754240454308,141.93909859657288
2,index_1,64,27,0,0.95,fixed,23,23,1,221,338017,338238,"[""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""5""]",100,0.3235633334906421,0.9999252783381902,403.6927390098572
3,index_2,64,64,0,0.95,fixed,116,116,1,167,166885,167052,"[""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116""]",71,0.32019590107534035,0.6300530523798848,93.8212993144989
4,index_3,64,18,0,0.95,fixed,809,809,1,140,219104,219244,"[""809"", ""809"", ""809"", ""809"", ""404"", ""809"", ""809"", ""809"", ""404"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809""]",50,0.33605920369719544,0.9085406859448554,146.51567721366882
5,index_4,64,1,0,0.95,fixed,197,71,0,136,216129,216265,"[""71""]",54,0.16275575829326533,0.8802211761189569,314.3786289691925
6,index_5,64,8,0,0.95,fixed,385,24,0,78663,399399,478062,"[""24"", ""7"", ""16"", ""16"", ""24"", ""12"", ""16"", ""24""]",100,0.398800515036495,0.9999252783381902,513.6516044139862
7,index_6,64,2,0,0.95,fixed,371,75,0,22743,227229,249972,"[""135"", ""75""]",78,0.19052478213835666,0.8621385339609953,303.7702889442444
8,index_7,64,15,0,0.95,fixed,601,601,1,114,435120,435234,"[""601"", ""400"", ""601"", ""601"", ""13"", ""601"", ""601"", ""601"", ""601"", ""607"", ""601"", ""7"", ""601"", ""7"", ""601""]",100,0.3613857779165723,0.9999252783381902,762.0060057640076
9,index_8,64,24,0,0.95,fixed,25,25,1,92,282838,282930,"[""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25""]",100,0.34378072300795237,0.9412687738175296,252.8522605895996
10,index_9,64,46,0,0.95,fixed,55,55,1,103,214180,214283,"[""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""1023"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55""]",78,0.1187213517841522,0.736232533811552,520.593590259552
