iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,64,54,0,0.95,fixed,C,C,1,148,192145,192293,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",63,0.3511875950361346,0.6377473363774734,109.22673535346983
2,index_1,64,20,0,0.95,fixed,D,B,0,155,343870,344025,"[""B"", ""B"", ""C"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""C"", ""D"", ""B"", ""B"", ""B"", ""C"", ""D"", ""B"", ""D"", ""B"", ""C""]",133,0.5408888071247971,0.897716894977169,262.7319207191468
3,index_2,64,59,0,0.95,fixed,C,C,1,179,203114,203293,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",77,0.3424302604687711,0.7372907153729071,121.93377685546876
4,index_3,64,64,0,0.95,fixed,B,B,1,153,172624,172777,"[""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",83,0.2028552117593213,0.4995433789954338,138.21940875053406
5,index_4,64,57,0,0.95,fixed,C,C,1,385,407593,407978,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""D"", ""D"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",137,0.2652680454983251,0.963165905631659,718.6753468513489
6,index_5,64,31,0,0.95,fixed,C,C,1,199,362769,362968,"[""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",156,0.4638865187407968,0.8997716894977169,363.7348759174347
7,index_6,64,32,0,0.95,fixed,C,C,1,191,491898,492089,"[""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",205,0.6778795335416071,1.0,522.4847941398621
8,index_7,64,17,0,0.95,fixed,D,C,0,471,382454,382925,"[""C"", ""A"", ""C"", ""A"", ""D"", ""C"", ""C"", ""D"", ""A"", ""C"", ""C"", ""D"", ""C"", ""C"", ""A"", ""A"", ""D""]",148,0.2331039359699468,1.0,707.0109479427338
9,index_8,64,31,0,0.95,fixed,A,C,0,262,219620,219882,"[""C"", ""D"", ""C"", ""D"", ""A"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""A"", ""A"", ""D"", ""A"", ""C"", ""A"", ""A"", ""C"", ""A"", ""A"", ""A"", ""C"", ""A"", ""C"", ""A"", ""C"", ""C"", ""C"", ""D""]",98,0.2921184529944281,0.6726027397260275,164.9567832946777
10,index_9,64,18,0,0.95,fixed,C,C,1,148,306426,306574,"[""B"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""D"", ""C"", ""B"", ""D"", ""C"", ""B"", ""C"", ""B"", ""C""]",118,0.5126477388822802,0.9341704718417048,209.2018156051636
