iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,aqua_rat_test_0,8,8,0,0.95,fixed,A,A,1,173,20691,20864,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",22,0.036210349197448526,0.0738203957382039,67.94020533561707
2,aqua_rat_test_1,8,8,0,0.95,fixed,E,E,1,153,15638,15791,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",18,0.028884052862285795,0.0513698630136986,49.06269836425781
3,aqua_rat_test_2,8,8,0,0.95,fixed,A,A,1,95,15690,15785,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",18,0.026678471299985202,0.0552511415525114,52.156084299087524
4,aqua_rat_test_3,8,8,0,0.95,fixed,B,B,1,141,12743,12884,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",16,0.02373479197812975,0.0427701674277016,39.25771903991699
5,aqua_rat_test_4,8,8,0,0.95,fixed,B,B,1,106,4993,5099,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",5,0.011011722963097308,0.0197108066971081,13.228264331817627
6,aqua_rat_test_5,8,8,0,0.95,fixed,D,D,1,164,10699,10863,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",13,0.020000740466493864,0.0440639269406393,32.059256076812744
7,aqua_rat_test_6,8,8,0,0.95,fixed,D,D,1,122,19663,19785,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",25,0.027899466672803123,0.0506849315068492,96.35903453826904
8,aqua_rat_test_7,8,8,0,0.95,fixed,C,C,1,137,6896,7033,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",7,0.014362562842002498,0.026255707762557,19.973785161972046
9,aqua_rat_test_8,8,8,0,0.95,fixed,E,E,1,128,15941,16069,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",19,0.03051324566713018,0.0596651445966514,47.973782777786255
10,aqua_rat_test_9,8,8,0,0.95,fixed,D,D,1,115,6210,6325,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",6,0.014176046357604284,0.0255707762557078,15.510683059692383
11,aqua_rat_test_10,8,8,0,0.95,fixed,B,C,0,158,35253,35411,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",34,0.05055069816689822,0.1091324200913241,155.40822625160217
12,aqua_rat_test_11,8,8,0,0.95,fixed,A,A,1,146,9450,9596,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",12,0.01805675431625058,0.0366818873668188,28.526024341583252
