iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains,time_taken,max_kv_cache_usage
1,index_0,C,C,1,2,8844,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,200.89869914994097,4.950146779110207
2,index_1,D,D,1,8,102248,2,"['D', 'C', 'D', 'B', 'D', 'A', 'D', 'D']",True,803.5947965997639,4.950146779110207
3,index_2,C,C,1,2,5289,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,200.89869914994097,4.950146779110207
4,index_3,B,D,0,4,19698,2,"['B', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,401.79739829988193,4.950146779110207
5,index_4,C,C,1,2,7268,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,200.89869914994097,4.950146779110207
6,index_5,C,C,1,2,19517,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,200.89869914994097,4.950146779110207
7,index_6,C,C,1,2,24484,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,200.89869914994097,4.950146779110207
8,index_7,D,D,1,2,12629,2,"['D', 'D', 'D', 'D', 'C', 'D', 'D', 'D']",True,200.89869914994097,4.950146779110207
9,index_8,A,B,0,2,14705,2,"['B', 'B', 'D', 'A', 'D', 'B', 'D', 'A']",False,200.89869914994097,4.950146779110207
10,index_9,C,C,1,2,8242,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,200.89869914994097,4.950146779110207
11,index_10,A,A,1,2,4788,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,200.89869914994097,4.950146779110207
12,index_11,D,D,1,2,11628,2,"['D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']",True,200.89869914994097,4.950146779110207
13,index_12,A,B,0,4,38193,2,"['B', 'A', 'B', 'B', 'A', 'A', 'A', 'B']",True,401.79739829988193,4.950146779110207
14,index_13,D,A,0,4,17831,2,"['D', 'A', 'A', 'A', 'A', 'A', 'A', 'D']",True,401.79739829988193,4.950146779110207
15,index_14,C,C,1,2,5817,2,"['C', 'C', 'D', 'D', 'C', 'C', 'C', 'C']",True,200.89869914994097,4.950146779110207
16,index_15,B,D,0,6,66316,2,"['D', 'B', 'B', 'D', 'D', 'D', 'B', 'D']",True,602.6960974498229,4.950146779110207
17,index_16,C,C,1,2,4191,2,"['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",True,200.89869914994097,4.950146779110207
18,index_17,B,A,0,2,8947,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",False,200.89869914994097,4.950146779110207
19,index_18,A,B,0,2,14723,2,"['B', 'B', 'B', 'B', 'B', 'B', 'B', 'B']",False,200.89869914994097,4.950146779110207
20,index_19,A,A,1,2,1898,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,200.89869914994097,4.950146779110207
21,index_20,B,B,1,2,11448,2,"['B', 'B', 'B', 'B', 'B', 'B', 'A', 'B']",True,200.89869914994097,4.950146779110207
22,index_21,D,D,1,6,16323,2,"['D', 'C', 'D', 'C', 'D', 'D', 'D', 'D']",True,602.6960974498229,4.950146779110207
23,index_22,C,B,0,6,70498,2,"['D', 'B', 'C', 'B', 'B', 'B', 'B', 'B']",True,602.6960974498229,4.950146779110207
24,index_23,B,A,0,4,52651,2,"['C', 'A', 'A', 'A', 'A', 'B', 'A', 'B']",False,401.79739829988193,4.950146779110207
25,index_24,B,B,1,2,17419,2,"['B', 'B', 'B', 'B', 'A', 'B', 'C', 'C']",True,200.89869914994097,4.950146779110207
26,index_25,D,A,0,2,23369,2,"['A', 'A', 'A', 'A', 'A', 'A', 'D', 'D']",False,200.89869914994097,4.950146779110207
27,index_26,A,A,1,2,6375,2,"['A', 'A', 'A', 'A', 'A', 'A', 'A', 'A']",True,200.89869914994097,4.950146779110207
