iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains,time_taken,max_kv_cache_usage
1,index_0,C,C,1,2,7868,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
2,index_1,D,C,0,2,26303,2,"['C', 'C']",False,200.89869914994097,4.950146779110207
3,index_2,C,C,1,2,6635,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
4,index_3,B,D,0,2,4717,2,"['D', 'D']",False,200.89869914994097,4.950146779110207
5,index_4,C,C,1,2,10021,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
6,index_5,C,C,1,2,15158,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
7,index_6,C,C,1,2,5909,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
8,index_7,D,D,1,2,9522,2,"['D', 'D']",True,200.89869914994097,4.950146779110207
9,index_8,A,A,1,2,12476,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
10,index_9,C,C,1,2,12258,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
11,index_10,A,A,1,2,3298,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
12,index_11,D,D,1,2,9466,2,"['D', 'D']",True,200.89869914994097,4.950146779110207
13,index_12,A,A,1,2,16900,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
14,index_13,D,D,1,2,6125,2,"['D', 'A']",True,200.89869914994097,4.950146779110207
15,index_14,C,C,1,2,6434,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
16,index_15,B,D,0,2,21808,2,"['D', 'D']",False,200.89869914994097,4.950146779110207
17,index_16,C,C,1,2,3343,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
18,index_17,B,A,0,2,11436,2,"['A', 'A']",False,200.89869914994097,4.950146779110207
19,index_18,A,B,0,2,18463,2,"['B', 'B']",False,200.89869914994097,4.950146779110207
20,index_19,A,A,1,2,1661,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
21,index_20,B,B,1,2,15185,2,"['B', 'B']",True,200.89869914994097,4.950146779110207
22,index_21,D,C,0,2,4667,2,"['C', 'D']",True,200.89869914994097,4.950146779110207
23,index_22,C,B,0,2,25349,2,"['B', 'D']",False,200.89869914994097,4.950146779110207
24,index_23,B,C,0,2,23788,2,"['C', 'A']",False,200.89869914994097,4.950146779110207
25,index_24,B,C,0,2,16193,2,"['C', 'D']",False,200.89869914994097,4.950146779110207
26,index_25,D,D,1,2,21617,2,"['D', 'D']",True,200.89869914994097,4.950146779110207
27,index_26,A,A,1,2,6194,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
28,index_27,A,B,0,2,18024,2,"['A', 'B']",True,200.89869914994097,4.950146779110207
29,index_28,A,B,0,2,26066,2,"['B', 'A']",True,200.89869914994097,4.950146779110207
30,index_29,A,C,0,2,12113,2,"['C', 'C']",False,200.89869914994097,4.950146779110207
31,index_30,C,A,0,2,19207,2,"['A', 'A']",False,200.89869914994097,4.950146779110207
32,index_31,C,C,1,2,30807,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
33,index_32,C,B,0,2,11129,2,"['B', 'B']",False,200.89869914994097,4.950146779110207
34,index_33,A,C,0,2,24495,2,"['C', 'C']",False,200.89869914994097,4.950146779110207
35,index_34,C,C,1,2,5780,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
36,index_35,B,B,1,2,21468,2,"['B', 'B']",True,200.89869914994097,4.950146779110207
37,index_36,D,B,0,2,37405,2,"['B', 'B']",False,200.89869914994097,4.950146779110207
38,index_37,C,C,1,2,12538,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
39,index_38,B,B,1,2,2917,2,"['B', 'B']",True,200.89869914994097,4.950146779110207
40,index_39,A,A,1,2,7416,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
41,index_40,A,A,1,2,4834,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
42,index_41,D,D,1,2,6288,2,"['D', 'D']",True,200.89869914994097,4.950146779110207
43,index_42,A,D,0,2,9516,2,"['D', 'A']",True,200.89869914994097,4.950146779110207
44,index_43,A,A,1,2,2190,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
45,index_44,D,D,1,2,11596,2,"['D', 'D']",True,200.89869914994097,4.950146779110207
46,index_45,C,A,0,2,18249,2,"['A', 'A']",False,200.89869914994097,4.950146779110207
47,index_46,D,D,1,2,13044,2,"['D', 'D']",True,200.89869914994097,4.950146779110207
48,index_47,A,D,0,2,24276,2,"['C', 'D']",False,200.89869914994097,4.950146779110207
49,index_48,B,C,0,2,21616,2,"['C', 'C']",False,200.89869914994097,4.950146779110207
50,index_49,D,D,1,2,4472,2,"['D', 'D']",True,200.89869914994097,4.950146779110207
51,index_50,D,D,1,2,27587,2,"['D', 'D']",True,200.89869914994097,4.950146779110207
52,index_51,C,C,1,2,8188,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
53,index_52,D,B,0,2,23692,2,"['B', 'B']",False,200.89869914994097,4.950146779110207
54,index_53,A,A,1,2,33885,2,"['B', 'A']",True,200.89869914994097,4.950146779110207
55,index_54,B,D,0,2,27835,2,"['D', 'D']",False,200.89869914994097,4.950146779110207
56,index_55,A,A,1,2,29734,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
57,index_56,D,B,0,2,39839,2,"['B', 'B']",False,200.89869914994097,4.950146779110207
58,index_57,A,D,0,2,6543,2,"['D', 'D']",False,200.89869914994097,4.950146779110207
59,index_58,A,A,1,2,5936,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
60,index_59,C,C,1,2,17641,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
61,index_60,C,C,1,2,11100,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
62,index_61,C,C,1,2,20659,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
63,index_62,D,D,1,2,29009,2,"['D', 'D']",True,200.89869914994097,4.950146779110207
64,index_63,C,A,0,2,31831,2,"['A', 'A']",False,200.89869914994097,4.950146779110207
65,index_64,A,A,1,2,20654,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
66,index_65,C,C,1,2,2041,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
67,index_66,D,D,1,2,4972,2,"['D', 'D']",True,200.89869914994097,4.950146779110207
68,index_67,B,B,1,2,21264,2,"['B', 'B']",True,200.89869914994097,4.950146779110207
69,index_68,A,A,1,2,25325,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
70,index_69,D,D,1,2,21116,2,"['D', 'C']",True,200.89869914994097,4.950146779110207
71,index_70,C,C,1,2,6130,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
72,index_71,B,B,1,2,16365,2,"['B', 'B']",True,200.89869914994097,4.950146779110207
73,index_72,C,C,1,2,3726,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
74,index_73,A,A,1,2,8350,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
75,index_74,B,B,1,2,8038,2,"['B', 'B']",True,200.89869914994097,4.950146779110207
76,index_75,D,B,0,2,6421,2,"['B', 'D']",True,200.89869914994097,4.950146779110207
77,index_76,A,C,0,2,20003,2,"['C', 'C']",False,200.89869914994097,4.950146779110207
78,index_77,C,C,1,2,8811,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
79,index_78,A,A,1,2,26046,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
80,index_79,A,A,1,2,28311,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
81,index_80,D,D,1,2,23946,2,"['D', 'D']",True,200.89869914994097,4.950146779110207
82,index_81,A,A,1,2,10700,2,"['B', 'A']",True,200.89869914994097,4.950146779110207
83,index_82,A,A,1,2,14962,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
84,index_83,D,D,1,2,2006,2,"['D', 'D']",True,200.89869914994097,4.950146779110207
85,index_84,C,C,1,2,15734,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
86,index_85,A,D,0,2,17766,2,"['D', 'A']",True,200.89869914994097,4.950146779110207
87,index_86,C,C,1,2,7323,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
88,index_87,A,A,1,2,2931,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
89,index_88,B,B,1,2,22831,2,"['D', 'B']",True,200.89869914994097,4.950146779110207
90,index_89,B,C,0,2,24408,2,"['C', 'C']",False,200.89869914994097,4.950146779110207
91,index_90,B,C,0,2,24151,2,"['C', 'C']",False,200.89869914994097,4.950146779110207
92,index_91,C,C,1,2,29159,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
93,index_92,B,D,0,2,9606,2,"['B', 'D']",True,200.89869914994097,4.950146779110207
94,index_93,D,C,0,2,10395,2,"['C', 'C']",False,200.89869914994097,4.950146779110207
95,index_94,C,C,1,2,31144,2,"['C', 'C']",True,200.89869914994097,4.950146779110207
96,index_95,A,A,1,2,19541,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
97,index_96,A,A,1,2,2347,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
98,index_97,D,C,0,2,22027,2,"['C', 'C']",False,200.89869914994097,4.950146779110207
99,index_98,A,B,0,2,25047,2,"['D', 'B']",False,200.89869914994097,4.950146779110207
100,index_99,B,B,1,2,29933,2,"['B', 'B']",True,200.89869914994097,4.950146779110207
101,index_100,A,A,1,2,14937,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
102,index_101,D,D,1,2,5951,2,"['D', 'D']",True,200.89869914994097,4.950146779110207
103,index_102,C,C,1,2,27184,2,"['A', 'C']",True,200.89869914994097,4.950146779110207
104,index_103,A,A,1,2,13542,2,"['A', 'A']",True,200.89869914994097,4.950146779110207
