iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,aqua_rat_test_0,1,1,A,A,1,173,3196,2259,935,3369,"[""A""]",0.008525448848782747,0.0161339421613394,51.64569067955017
2,aqua_rat_test_1,1,1,E,E,1,153,2302,1853,447,2455,"[""E""]",0.006304033320313406,0.0117960426179604,36.535818338394165
3,aqua_rat_test_2,1,1,A,A,1,95,2083,1585,496,2178,"[""A""]",0.005507497874652669,0.0104261796042618,33.03307890892029
4,aqua_rat_test_3,1,1,B,B,1,141,1257,932,323,1398,"[""B""]",0.003761255211698355,0.0067732115677321,19.894074201583862
5,aqua_rat_test_4,1,1,B,B,1,106,637,439,196,743,"[""B""]",0.0021196852798174943,0.0036529680365297,10.088343620300293
6,aqua_rat_test_5,1,1,D,D,1,164,1419,1099,318,1583,"[""D""]",0.004255900701009668,0.0076103500761035,22.503865242004395
7,aqua_rat_test_6,1,1,D,D,1,122,1971,1627,342,2093,"[""D""]",0.005369426151817946,0.0100456621004566,31.26714587211609
8,aqua_rat_test_7,1,1,C,C,1,137,809,531,276,946,"[""C""]",0.0026760245786120584,0.0045662100456621,12.793325424194336
9,aqua_rat_test_8,1,1,E,E,1,128,1604,1278,324,1732,"[""E""]",0.004525005097274926,0.0083713850837138,25.389421701431274
10,aqua_rat_test_9,1,1,D,D,1,115,674,482,190,789,"[""D""]",0.0022505214499125756,0.0038812785388128,10.633945226669312
11,aqua_rat_test_10,1,1,B,C,0,158,3707,3149,556,3865,"[""C""]",0.009669495713739136,0.0184931506849315,59.30255889892578
12,aqua_rat_test_11,1,1,A,A,1,146,1028,756,270,1174,"[""A""]",0.0032402045401765337,0.0057077625570776,16.244086980819702
13,aqua_rat_test_12,1,1,C,C,1,118,863,520,341,981,"[""C""]",0.002714534359321228,0.0047945205479451,13.629317045211792
14,aqua_rat_test_13,1,1,D,D,1,81,365,261,102,446,"[""D""]",0.0013536442348478757,0.0022070015220699,5.737045049667358
15,aqua_rat_test_14,1,1,C,C,1,99,709,571,136,808,"[""C""]",0.0022580230239886375,0.0039573820395738,11.160052061080933
16,aqua_rat_test_15,1,1,A,A,1,109,628,427,199,737,"[""A""]",0.002112386358961653,0.0035768645357686,9.92082953453064
17,aqua_rat_test_16,1,1,A,A,1,143,4202,3412,788,4345,"[""A""]",0.010775462623457648,0.0207762557077625,67.4585382938385
18,aqua_rat_test_17,1,1,D,D,1,151,892,648,242,1043,"[""D""]",0.0029400836201062767,0.0050989345509893,14.087053298950195
19,aqua_rat_test_18,1,1,D,D,1,183,872,598,272,1055,"[""D""]",0.003044401554498951,0.0050989345509893,13.81012511253357
20,aqua_rat_test_19,1,1,C,C,1,106,1221,821,398,1327,"[""C""]",0.003509355374700707,0.0063926940639269,19.297988414764404
21,aqua_rat_test_20,1,1,C,E,0,122,7497,6701,794,7619,"[""E""]",0.01851199893792069,0.0363774733637747,122.34045577049255
22,aqua_rat_test_21,1,1,A,A,1,141,3248,2552,694,3389,"[""A""]",0.00849700622085798,0.0162100456621004,52.02718496322632
23,aqua_rat_test_22,1,1,E,E,1,142,2477,1810,665,2619,"[""E""]",0.0066680241221684896,0.0125570776255707,39.2512686252594
24,aqua_rat_test_23,1,1,A,A,1,144,1753,1151,600,1897,"[""A""]",0.0049554920347316105,0.0091324200913242,27.710585832595825
25,aqua_rat_test_24,1,1,D,D,1,137,749,568,179,886,"[""D""]",0.002533333333333291,0.004337899543379,11.80025839805603
26,aqua_rat_test_25,1,1,D,D,1,123,1010,737,271,1133,"[""D""]",0.0030881009052627605,0.0054794520547944,16.021172285079956
27,aqua_rat_test_26,1,1,C,C,1,109,625,409,214,734,"[""C""]",0.0021053680929386163,0.0035768645357686,10.0282621383667
28,aqua_rat_test_27,1,1,A,A,1,136,1091,718,371,1227,"[""A""]",0.0033425605343413056,0.0059360730593607,17.502835035324097
29,aqua_rat_test_28,1,1,B,B,1,127,714,400,312,841,"[""B""]",0.002402741854796604,0.0041095890410959,11.416908502578735
30,aqua_rat_test_29,1,1,A,A,1,112,572,491,79,684,"[""A""]",0.0019935663986441654,0.0033485540334855,9.111676454544067
31,aqua_rat_test_30,1,1,B,B,1,121,821,618,201,942,"[""B""]",0.00262881119295474,0.0045662100456621,13.085294961929321
32,aqua_rat_test_31,1,1,A,A,1,141,620,437,181,761,"[""A""]",0.00224523709733155,0.0037290715372907,9.910833835601807
33,aqua_rat_test_32,1,1,B,C,0,131,10802,10201,599,10933,"[""C""]",0.026414931249014582,0.0521308980213089,180.1671359539032
34,aqua_rat_test_33,1,1,B,B,1,133,708,538,168,841,"[""B""]",0.002416849680021766,0.0041095890410959,11.301779985427856
35,aqua_rat_test_34,1,1,B,B,1,143,815,524,289,958,"[""B""]",0.0027190213985137037,0.004642313546423,13.045117616653442
36,aqua_rat_test_35,1,1,A,A,1,118,707,558,147,825,"[""A""]",0.002343299882190016,0.0040334855403348,11.257402420043945
37,aqua_rat_test_36,1,1,D,D,1,144,954,698,254,1098,"[""D""]",0.00305465904834759,0.0053272450532724,15.195103645324707
38,aqua_rat_test_37,1,1,A,A,1,127,1191,926,263,1318,"[""A""]",0.0035377912618879304,0.0063926940639269,19.038293600082397
39,aqua_rat_test_38,1,1,D,D,1,132,621,424,195,753,"[""D""]",0.0022047991699579114,0.0036529680365297,9.911170959472656
40,aqua_rat_test_39,1,1,A,A,1,126,2058,1291,765,2184,"[""A""]",0.0055953999333216075,0.0105022831050228,33.01479411125183
41,aqua_rat_test_40,1,1,A,A,1,130,1662,965,695,1792,"[""A""]",0.00467247121750037,0.0085996955859969,26.65522813796997
42,aqua_rat_test_41,1,1,A,A,1,145,1505,1039,464,1650,"[""A""]",0.004370241004525738,0.0079147640791475,24.00322985649109
43,aqua_rat_test_42,1,1,C,C,1,89,540,434,104,629,"[""C""]",0.0018080559986720084,0.0031202435312024,8.595687627792358
44,aqua_rat_test_43,1,1,A,A,1,127,2255,1910,343,2382,"[""A""]",0.006068714444552345,0.0114155251141552,36.178772926330566
45,aqua_rat_test_44,1,1,B,B,1,129,1124,874,248,1253,"[""B""]",0.0033879249112125317,0.0060882800608828,17.96036982536316
46,aqua_rat_test_45,1,1,B,B,1,123,1539,1050,487,1662,"[""B""]",0.004346597086323067,0.0079908675799086,24.577239751815796
47,aqua_rat_test_46,1,1,E,E,1,132,480,265,213,612,"[""E""]",0.001868886800393596,0.0030441400304414,7.61459493637085
48,aqua_rat_test_47,1,1,A,A,1,148,808,579,227,956,"[""A""]",0.0027260857213275663,0.004642313546423,12.845414400100708
49,aqua_rat_test_48,1,1,D,D,1,109,8416,7222,1192,8525,"[""D""]",0.020635811882489714,0.0406392694063927,139.2368450164795
50,aqua_rat_test_49,1,1,B,B,1,115,774,554,218,889,"[""B""]",0.0024886335739185525,0.004337899543379,12.303680896759033
51,aqua_rat_test_50,1,1,C,C,1,121,1051,712,337,1172,"[""C""]",0.0031760913473502174,0.0057077625570776,16.769181489944458
52,aqua_rat_test_51,1,1,C,C,1,127,1036,882,152,1163,"[""C""]",0.0031690466440337144,0.0056316590563165,16.563985347747803
53,aqua_rat_test_52,1,1,B,B,1,103,658,527,129,761,"[""B""]",0.0021554959661679637,0.0037290715372907,10.499415874481201
54,aqua_rat_test_53,1,1,A,A,1,102,701,443,256,803,"[""A""]",0.002252967169253274,0.0039573820395738,11.178598642349243
55,aqua_rat_test_54,1,1,D,B,0,144,8873,8282,589,9017,"[""B""]",0.021889121470243435,0.0429984779299847,146.8338484764099
56,aqua_rat_test_55,1,1,A,A,1,117,557,383,172,674,"[""A""]",0.001981145971424313,0.0032724505327245,8.87789249420166
57,aqua_rat_test_56,1,1,A,A,1,128,1809,1348,459,1937,"[""A""]",0.005012613839905094,0.0092846270928462,28.963545560836792
58,aqua_rat_test_57,1,1,D,D,1,119,1013,693,318,1132,"[""D""]",0.0030762626126166204,0.0054794520547944,16.11254072189331
59,aqua_rat_test_58,1,1,D,D,1,130,1704,1501,201,1834,"[""D""]",0.00477242598320808,0.00882800608828,27.230528354644775
