iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,10,1,0,0.65,C,C,1,148,10118,10266,"[""C""]",6,0.015113423944275494,0.0274975715459911,88.650949716568
5,index_4,10,1,0,0.65,C,C,1,385,10904,11289,"[""C""]",18,0.0194800661259854,0.0425913472315624,70.3776605129242
9,index_8,10,1,0,0.65,A,A,1,262,11125,11387,"[""A""]",11,0.017536678952565745,0.0291414481058058,97.48319959640503
15,index_14,10,1,0,0.65,C,C,1,302,7205,7507,"[""C""]",8,0.012310501762437758,0.030635881342001,49.21391558647156
17,index_16,10,1,0,0.65,C,C,1,158,5478,5636,"[""C""]",8,0.009512304679922071,0.0239109317791227,24.952887296676636
32,index_31,10,1,0,0.65,C,C,1,156,17197,17353,"[""C""]",11,0.028731007841647907,0.0541732048120749,212.0233554840088
34,index_33,10,1,0,0.65,A,C,0,472,15864,16336,"[""C""]",7,0.028572140206302905,0.0508854516924456,189.7106785774231
35,index_34,10,1,0,0.65,C,C,1,318,9191,9509,"[""C""]",10,0.014860106464683434,0.0322797579018157,66.51921772956848
39,index_38,10,1,0,0.65,B,B,1,243,6286,6529,"[""B""]",6,0.010844221575869114,0.0283942314877082,34.97125434875488
41,index_40,10,1,0,0.65,A,A,1,147,6603,6750,"[""A""]",6,0.009964206383170695,0.0246581483972203,50.70175004005432
44,index_43,10,1,0,0.65,A,A,1,313,6985,7298,"[""A""]",8,0.013674520426677756,0.0356422326832548,33.284902572631836
52,index_51,10,1,0,0.65,C,C,1,252,10930,11182,"[""C""]",12,0.016434461012941288,0.0329522528581035,84.34681248664856
58,index_57,10,1,0,0.65,A,D,0,87,8362,8449,"[""D""]",8,0.010922397544445022,0.0262273032952252,48.74906921386719
62,index_61,10,1,0,0.65,C,D,0,252,16477,16729,"[""D""]",13,0.026746372942336775,0.0481954718672943,181.30158305168152
63,index_62,10,1,0,0.65,D,D,1,247,12842,13089,"[""D""]",6,0.023585782581909062,0.0441605021295673,161.12339735031128
66,index_65,10,1,0,0.65,C,C,1,124,6719,6843,"[""C""]",6,0.009555715421248154,0.0231637151610252,44.010438203811646
73,index_72,10,2,0,0.65,C,C,1,187,8725,8912,"[""C"", ""C""]",12,0.016301083694438542,0.0268997982515131,36.27854323387146
83,index_82,10,1,0,0.65,A,A,1,193,15705,15898,"[""A""]",15,0.021361350428691174,0.0406485840245086,114.13657402992249
84,index_83,10,3,0,0.65,D,D,1,128,9526,9654,"[""D"", ""D"", ""D""]",11,0.017482878698156824,0.0423671822461331,28.18090796470642
89,index_88,10,1,0,0.65,B,A,0,257,12691,12948,"[""A""]",9,0.022072126417256886,0.0401255323918403,141.76562452316284
101,index_100,10,1,0,0.65,A,D,0,222,15648,15870,"[""D""]",11,0.026106699258409784,0.047971306881865,180.39316987991333
104,index_103,10,1,0,0.65,A,A,1,220,8285,8505,"[""A""]",10,0.013016069698384522,0.0358663976686841,48.619250774383545
105,index_104,10,1,0,0.65,D,D,1,240,10325,10565,"[""D""]",10,0.01567725545906816,0.0351191810505865,82.35559940338135
110,index_109,10,1,0,0.65,B,D,0,515,8175,8690,"[""D""]",10,0.015841563148819602,0.0399013674064111,63.65113687515259
112,index_111,10,1,0,0.65,A,A,1,248,9248,9496,"[""A""]",10,0.014018340363816762,0.0328775311962937,62.56796884536743
113,index_112,10,1,0,0.65,C,C,1,244,15991,16235,"[""C""]",9,0.026901030045995807,0.0496151834416797,188.392804145813
114,index_113,10,1,0,0.65,C,A,0,188,7578,7766,"[""A""]",8,0.011407215190424048,0.030336994694762,45.68748068809509
118,index_117,10,1,0,0.65,B,A,0,172,10616,10788,"[""A""]",6,0.01771951526825914,0.0323544795636254,112.17866039276123
120,index_119,10,2,0,0.65,A,A,1,122,8229,8351,"[""A"", ""A""]",10,0.012066702831199335,0.0282447881640888,40.19549798965454
129,index_128,10,1,0,0.65,A,B,0,278,14879,15157,"[""B""]",7,0.024542051998567908,0.0439363371441381,160.2502429485321
135,index_134,10,1,0,0.65,B,B,1,358,9177,9535,"[""B""]",12,0.015548065329758389,0.0369872225958305,55.2432963848114
140,index_139,10,1,0,0.65,A,D,0,231,14797,15028,"[""D""]",7,0.025473549758335125,0.0472988119255772,177.3041615486145
142,index_141,10,1,0,0.65,C,C,1,152,5673,5825,"[""C""]",8,0.009361635261591702,0.0239109317791227,27.278340816497803
144,index_143,10,1,0,0.65,B,B,1,175,13629,13804,"[""B""]",12,0.021059105981115437,0.0373608309048792,130.81689596176147
146,index_145,10,1,0,0.65,C,A,0,307,10619,10926,"[""A""]",10,0.017572719191106537,0.0313830979600986,98.2093710899353
150,index_149,10,1,0,0.65,B,D,0,253,13713,13966,"[""D""]",10,0.021535590368995428,0.0372861092430695,129.5324854850769
153,index_152,10,1,0,0.65,B,B,1,536,11145,11681,"[""B""]",8,0.020321703940714024,0.0443846671149966,105.4818959236145
158,index_157,10,1,0,0.65,D,D,1,210,13332,13542,"[""D""]",10,0.018236918297436327,0.0420682955988941,86.76545786857605
162,index_161,10,1,0,0.65,D,D,1,163,9663,9826,"[""D""]",8,0.015231061749327923,0.0260778599716057,90.49916815757751
172,index_171,10,1,0,0.65,D,D,1,244,11289,11533,"[""D""]",8,0.018134998389155055,0.0329522528581035,107.47343635559082
177,index_176,10,1,0,0.65,D,D,1,226,11822,12048,"[""D""]",9,0.01857054597061481,0.0358663976686841,110.3312451839447
179,index_178,10,1,0,0.65,B,B,1,305,14201,14506,"[""B""]",17,0.02094198699671447,0.0463274303220503,82.72760486602783
180,index_179,10,1,0,0.65,B,C,0,178,18735,18913,"[""C""]",8,0.0347493939745242,0.0672494956287828,273.886892080307
181,index_180,10,1,0,0.65,B,A,0,276,10495,10771,"[""A""]",8,0.017346163982279734,0.0293656130912352,100.191077709198
188,index_187,10,1,0,0.65,C,C,1,145,15784,15929,"[""C""]",8,0.027861704737800252,0.0534259881939774,207.74467968940735
192,index_191,10,1,0,0.65,B,B,1,326,8647,8973,"[""B""]",8,0.014311928740843537,0.0322797579018157,66.26605534553528
193,index_192,10,2,0,0.65,A,C,0,128,6082,6210,"[""B"", ""C""]",7,0.011627910523097336,0.0289172831203765,20.83197259902954
196,index_195,10,1,0,0.65,D,D,1,224,12145,12369,"[""D""]",9,0.01991906133370963,0.0354927893596354,123.87917137145996
197,index_196,10,1,0,0.65,D,C,0,270,18428,18698,"[""C""]",11,0.030902545214770965,0.0568631846372262,223.39662766456604
198,index_197,10,1,0,0.65,D,D,1,198,12356,12554,"[""D""]",8,0.01920475335672135,0.034371964432489,116.85254192352295
