iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,10,1,0,0.72,C,C,1,148,8747,8895,"[""C""]",8,0.0124000508606633,0.0276470148696107,64.08450770378113
<<<<<<< HEAD
2,index_1,10,1,0,0.72,D,B,0,155,11884,12039,"[""B""]",5,0.0183139522376678,0.0351191810505865,117.65996289253236
3,index_2,10,1,0,0.72,C,C,1,179,11273,11452,"[""C""]",13,0.0165705226373343,0.0363147276395426,56.28296875953674
4,index_3,10,1,0,0.72,B,B,1,153,8777,8930,"[""B""]",11,0.0130219692609076,0.0316819846073376,43.76592516899109
5,index_4,10,1,0,0.72,C,C,1,385,9543,9928,"[""C""]",11,0.0159958502404629,0.0418441306134648,67.83548784255981
6,index_5,10,1,0,0.72,C,C,1,199,9343,9542,"[""C""]",7,0.0140664747174755,0.0336247478143914,78.00643539428711
7,index_6,10,1,0,0.72,C,C,1,191,11797,11988,"[""C""]",14,0.0166546765368898,0.0340730777852499,81.6851863861084
8,index_7,10,1,0,0.72,D,D,1,471,16163,16634,"[""D""]",12,0.0254940999218308,0.0537995965030262,144.52864694595337
9,index_8,10,1,0,0.72,A,C,0,262,8002,8264,"[""C""]",12,0.0154487429893267,0.0363147276395426,34.90456676483154
10,index_9,10,1,0,0.72,C,C,1,148,9821,9969,"[""C""]",8,0.0148175422759667,0.0253306433535082,90.08694911003111
11,index_10,10,1,0,0.72,A,A,1,399,9390,9789,"[""A""]",11,0.0238451076099909,0.0531271015467383,31.38270878791809
12,index_11,10,1,0,0.72,D,D,1,174,12456,12630,"[""D""]",16,0.01849564128752,0.0361652843159231,73.03595209121704
13,index_12,10,1,0,0.72,A,A,1,340,11964,12304,"[""A""]",8,0.020934987023252,0.0367630576104012,131.22249126434326
14,index_13,10,1,0,0.72,D,A,0,148,10389,10537,"[""A""]",7,0.0157950767987886,0.0313830979600986,99.06008219718932
15,index_14,10,1,0,0.72,C,C,1,302,8367,8669,"[""C""]",10,0.0137548766517559,0.0342972427706792,64.75405168533325
16,index_15,10,1,0,0.72,B,B,1,221,13166,13387,"[""B""]",6,0.0241162237674969,0.0454307703803332,172.13849020004272
17,index_16,10,1,0,0.72,C,C,1,158,6720,6878,"[""C""]",8,0.010666814998297,0.0289172831203765,32.25559902191162
18,index_17,10,1,0,0.72,B,A,0,245,12579,12824,"[""A""]",11,0.0191659752035532,0.0358663976686841,115.21342277526855
19,index_18,10,1,0,0.72,A,B,0,543,12743,13286,"[""B""]",9,0.0230263677463921,0.0493162967944407,131.6209797859192
20,index_19,10,4,0,0.72,A,A,1,198,10951,11149,"[""A"", ""A"", ""A"", ""A""]",14,0.0207616791781209,0.0388552641410745,37.290305376052856
21,index_20,10,1,0,0.72,B,D,0,277,16878,17155,"[""D""]",9,0.0301998967987788,0.0567137413136068,228.6401562690735
22,index_21,10,2,0,0.72,D,C,0,137,8128,8265,"[""C"", ""C""]",9,0.0121073024336658,0.0313830979600986,37.86584830284119
23,index_22,10,1,0,0.72,C,D,0,275,13810,14085,"[""D""]",5,0.024179128882902,0.0443846671149966,164.98833441734314
24,index_23,10,1,0,0.72,B,A,0,225,16124,16349,"[""A""]",12,0.0259401743771625,0.0469999252783381,179.06351041793823
25,index_24,10,1,0,0.72,B,B,1,363,16532,16895,"[""B""]",15,0.0272247375440065,0.0471493686019577,181.679633140564
26,index_25,10,1,0,0.72,D,A,0,372,15252,15624,"[""A""]",8,0.0262781574771049,0.0467010386310992,178.99545073509216
27,index_26,10,1,0,0.72,A,A,1,164,9471,9635,"[""A""]",9,0.0135991873536757,0.0321303145781962,73.02334332466125
28,index_27,10,1,0,0.72,A,A,1,327,13336,13663,"[""A""]",10,0.0207446384842693,0.0430396772024209,118.29495859146118
29,index_28,10,1,0,0.72,A,D,0,403,14763,15166,"[""D""]",13,0.0246684412864916,0.04333856384966,152.95954203605652
30,index_29,10,1,0,0.72,A,C,0,101,11312,11413,"[""C""]",8,0.0180117182799311,0.0333258611671523,119.58749985694884
31,index_30,10,1,0,0.72,C,A,0,135,9928,10063,"[""A""]",12,0.0137617478826042,0.0313830979600986,69.6804530620575
=======
2,index_1,10,1,0,0.72,D,B,0,155,11884,12039,"[""B""]",5,0.018313952237667873,0.0351191810505865,117.65996289253235
3,index_2,10,1,0,0.72,C,C,1,179,11273,11452,"[""C""]",13,0.0165705226373343,0.0363147276395426,56.28296875953674
4,index_3,10,1,0,0.72,B,B,1,153,8777,8930,"[""B""]",11,0.0130219692609076,0.0316819846073376,43.76592516899109
5,index_4,10,1,0,0.72,C,C,1,385,9543,9928,"[""C""]",11,0.0159958502404629,0.0418441306134648,67.83548784255981
6,index_5,10,1,0,0.72,C,C,1,199,9343,9542,"[""C""]",7,0.01406647471747553,0.0336247478143914,78.00643539428711
7,index_6,10,1,0,0.72,C,C,1,191,11797,11988,"[""C""]",14,0.016654676536889845,0.0340730777852499,81.6851863861084
8,index_7,10,1,0,0.72,D,D,1,471,16163,16634,"[""D""]",12,0.025494099921830826,0.0537995965030262,144.52864694595337
9,index_8,10,1,0,0.72,A,C,0,262,8002,8264,"[""C""]",12,0.0154487429893267,0.0363147276395426,34.90456676483154
10,index_9,10,1,0,0.72,C,C,1,148,9821,9969,"[""C""]",8,0.0148175422759667,0.0253306433535082,90.08694911003111
11,index_10,10,1,0,0.72,A,A,1,399,9390,9789,"[""A""]",11,0.0238451076099909,0.0531271015467383,31.38270878791809
12,index_11,10,1,0,0.72,D,D,1,174,12456,12630,"[""D""]",16,0.01849564128752005,0.0361652843159231,73.03595209121704
13,index_12,10,1,0,0.72,A,A,1,340,11964,12304,"[""A""]",8,0.02093498702325201,0.0367630576104012,131.22249126434326
14,index_13,10,1,0,0.72,D,A,0,148,10389,10537,"[""A""]",7,0.0157950767987886,0.0313830979600986,99.06008219718932
15,index_14,10,1,0,0.72,C,C,1,302,8367,8669,"[""C""]",10,0.0137548766517559,0.0342972427706792,64.75405168533325
16,index_15,10,1,0,0.72,B,B,1,221,13166,13387,"[""B""]",6,0.024116223767496954,0.0454307703803332,172.13849020004272
17,index_16,10,1,0,0.72,C,C,1,158,6720,6878,"[""C""]",8,0.010666814998297,0.0289172831203765,32.25559902191162
18,index_17,10,1,0,0.72,B,A,0,245,12579,12824,"[""A""]",11,0.01916597520355324,0.0358663976686841,115.21342277526855
19,index_18,10,1,0,0.72,A,B,0,543,12743,13286,"[""B""]",9,0.0230263677463921,0.0493162967944407,131.6209797859192
20,index_19,10,4,0,0.72,A,A,1,198,10951,11149,"[""A"", ""A"", ""A"", ""A""]",14,0.0207616791781209,0.0388552641410745,37.290305376052856
21,index_20,10,1,0,0.72,B,D,0,277,16878,17155,"[""D""]",9,0.030199896798778894,0.0567137413136068,228.6401562690735
22,index_21,10,2,0,0.72,D,C,0,137,8128,8265,"[""C"", ""C""]",9,0.0121073024336658,0.0313830979600986,37.86584830284119
23,index_22,10,1,0,0.72,C,D,0,275,13810,14085,"[""D""]",5,0.02417912888290203,0.0443846671149966,164.98833441734314
24,index_23,10,1,0,0.72,B,A,0,225,16124,16349,"[""A""]",12,0.025940174377162582,0.0469999252783381,179.06351041793823
25,index_24,10,1,0,0.72,B,B,1,363,16532,16895,"[""B""]",15,0.0272247375440065,0.0471493686019577,181.679633140564
26,index_25,10,1,0,0.72,D,A,0,372,15252,15624,"[""A""]",8,0.026278157477104904,0.0467010386310992,178.99545073509216
27,index_26,10,1,0,0.72,A,A,1,164,9471,9635,"[""A""]",9,0.013599187353675778,0.0321303145781962,73.02334332466125
28,index_27,10,1,0,0.72,A,A,1,327,13336,13663,"[""A""]",10,0.02074463848426934,0.0430396772024209,118.29495859146118
29,index_28,10,1,0,0.72,A,D,0,403,14763,15166,"[""D""]",13,0.0246684412864916,0.04333856384966,152.95954203605652
30,index_29,10,1,0,0.72,A,C,0,101,11312,11413,"[""C""]",8,0.01801171827993113,0.0333258611671523,119.58749985694885
31,index_30,10,1,0,0.72,C,A,0,135,9928,10063,"[""A""]",12,0.013761747882604217,0.0313830979600986,69.6804530620575
>>>>>>> origin/main
32,index_31,10,1,0,0.72,C,C,1,156,13570,13726,"[""C""]",12,0.0212331980557203,0.0383322125084062,139.8368637561798
33,index_32,10,1,0,0.72,C,A,0,322,11970,12292,"[""A""]",7,0.01923074031684,0.0416946872898453,115.5013391971588
34,index_33,10,1,0,0.72,A,C,0,472,12122,12594,"[""C""]",10,0.0209878944919287,0.0440857804677575,114.37689280509947
35,index_34,10,1,0,0.72,C,C,1,318,12582,12900,"[""C""]",11,0.0194108949094777,0.0397519240827916,103.01987218856812
<<<<<<< HEAD
36,index_35,10,1,0,0.72,B,A,0,154,11044,11198,"[""A""]",11,0.0169262226816265,0.0292908914294254,103.60465836524963
37,index_36,10,1,0,0.72,D,C,0,162,11768,11930,"[""C""]",8,0.0185149340978502,0.033101696181723,119.58846044540404
38,index_37,10,1,0,0.72,C,C,1,303,10363,10666,"[""C""]",8,0.0175529387453101,0.030635881342001,106.30607628822328
39,index_38,10,1,0,0.72,B,B,1,243,6685,6928,"[""B""]",9,0.0111350750116508,0.0283942314877082,42.46861386299133
40,index_39,10,2,0,0.72,A,A,1,173,11384,11557,"[""B"", ""A""]",11,0.0157059539340873,0.0304864380183815,81.18410444259644
41,index_40,10,1,0,0.72,A,A,1,147,6348,6495,"[""A""]",6,0.0094199573333788,0.0216692819248299,44.40400791168213
42,index_41,10,1,0,0.72,D,D,1,234,9260,9494,"[""D""]",13,0.0152410341652781,0.0351191810505865,46.87502074241638
