iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,aqua_rat_test_0,8,8,0,0.86,fixed,A,A,1,173,20544,20717,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",12,0.04380773518001072,0.0818949413434955,57.06346583366394
2,aqua_rat_test_1,8,7,0,0.86,fixed,E,E,1,153,24717,24870,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",25,0.04144616687159341,0.0821191063289247,90.87358951568604
3,aqua_rat_test_2,8,8,0,0.86,fixed,A,A,1,95,14532,14627,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",14,0.02865992528679492,0.0549951430919823,43.120495557785034
4,aqua_rat_test_3,8,8,0,0.86,fixed,B,B,1,141,12224,12365,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",10,0.025453833120275576,0.0475976985728162,36.88548421859741
5,aqua_rat_test_4,8,8,0,0.86,fixed,B,B,1,106,4825,4931,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",7,0.012052538586630832,0.0209220653067324,13.856042861938477
6,aqua_rat_test_5,8,8,0,0.86,fixed,D,D,1,164,11813,11977,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",15,0.02757382389413447,0.0496899051034894,32.50643563270569
7,aqua_rat_test_6,8,8,0,0.86,fixed,D,D,1,122,15170,15292,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",19,0.029468431152159223,0.0466263169692894,49.60612106323242
8,aqua_rat_test_7,8,8,0,0.86,fixed,C,C,1,137,7542,7679,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",7,0.018196820802905172,0.0334753044907718,20.92286467552185
9,aqua_rat_test_8,8,8,0,0.86,fixed,E,E,1,128,14787,14915,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",14,0.03046874955040544,0.0605245460659045,43.33228015899658
10,aqua_rat_test_9,8,8,0,0.86,fixed,D,D,1,115,5903,6018,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",6,0.016038477209151986,0.0268997982515131,14.830158710479736
11,aqua_rat_test_10,8,5,0,0.86,fixed,B,C,0,158,29597,29755,"[""C"", ""C"", ""C"", ""C"", ""C""]",29,0.06467777512713772,0.1166405140850332,79.53155279159546
12,aqua_rat_test_11,8,8,0,0.86,fixed,A,A,1,146,9720,9866,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",7,0.024709061165366645,0.0442352237913771,24.28751015663147
13,aqua_rat_test_12,8,8,0,0.86,fixed,C,C,1,118,13120,13238,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",12,0.022980764129857004,0.0410969139953673,48.74069356918335
14,aqua_rat_test_13,8,8,0,0.86,fixed,D,D,1,81,3818,3899,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",4,0.011213125541140392,0.0197265187177763,9.00218653678894
15,aqua_rat_test_14,8,8,0,0.86,fixed,C,C,1,99,5450,5549,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",10,0.010632177526520604,0.0215198386012105,20.136917114257812
16,aqua_rat_test_15,8,8,0,0.86,fixed,A,A,1,109,5122,5231,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",5,0.012616458451375512,0.0203990136740641,14.810169696807861
17,aqua_rat_test_16,8,2,0,0.86,fixed,A,A,1,143,39310,39453,"[""A"", ""A""]",28,0.05036936125089482,0.130314578196219,268.27387738227844
18,aqua_rat_test_17,8,8,0,0.86,fixed,D,D,1,151,8304,8455,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",12,0.018626630294905057,0.0376597175521183,24.943675994873047
19,aqua_rat_test_18,8,8,0,0.86,fixed,D,D,1,183,6984,7167,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",5,0.01854950310094892,0.0298886647239035,19.426615953445435
20,aqua_rat_test_19,8,8,0,0.86,fixed,C,C,1,106,7841,7947,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",8,0.018812591426114734,0.0322797579018157,21.041208505630493
21,aqua_rat_test_20,8,1,0,0.86,fixed,C,E,0,122,34435,34557,"[""E""]",24,0.04563995480837511,0.1350967645520436,185.53667497634888
22,aqua_rat_test_21,8,6,0,0.86,fixed,A,A,1,141,24577,24718,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",24,0.046628594858286784,0.0931031906149593,76.58940649032593
23,aqua_rat_test_22,8,8,0,0.86,fixed,E,E,1,142,20124,20266,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",19,0.03421768276250783,0.0657550623925876,74.28932785987854
24,aqua_rat_test_23,8,8,0,0.86,fixed,A,A,1,144,14343,14487,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",15,0.02957436463969914,0.0603751027422849,43.08333349227905
25,aqua_rat_test_24,8,8,0,0.86,fixed,D,D,1,137,6179,6316,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",5,0.015685126996981696,0.0292908914294254,17.082187175750732
26,aqua_rat_test_25,8,8,0,0.86,fixed,D,D,1,123,5899,6022,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",5,0.01622431267883102,0.0280953448404692,15.141351222991943
27,aqua_rat_test_26,8,8,0,0.86,fixed,C,C,1,109,5244,5353,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",4,0.012252120805750742,0.0257042516625569,15.39778757095337
28,aqua_rat_test_27,8,8,0,0.86,fixed,A,A,1,136,9522,9658,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",7,0.021483497780292175,0.0381827691847866,27.189595937728882
29,aqua_rat_test_28,8,8,0,0.86,fixed,B,B,1,127,6683,6810,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",5,0.016871819780863006,0.0304864380183815,18.088615655899048
30,aqua_rat_test_29,8,8,0,0.86,fixed,A,A,1,112,4273,4385,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",8,0.010992013931777546,0.017335425539864,12.65625262260437
31,aqua_rat_test_30,8,8,0,0.86,fixed,B,B,1,121,6078,6199,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",9,0.015912542970037215,0.0280953448404692,15.942726373672485
32,aqua_rat_test_31,8,8,0,0.86,fixed,A,A,1,141,5940,6081,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",7,0.015501220218835732,0.0251064783680788,16.62386989593506
33,aqua_rat_test_32,8,1,0,0.86,fixed,B,D,0,131,36752,36883,"[""D""]",24,0.04719535068268522,0.1362923111409998,237.11546063423157
34,aqua_rat_test_33,8,8,0,0.86,fixed,B,B,1,133,6642,6775,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",9,0.014076239086326462,0.0268997982515131,22.588977336883545
35,aqua_rat_test_34,8,8,0,0.86,fixed,B,B,1,143,7321,7464,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",5,0.020236911792054703,0.0334753044907718,18.04986572265625
36,aqua_rat_test_35,8,8,0,0.86,fixed,A,A,1,118,6307,6425,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",6,0.01670182458032807,0.0277217365314204,16.321513652801514
