iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,aqua_rat_test_0,8,8,0,0.98,fixed,A,A,1,178,31830,32008,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",31,0.04754132671918658,0.1027847218184989,110.81860089302063
2,aqua_rat_test_1,8,8,0,0.98,fixed,E,E,1,158,25049,25207,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",31,0.03703510381572818,0.0599965118307075,93.99128556251526
3,aqua_rat_test_2,8,8,0,0.98,fixed,A,A,1,100,12449,12549,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",18,0.017510665040816685,0.0306958897738504,50.259095668792725
4,aqua_rat_test_3,8,8,0,0.98,fixed,B,B,1,146,20509,20655,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",22,0.02153916611726982,0.0415092145805476,140.83835363388062
5,aqua_rat_test_4,8,8,0,0.98,fixed,B,B,1,111,5674,5785,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",5,0.011112263930015808,0.0213941049938957,17.743282079696655
6,aqua_rat_test_5,8,8,0,0.98,fixed,D,D,1,169,13641,13810,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",17,0.02244407768180788,0.0430788907621649,47.22689628601074
7,aqua_rat_test_6,8,8,0,0.98,fixed,D,D,1,127,12531,12658,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",14,0.022563780143330624,0.0348816929248299,38.683820486068726
8,aqua_rat_test_7,8,8,0,0.98,fixed,C,C,1,142,7177,7319,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",9,0.013861175917476936,0.0251148189058775,23.27238917350769
9,aqua_rat_test_8,8,8,0,0.98,fixed,E,E,1,133,22289,22422,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",20,0.0309416641396144,0.0606360095343293,84.80161833763123
10,aqua_rat_test_9,8,8,0,0.98,fixed,D,D,1,120,7258,7378,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",8,0.015019963864746187,0.0269751758618684,20.660229444503784
