iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
9,index_8,8,1,0,0.85,A,D,0,262,13262,13524,"[""D""]",17,0.02085501561795595,0.0382574908465964,80.93468737602234
11,index_10,8,2,0,0.85,A,A,1,399,11836,12235,"[""A"", ""A""]",16,0.022444629297696465,0.0423671822461331,59.21593523025513
12,index_11,8,1,0,0.85,D,D,1,174,12747,12921,"[""D""]",18,0.020130679250844767,0.0381080475229769,60.60602688789368
13,index_12,8,1,0,0.85,A,D,0,340,12852,13192,"[""D""]",12,0.02212795946391058,0.0375849958903086,126.09635996818542
15,index_14,8,2,0,0.85,C,D,0,302,8911,9213,"[""C"", ""D""]",10,0.015640089722387833,0.0282447881640888,63.823150396347046
17,index_16,8,3,0,0.85,C,C,1,158,10939,11097,"[""C"", ""C"", ""C""]",11,0.017136586843124166,0.0280206231786595,67.36425185203552
18,index_17,8,1,0,0.85,B,A,0,245,15969,16214,"[""A""]",20,0.025491581661935655,0.0421430172607039,149.19039392471313
19,index_18,8,1,0,0.85,A,B,0,543,17445,17988,"[""B""]",15,0.029476016089430696,0.0478218635582455,165.51876711845398
26,index_25,8,1,0,0.85,D,A,0,372,18194,18566,"[""A""]",14,0.031777983584018024,0.0573862362698947,219.8192162513733
28,index_27,8,1,0,0.85,A,C,0,327,15382,15709,"[""C""]",15,0.023608057245708414,0.0470746469401479,102.06999516487122
32,index_31,8,1,0,0.85,C,C,1,156,18127,18283,"[""C""]",14,0.03001716314707337,0.0557423597100799,214.77882361412048
34,index_33,8,1,0,0.85,A,C,0,472,16065,16537,"[""C""]",13,0.02847292802156346,0.0493162967944407,179.3812177181244
39,index_38,8,2,0,0.85,B,B,1,243,10369,10612,"[""B"", ""B""]",14,0.019103254915809068,0.0331764178435328,47.173152923583984
41,index_40,8,1,0,0.85,A,A,1,147,6245,6392,"[""A""]",8,0.009764107740582452,0.0206231786594933,40.570536613464355
46,index_45,8,1,0,0.85,C,D,0,98,10962,11060,"[""D""]",6,0.019402189005003567,0.0369872225958305,127.27864265441895
53,index_52,8,1,0,0.85,D,B,0,231,21817,22048,"[""B""]",15,0.03660550451385623,0.0679219905850706,272.00252771377563
57,index_56,8,1,0,0.85,D,C,0,191,23726,23917,"[""C""]",27,0.03852044812234425,0.06807143390869,273.42947793006897
70,index_69,8,1,0,0.85,D,D,1,165,16759,16924,"[""D""]",30,0.026378495032113702,0.0422924605843233,107.44985675811768
73,index_72,8,5,0,0.85,C,C,1,187,10897,11084,"[""C"", ""C"", ""C"", ""C"", ""C""]",10,0.020895467879235567,0.0373608309048792,40.187543630599976
75,index_74,8,4,0,0.85,B,B,1,639,13795,14434,"[""B"", ""B"", ""B"", ""B""]",15,0.03995041938168075,0.0579840095643726,45.402432680130005
76,index_75,8,1,0,0.85,D,C,0,221,13806,14027,"[""C""]",20,0.021983152053670286,0.0430396772024209,69.09576606750488
79,index_78,8,1,0,0.85,A,D,0,387,20869,21256,"[""D""]",17,0.03330720302438053,0.056639019651797,216.03230237960815
83,index_82,8,1,0,0.85,A,A,1,193,16043,16236,"[""A""]",25,0.025343589051754812,0.0390047074646939,92.92504572868347
