iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,10,1,0,0.7,C,C,1,148,7613,7761,"[""C""]",6,0.0108731944360829,0.0298886647239035,50.4960663318634
<<<<<<< HEAD
2,index_1,10,1,0,0.7,D,B,0,155,10644,10799,"[""B""]",6,0.0159721542110008,0.0292908914294254,95.4281702041626
3,index_2,10,1,0,0.7,C,C,1,179,10526,10705,"[""C""]",14,0.0161417355476784,0.0403496973772696,51.54818296432495
4,index_3,10,1,0,0.7,B,B,1,153,8787,8940,"[""B""]",7,0.0122973541206065,0.0349697377269671,53.61120343208313
5,index_4,10,1,0,0.7,C,C,1,385,9972,10357,"[""C""]",10,0.0167560970519947,0.0369872225958305,87.42506146430969
6,index_5,10,1,0,0.7,C,C,1,199,8677,8876,"[""C""]",5,0.0130458562233413,0.0351191810505865,68.3432240486145
7,index_6,10,1,0,0.7,C,C,1,191,11182,11373,"[""C""]",12,0.0157267838948296,0.0376597175521183,66.41362857818604
8,index_7,10,1,0,0.7,D,D,1,471,17110,17581,"[""D""]",13,0.0275085201636142,0.0537995965030262,163.78625679016113
9,index_8,10,1,0,0.7,A,C,0,262,10640,10902,"[""C""]",12,0.0161232135103748,0.0308600463274303,83.54052186012268
10,index_9,10,1,0,0.7,C,C,1,148,11372,11520,"[""C""]",8,0.0173998027329551,0.0307853246656205,111.6980049610138
11,index_10,10,2,0,0.7,A,A,1,399,10902,11301,"[""A"", ""A""]",10,0.0183661308576263,0.0500635134125383,62.85328698158264
12,index_11,10,2,0,0.7,D,D,1,174,13283,13457,"[""D"", ""D""]",19,0.021356934582047,0.0336247478143914,73.08193564414978
13,index_12,10,1,0,0.7,A,A,1,340,11867,12207,"[""A""]",6,0.0218762055718524,0.039602480759172,138.7018551826477
14,index_13,10,1,0,0.7,D,D,1,148,7592,7740,"[""D""]",7,0.0108219366082817,0.0313830979600986,46.52615094184876
15,index_14,10,1,0,0.7,C,C,1,302,8367,8669,"[""C""]",10,0.0137001892887867,0.0298886647239035,64.16517186164856
16,index_15,10,1,0,0.7,B,B,1,221,14215,14436,"[""B""]",6,0.0269250564731854,0.0514085033251139,202.1855628490448
17,index_16,10,1,0,0.7,C,C,1,158,6529,6687,"[""C""]",8,0.0098832086327486,0.0275722932078009,36.60824465751648
18,index_17,10,1,0,0.7,B,B,1,245,12749,12994,"[""B""]",10,0.0194124545832749,0.0358663976686841,112.63854336738586
19,index_18,10,1,0,0.7,A,B,0,543,13526,14069,"[""B""]",13,0.0239080482250595,0.0435627288350892,136.98582100868225
20,index_19,10,2,0,0.7,A,A,1,198,9197,9395,"[""A"", ""A""]",13,0.0219974286861932,0.0370619442576403,25.685810804367065
21,index_20,10,1,0,0.7,B,B,1,277,15172,15449,"[""B""]",10,0.0266237371576965,0.0492415751326309,187.3359417915344
22,index_21,10,1,0,0.7,D,C,0,137,7225,7362,"[""C""]",7,0.0112128752715128,0.0313830979600986,32.97921442985535
23,index_22,10,1,0,0.7,C,D,0,275,15125,15400,"[""D""]",5,0.0270399129215695,0.0503624000597773,193.5616979598999
24,index_23,10,1,0,0.7,B,A,0,225,18611,18836,"[""A""]",9,0.0306523930342398,0.0568631846372262,226.62621426582336
25,index_24,10,1,0,0.7,B,C,0,363,16976,17339,"[""C""]",16,0.027579544612404,0.0472240902637675,189.1864306926728
26,index_25,10,1,0,0.7,D,A,0,372,14108,14480,"[""A""]",10,0.0240917821199538,0.0419935739370843,150.99495673179626
27,index_26,10,1,0,0.7,A,A,1,164,9107,9271,"[""A""]",8,0.0135542317980277,0.026302024957035,76.69608449935913
28,index_27,10,1,0,0.7,A,C,0,327,14405,14732,"[""C""]",9,0.0233625474175107,0.0410221923335575,144.33819723129272
29,index_28,10,1,0,0.7,A,A,1,403,10619,11022,"[""A""]",13,0.0183006588873875,0.0500635134125383,60.50650525093079
30,index_29,10,1,0,0.7,A,C,0,101,10041,10142,"[""C""]",8,0.0153790672660221,0.0277217365314204,97.88709378242493
