iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,16,1,0,0.5,C,C,1,153,14231,14384,"[""C""]",14,0.0135490085557956,0.0331376082785884,109.55690407752991
2,index_1,16,1,0,0.5,D,C,0,160,18033,18193,"[""C""]",8,0.022798198890131138,0.0433695715365385,266.5653874874115
3,index_2,16,2,0,0.5,C,C,1,184,15047,15231,"[""C"", ""C""]",21,0.019302134714439093,0.0372071391198186,50.34186816215515
4,index_3,16,1,0,0.5,B,D,0,158,11429,11587,"[""D""]",11,0.011455040421429946,0.0353467821638276,51.61917066574097
5,index_4,16,1,0,0.5,C,C,1,390,15583,15973,"[""C""]",19,0.01849779957275403,0.0531945817103657,72.85013484954834
6,index_5,16,1,0,0.5,C,C,1,204,11062,11266,"[""C""]",14,0.013666503741886904,0.0381373175978141,40.467381954193115
7,index_6,16,1,0,0.5,C,C,1,196,11031,11227,"[""C""]",13,0.011674673324017297,0.0381373175978141,56.52419948577881
8,index_7,16,1,0,0.5,D,D,1,476,17917,18393,"[""D""]",16,0.021215480548574486,0.0696471135399104,84.03007674217224
9,index_8,16,1,0,0.5,A,A,1,267,13981,14248,"[""A""]",10,0.015531634947788107,0.0325562467298412,133.87395310401917
10,index_9,16,1,0,0.5,C,C,1,153,12390,12543,"[""C""]",9,0.012041691130116172,0.0362769606418231,98.03613710403442
11,index_10,16,1,0,0.5,A,A,1,404,17473,17877,"[""A""]",14,0.019341842925507596,0.0431370269170396,157.4808886051178
12,index_11,16,1,0,0.5,D,D,1,179,26347,26526,"[""D""]",25,0.025217967241143474,0.071158653566653,95.96325516700745
13,index_12,16,1,0,0.5,A,B,0,345,16957,17302,"[""B""]",8,0.021037933105559795,0.0377885006685657,217.61382341384888
14,index_13,16,1,0,0.5,D,D,1,153,10010,10163,"[""D""]",8,0.00976447747529553,0.0340096506017092,57.42617106437683
15,index_14,16,1,0,0.5,C,C,1,307,15273,15580,"[""C""]",20,0.017874811763639944,0.0423231207487936,65.12221884727478
16,index_15,16,1,0,0.5,B,D,0,226,18694,18920,"[""D""]",8,0.023430859024538123,0.0438346607755363,272.37904596328735
17,index_16,16,1,0,0.5,C,C,1,163,10431,10594,"[""C""]",14,0.01353803319340216,0.0331376082785884,33.42482614517212
18,index_17,16,1,0,0.5,B,A,0,250,17710,17960,"[""A""]",19,0.018341256060267524,0.0461019708156502,76.10459589958191
19,index_18,16,1,0,0.5,A,A,1,548,17936,18484,"[""A""]",11,0.021624498575664154,0.0567408871577234,190.124764919281
20,index_19,16,11,0,0.5,A,A,1,203,15702,15905,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",14,0.03100653561200084,0.0540666240334863,27.737656354904175
21,index_20,16,1,0,0.5,B,B,1,282,13876,14158,"[""B""]",12,0.015745332222166904,0.0374978198941922,135.37934613227844
22,index_21,16,1,0,0.5,D,C,0,142,11112,11254,"[""C""]",9,0.01069186771809257,0.0353467821638276,55.31278395652771
23,index_22,16,1,0,0.5,C,B,0,280,19281,19561,"[""B""]",10,0.02133862041771424,0.0427882099877914,214.83156514167786
24,index_23,16,1,0,0.5,B,D,0,230,22161,22391,"[""D""]",17,0.023196870021131293,0.0404627637928027,241.9776086807251
25,index_24,16,1,0,0.5,B,B,1,368,17015,17383,"[""B""]",15,0.018208884577759807,0.0465089238997732,138.06609511375427
26,index_25,16,1,0,0.5,D,D,1,377,17686,18063,"[""D""]",8,0.02355089622850922,0.0431951630719144,261.4050476551056
27,index_26,16,1,0,0.5,A,A,1,169,11671,11840,"[""A""]",11,0.012257273674227728,0.0398814022440555,47.84962558746338
28,index_27,16,1,0,0.5,A,A,1,332,16502,16834,"[""A""]",9,0.018476259827010746,0.0447067030986571,162.28362107276917
29,index_28,16,1,0,0.5,A,B,0,408,19901,20309,"[""B""]",9,0.024843502146670856,0.0492994593337596,271.820139169693
30,index_29,16,1,0,0.5,A,C,0,106,13131,13237,"[""C""]",11,0.01368000214574449,0.0241846404278821,128.47328734397888
31,index_30,16,1,0,0.5,C,C,1,140,17620,17760,"[""C""]",8,0.020733942414515236,0.0388349514563106,230.63187193870544
32,index_31,16,1,0,0.5,C,C,1,161,25546,25707,"[""C""]",12,0.03228657206922595,0.0620894134061973,415.82131028175354
33,index_32,16,1,0,0.5,C,A,0,327,13176,13503,"[""A""]",15,0.014548396138346313,0.0427300738329167,100.46538996696472
34,index_33,16,1,0,0.5,A,C,0,477,22234,22711,"[""C""]",16,0.026616747482663426,0.0545317132724841,282.49816632270813
35,index_34,16,1,0,0.5,C,C,1,323,12777,13100,"[""C""]",11,0.01408234095813083,0.0446485669437823,68.59719657897949
36,index_35,16,1,0,0.5,B,C,0,159,13546,13705,"[""C""]",11,0.012392790429719145,0.0353467821638276,82.30380463600159
37,index_36,16,1,0,0.5,D,B,0,167,18192,18359,"[""B""]",6,0.023606529257583008,0.0450555200279053,280.0567569732666
38,index_37,16,1,0,0.5,C,C,1,308,15795,16103,"[""C""]",12,0.01621385522092996,0.0430788907621649,122.03064441680908
39,index_38,16,6,0,0.5,B,B,1,248,15631,15879,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",15,0.023685549601360042,0.0394163130050578,43.83819389343262
40,index_39,16,1,0,0.5,A,A,1,178,11776,11954,"[""A""]",11,0.011904492507833226,0.0362769606418231,55.459030628204346
41,index_40,16,1,0,0.5,A,A,1,152,10349,10501,"[""A""]",10,0.009929324097288967,0.0317423405615953,62.310711145401
42,index_41,16,1,0,0.5,D,D,1,239,11707,11946,"[""D""]",12,0.012163829927743562,0.0374978198941922,66.8653028011322
43,index_42,16,1,0,0.5,A,A,1,275,10899,11174,"[""A""]",10,0.011809721070088305,0.0374396837393175,66.7753369808197
44,index_43,16,6,0,0.5,A,A,1,318,12431,12749,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",12,0.028006012939446996,0.0462182431253996,25.673484802246094
45,index_44,16,1,0,0.5,D,D,1,185,16441,16626,"[""D""]",11,0.016860735963928224,0.0372071391198186,151.9385862350464
46,index_45,16,1,0,0.5,C,A,0,103,20915,21018,"[""A""]",8,0.02551356800910484,0.0490087785593861,313.11976885795593
47,index_46,16,1,0,0.5,D,D,1,222,18342,18564,"[""D""]",13,0.01784572243408296,0.0453462008022789,149.6367220878601
48,index_47,16,1,0,0.5,A,C,0,159,21072,21231,"[""C""]",6,0.029318491085708998,0.0569734317772222,375.0438885688782
49,index_48,16,1,0,0.5,B,B,1,432,21569,22001,"[""B""]",7,0.029057595790188857,0.0538340794139875,345.09858226776123
50,index_49,16,1,0,0.5,D,D,1,206,11448,11654,"[""D""]",13,0.01254279757315576,0.0381373175978141,52.02420473098755
51,index_50,16,1,0,0.5,D,D,1,173,24945,25118,"[""D""]",12,0.031262236024318574,0.0598802395209581,398.20674991607666
52,index_51,16,1,0,0.5,C,C,1,257,15883,16140,"[""C""]",13,0.015285674946613263,0.0462182431253996,104.8480544090271
53,index_52,16,1,0,0.5,D,B,0,236,21832,22068,"[""B""]",9,0.02635434135911588,0.0491831870240102,311.6360113620758
54,index_53,16,1,0,0.5,A,A,1,190,17665,17855,"[""A""]",13,0.016775592650597207,0.0462182431253996,139.7025384902954
55,index_54,16,1,0,0.5,B,D,0,208,19109,19317,"[""D""]",11,0.020733300447999266,0.0393000406953084,214.33434128761292
56,index_55,16,1,0,0.5,A,A,1,264,30030,30294,"[""A""]",16,0.033350424434110355,0.0611592349282018,406.0151357650757
57,index_56,16,1,0,0.5,D,D,1,196,19485,19681,"[""D""]",14,0.022395182116589127,0.0410441253415498,246.2680492401123
58,index_57,16,1,0,0.5,A,D,0,92,17630,17722,"[""D""]",15,0.01499838984411678,0.0374978198941922,118.11994051933289
59,index_58,16,1,0,0.5,A,A,1,141,17957,18098,"[""A""]",17,0.01576600644446266,0.0453462008022789,84.80600547790527
60,index_59,16,1,0,0.5,C,C,1,209,17905,18114,"[""C""]",10,0.022069240599140342,0.041218533806174,247.43906712532043
61,index_60,16,1,0,0.5,C,C,1,231,12306,12537,"[""C""]",6,0.015010727376223665,0.0306958897738504,139.51705050468445
62,index_61,16,1,0,0.5,C,C,1,257,22228,22485,"[""C""]",12,0.02679227603721828,0.0497064124178826,314.7062363624573
63,index_62,16,1,0,0.5,D,D,1,252,22574,22826,"[""D""]",18,0.02835814945137766,0.0529620370908667,339.45853090286255
64,index_63,16,1,0,0.5,C,C,1,246,24831,25077,"[""C""]",13,0.030055168752908545,0.0563339340736003,365.2542726993561
65,index_64,16,1,0,0.5,A,A,1,297,17112,17409,"[""A""]",11,0.02117526926213105,0.0390674960758095,221.74549436569214
