iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,1,1,C,C,1,148,4305,3468.0,835.0,4453,"[""C""]",0.0107762695457677,0.0208473436449226,70.37240242958069
2,index_1,1,1,D,B,0,155,8157,7844.0,311.0,8312,"[""B""]",0.0198035762903082,0.0388552641410745,138.00840520858765
3,index_2,1,1,C,C,1,179,3900,2835.0,1063.0,4079,"[""C""]",0.0099753418516027,0.0190540237614884,64.59368920326233
4,index_3,1,1,B,B,1,153,2249,1837.0,410.0,2402,"[""B""]",0.0059986975373115,0.0112829709332735,37.326892614364624
5,index_4,1,1,C,C,1,385,4226,3272.0,952.0,4611,"[""C""]",0.0116986256483288,0.0215945602630202,70.58565998077393
6,index_5,1,1,C,C,1,199,5928,5132.0,794.0,6127,"[""C""]",0.0148042166411896,0.0286183964731375,99.21334409713744
7,index_6,1,1,C,C,1,191,2930,2358.0,570.0,3121,"[""C""]",0.0077663604098622,0.0145707240529029,48.82436347007752
8,index_7,1,1,D,D,1,471,10158,9415.0,741.0,10629,"[""D""]",0.0259517644088233,0.0496899051034894,191.4079582691193
9,index_8,1,1,A,C,0,262,3241,2649.0,590.0,3503,"[""C""]",0.0088241417965839,0.0163640439363371,53.90966796875
10,index_9,1,1,C,B,0,148,6632,6139.0,491.0,6780,"[""B""]",0.0162099361422728,0.0316819846073376,111.04167437553406
11,index_10,1,1,A,A,1,399,3280,2843.0,435.0,3679,"[""A""]",0.0095550325039228,0.0171859822162444,54.16711401939392
12,index_11,1,1,D,D,1,174,3968,2782.0,1184.0,4142,"[""D""]",0.0101107748636329,0.0193529104087274,65.67231607437134
13,index_12,1,1,A,A,1,340,6566,6149.0,415.0,6906,"[""A""]",0.0169524855581554,0.0322797579018157,111.01018571853638
14,index_13,1,1,D,A,0,148,5572,5130.0,440.0,5720,"[""A""]",0.0137347855190599,0.0267503549278935,93.72751808166504
15,index_14,1,1,C,C,1,302,2538,1871.0,665.0,2840,"[""C""]",0.0073694459768567,0.013300455802137,42.206977128982544
16,index_15,1,1,B,A,0,221,10433,9756.0,675.0,10654,"[""A""]",0.0254263784683754,0.0497646267652992,197.6989781856537
17,index_16,1,1,C,C,1,158,1773,1233.0,538.0,1931,"[""C""]",0.0049106418691895,0.0090413210789808,29.611525058746334
18,index_17,1,1,B,A,0,245,11622,9952.0,1668.0,11867,"[""A""]",0.0283148421330337,0.0554434730628409,228.3468027114868
19,index_18,1,1,A,A,1,543,8880,8201.0,677.0,9423,"[""A""]",0.0233038182769184,0.0440110588059478,162.8208475112915
20,index_19,1,1,A,A,1,198,1272,1000.0,270.0,1470,"[""A""]",0.0039275279771529,0.0068743928864978,20.75742769241333
21,index_20,1,1,B,A,0,277,9154,8572.0,580.0,9431,"[""A""]",0.0227013779396022,0.0440857804677575,166.2377791404724
22,index_21,1,1,D,B,0,137,1076,790.0,285.0,1213,"[""B""]",0.0031849761126791,0.0056788462975416,17.860889434814453
23,index_22,1,1,C,D,0,275,9147,8707.0,438.0,9422,"[""D""]",0.022675692115417,0.0440110588059478,166.42877578735352
24,index_23,1,1,B,B,1,225,12408,11769.0,637.0,12633,"[""B""]",0.0300568005070859,0.0590301128297093,243.59344029426572
25,index_24,1,1,B,C,0,363,10008,9150.0,856.0,10371,"[""C""]",0.0250971306941594,0.0484943585145333,188.19959354400635
26,index_25,1,1,D,A,0,372,8477,7565.0,910.0,8849,"[""A""]",0.0215641938450734,0.0413210789807965,150.41118240356445
27,index_26,1,1,A,A,1,164,5475,4987.0,486.0,5639,"[""A""]",0.0135830060422187,0.0263767466188448,92.23610854148863
28,index_27,1,1,A,C,0,327,7775,6869.0,903.0,8102,"[""C""]",0.0197148419564773,0.0378838825375476,132.09065866470337
29,index_28,1,1,A,D,0,403,6142,5516.0,624.0,6545,"[""D""]",0.0162566209025076,0.0305611596801912,103.99810719490053
30,index_29,1,1,A,B,0,101,6429,5792.0,635.0,6530,"[""B""]",0.0155164080993817,0.0305611596801912,109.16287064552309
31,index_30,1,1,C,A,0,135,4455,3930.0,523.0,4590,"[""A""]",0.01106580009666,0.0214451169394007,75.14556741714478
32,index_31,1,1,C,C,1,156,10356,9650.0,704.0,10512,"[""C""]",0.0249430157137432,0.0490921318090114,196.91718578338623
33,index_32,1,1,C,A,0,322,6754,5896.0,856.0,7076,"[""A""]",0.0173074132141751,0.033101696181723,113.8788571357727
34,index_33,1,1,A,A,1,472,11538,10900.0,636.0,12010,"[""A""]",0.0291788089367107,0.0561159680191287,228.73285603523252
35,index_34,1,1,C,C,1,318,5001,4343.0,656.0,5319,"[""C""]",0.013195388270474,0.0248823133826496,84.0717101097107
36,index_35,1,1,B,B,1,154,10238,9628.0,608.0,10392,"[""B""]",0.0246581483972203,0.048569080176343,193.2141933441162
37,index_36,1,1,D,A,0,162,8047,7620.0,425.0,8209,"[""A""]",0.0195794060934377,0.0383322125084062,136.38209104537964
38,index_37,1,1,C,C,1,303,5833,5236.0,595.0,6136,"[""C""]",0.0150681041254363,0.0286931181349473,98.04118752479552
39,index_38,1,1,B,B,1,243,1892,1368.0,522.0,2135,"[""B""]",0.0055854837137581,0.0100127026825076,33.70693850517273
40,index_39,1,1,A,A,1,173,2075,1727.0,346.0,2248,"[""A""]",0.0056858683332297,0.0105357543151759,37.39258885383606
41,index_40,1,1,A,A,1,147,4910,4381.0,527.0,5057,"[""A""]",0.0121842876628752,0.0236120451318837,84.09581065177917
42,index_41,1,1,D,D,1,234,2393,1801.0,590.0,2627,"[""D""]",0.0067132401507684,0.0123290741986101,39.896986961364746
43,index_42,1,1,A,B,0,270,11266,10490.0,774.0,11536,"[""B""]",0.02760030885661,0.053874318164836,220.63816499710083
44,index_43,1,1,A,B,0,313,2466,2144.0,320.0,2779,"[""B""]",0.0072526675118152,0.013001569154898,41.19920206069946
45,index_44,1,1,D,D,1,180,10378,9697.0,679.0,10558,"[""D""]",0.0251064783680788,0.0493162967944407,193.7044248580933
46,index_45,1,1,C,D,0,98,8406,7714.0,690.0,8504,"[""D""]",0.0201188207759073,0.0397519240827916,144.28300404548645
47,index_46,1,1,D,B,0,217,13687,12771.0,914.0,13904,"[""B""]",0.0330059506929512,0.0649331241126802,278.957688331604
48,index_47,1,1,A,A,1,154,12588,11873.0,713.0,12742,"[""A""]",0.0301455189523884,0.0595531644623776,246.82652950286865
49,index_48,1,1,B,D,0,427,10985,10280.0,682.0,11412,"[""D""]",0.0276773660808073,0.0533512665321677,211.16245794296265
50,index_49,1,1,D,D,1,201,1143,889.0,252.0,1344,"[""D""]",0.0036402458584554,0.0062766195920197,18.74600601196289
51,index_50,1,1,D,D,1,168,9294,8787.0,505.0,9462,"[""D""]",0.0225192388179724,0.0442352237913771,166.94068002700806
52,index_51,1,1,C,C,1,252,4471,3536.0,933.0,4723,"[""C""]",0.0116495599853417,0.0221176118956885,74.26768374443054
53,index_52,1,1,D,A,0,231,13634,13029.0,603.0,13865,"[""A""]",0.0329475834393077,0.0647836807890607,275.2161173820496
54,index_53,1,1,A,A,1,185,5204,4644.0,558.0,5389,"[""A""]",0.0130482630142763,0.0251812000298886,86.89820551872253
55,index_54,1,1,B,D,0,203,11880,11043.0,835.0,12083,"[""D""]",0.0287211324684237,0.0564895763281775,232.69177889823916
