iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,8,8,0,0.98,fixed,33,33,1,194,36216,36410,"[""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33""]",41,0.052964462210233376,0.0993896601244614,134.83030486106873
2,index_1,8,8,0,0.98,fixed,23,23,1,226,83896,84122,"[""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23""]",115,0.11631510152307899,0.228757778841551,356.21445083618164
3,index_2,8,8,0,0.98,fixed,116,116,1,172,35112,35284,"[""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116""]",39,0.05842872634521956,0.1083652465294399,113.37173461914062
4,index_3,8,8,0,0.98,fixed,809,809,1,145,50862,51007,"[""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809""]",57,0.07991419189009154,0.1729894686452848,173.18113899230957
5,index_4,8,8,0,0.98,fixed,197,541,0,141,194082,194223,"[""8603"", ""541"", ""389"", ""541"", ""541"", ""197"", ""4427"", ""197""]",253,0.30480723467103404,0.5218405935854475,775.0126910209656
6,index_5,8,8,0,0.98,fixed,385,24,0,128,173090,173218,"[""24"", ""24"", ""48"", ""24"", ""24"", ""24"", ""96"", ""24""]",201,0.2654037862418899,0.5777884155098133,665.4792082309723
7,index_6,8,8,0,0.98,fixed,371,371,1,123,208665,208788,"[""437"", ""419"", ""403"", ""371"", ""371"", ""371"", ""371"", ""411""]",264,0.3438749066759503,0.6111775969363331,801.4746198654175
8,index_7,8,8,0,0.98,fixed,601,601,1,119,148190,148309,"[""601"", ""601"", ""49"", ""601"", ""601"", ""601"", ""601"", ""601""]",176,0.17774144044403067,0.384573958831977,789.8817687034607
9,index_8,8,8,0,0.98,fixed,25,25,1,97,72828,72925,"[""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25""]",88,0.09499973782501424,0.1818453805648635,325.05150628089905
10,index_9,8,8,0,0.98,fixed,55,55,1,108,40829,40937,"[""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55""]",55,0.057263961688903124,0.1167424605074197,162.456063747406
