iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
9,index_8,32,1,0,0.8,A,C,0,262,26282,26544,"[""C""]",14,0.028090449224902888,0.1031158932974669,76.95789194107056
11,index_10,32,5,0,0.8,A,A,1,399,30390,30789,"[""A"", ""A"", ""A"", ""A"", ""A""]",17,0.05549567925701922,0.1306134648434581,50.27477216720581
12,index_11,32,4,0,0.8,D,D,1,174,41857,42031,"[""D"", ""D"", ""D"", ""D""]",29,0.052514616939633704,0.0981095419562131,86.99899792671204
13,index_12,32,1,0,0.8,A,A,1,340,23036,23376,"[""A""]",12,0.025718310719977558,0.1069266980497646,126.32275533676147
15,index_14,32,1,0,0.8,C,C,1,302,19980,20282,"[""C""]",13,0.023549305252023683,0.1158185758051258,65.02047348022461
17,index_16,32,5,0,0.8,C,C,1,158,24386,24544,"[""C"", ""C"", ""C"", ""C"", ""C""]",15,0.040136253962315516,0.0910109840842859,37.095210552215576
18,index_17,32,1,0,0.8,B,A,0,245,34741,34986,"[""A""]",17,0.03421847143570296,0.1099902861839647,205.1892807483673
19,index_18,32,1,0,0.8,A,B,0,543,33857,34400,"[""B""]",27,0.03894606036506534,0.1506388702084734,167.7109682559967
26,index_25,32,1,0,0.8,D,A,0,372,31199,31571,"[""A""]",11,0.03502415606672417,0.1479488903833221,222.6454803943634
28,index_27,32,1,0,0.8,A,A,1,327,32078,32405,"[""A""]",22,0.03490194346773302,0.1434655906747366,99.8580265045166
32,index_31,32,1,0,0.8,C,C,1,156,42772,42928,"[""C""]",30,0.04472260264109937,0.0972876036763057,317.6936047077179
34,index_33,32,1,0,0.8,A,C,0,472,29763,30235,"[""C""]",15,0.032920499844045305,0.1449600239109317,154.71766114234924
39,index_38,32,3,0,0.8,B,B,1,243,23698,23941,"[""B"", ""B"", ""B""]",15,0.028557381965057912,0.0989314802361204,66.29945635795593
41,index_40,32,1,0,0.8,A,A,1,147,16989,17136,"[""A""]",8,0.018095381502350575,0.0765149816931928,48.62341046333313
46,index_45,32,1,0,0.8,C,D,0,98,27050,27148,"[""D""]",20,0.025903180597042236,0.1028170066502278,126.71924090385437
53,index_52,32,1,0,0.8,D,B,0,231,33497,33728,"[""B""]",17,0.03331622656892469,0.117014122394082,202.98105335235596
57,index_56,32,1,0,0.8,D,D,1,191,41930,42121,"[""D""]",35,0.047723597940865496,0.1052828214899499,350.408992767334
70,index_69,32,1,0,0.8,D,C,0,165,36040,36205,"[""C""]",16,0.03249825001934096,0.1243368452514384,162.3305037021637
73,index_72,32,4,0,0.8,C,C,1,187,24054,24241,"[""C"", ""C"", ""C"", ""C""]",12,0.03984696542505488,0.1052080998281401,37.60961842536926
75,index_74,32,2,0,0.8,B,B,1,639,36145,36784,"[""B"", ""B""]",27,0.07079974538264909,0.17955615332885,67.08103585243225
76,index_75,32,1,0,0.8,D,C,0,221,29699,29920,"[""C""]",18,0.04413547769851417,0.1291190316072629,46.42513418197632
79,index_78,32,1,0,0.8,A,D,0,387,37821,38208,"[""D""]",25,0.040145815513645065,0.1307629081670775,234.50214219093323
83,index_82,32,2,0,0.8,A,A,1,193,36397,36590,"[""A"", ""A""]",27,0.03776498807004146,0.1108869461256818,108.95835185050964
84,index_83,32,15,0,0.8,D,D,1,128,30783,30911,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",27,0.0377037578787562,0.1147724725397892,48.64317011833191
86,index_85,32,1,0,0.8,A,D,0,335,24998,25333,"[""D""]",14,0.02708088248793776,0.1267279384293507,114.99465751647949
89,index_88,32,1,0,0.8,B,B,1,257,32502,32759,"[""B""]",30,0.0347116970627695,0.1195546588956137,130.0797896385193
94,index_93,32,1,0,0.8,D,D,1,198,37810,38008,"[""D""]",27,0.034705307994541634,0.1068519763879548,153.0390932559967
102,index_101,32,2,0,0.8,D,D,1,439,36748,37187,"[""D"", ""D""]",20,0.03864900958526139,0.1584846446984981,129.09176540374756
107,index_106,32,24,0,0.8,A,B,0,280,31139,31419,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",18,0.08438471316503028,0.1475005604124636,27.43308186531067
111,index_110,32,1,0,0.8,D,B,0,344,31826,32170,"[""B""]",21,0.03356820147611253,0.1249346185459164,170.50476908683777
112,index_111,32,1,0,0.8,A,A,1,248,34269,34517,"[""A""]",32,0.04141623995091669,0.121347978779048,95.13709211349487
116,index_115,32,1,0,0.8,B,B,1,268,29958,30226,"[""B""]",17,0.031831420557594026,0.1171635657177015,190.0947072505951
117,index_116,32,1,0,0.8,D,D,1,226,32570,32796,"[""D""]",18,0.03314659634742802,0.112082492714638,207.99164295196533
120,index_119,32,2,0,0.8,A,A,1,122,26574,26696,"[""A"", ""A""]",16,0.026842951902689437,0.0815960546962564,64.09434676170349
133,index_132,32,1,0,0.8,A,A,1,250,31112,31362,"[""A""]",23,0.0300902694752262,0.112979152656355,124.01196813583374
134,index_133,32,2,0,0.8,A,A,1,141,34936,35077,"[""A"", ""A""]",22,0.03192708419255153,0.0952701188074423,127.94238948822021
141,index_140,32,1,0,0.8,D,B,0,100,22806,22906,"[""B""]",14,0.021868406473700894,0.0765897033550025,101.81161689758301
146,index_145,32,1,0,0.8,C,A,0,307,25364,25671,"[""A""]",18,0.026922554555426612,0.1200777105282822,108.42776846885681
150,index_149,32,1,0,0.8,B,D,0,253,36434,36687,"[""D""]",21,0.03449772750541095,0.117014122394082,171.2841510772705
152,index_151,32,11,0,0.8,B,B,1,195,37791,37986,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",15,0.06958627374694401,0.1591571396547859,41.983020544052124
155,index_154,32,5,0,0.8,B,B,1,430,30312,30742,"[""B"", ""B"", ""B"", ""B"", ""B""]",17,0.058093892754061474,0.1457072405290294,51.02230882644653
161,index_160,32,2,0,0.8,C,C,1,299,30791,31090,"[""D"", ""C""]",17,0.03108558607158609,0.1185085556302771,149.92392444610596
168,index_167,32,7,0,0.8,A,B,0,134,38640,38774,"[""B"", ""B"", ""B"", ""C"", ""B"", ""B"", ""B""]",22,0.07234518237063164,0.1451841888963611,38.46198105812073
