iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,8,8,33,33,1,194,34253,27176,7061,34447,"[""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33""]",0.05364605803079816,0.1013044518908569,115.08228754997253
2,index_1,8,8,23,23,1,226,75133,69154,5963,75359,"[""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23""]",0.10943358402304415,0.2043441838200096,280.56008315086365
3,index_2,8,8,116,116,1,172,36169,31959,4194,36341,"[""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116""]",0.05104709231564898,0.107886548587841,135.41060376167297
4,index_3,8,8,809,809,1,145,55064,51435,3613,55209,"[""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809""]",0.08328352207773887,0.1580899952130205,194.0501470565796
5,index_4,8,8,197,541,0,141,212912,208299,4597,213053,"[""8603"", ""2929"", ""541"", ""8603"", ""254"", ""273"", ""2297"", ""541""]",0.3556857885524662,0.6597654380086166,774.988765001297
6,index_5,8,8,385,24,0,128,174844,169947,4879,174972,"[""24"", ""24"", ""24"", ""24"", ""24"", ""24"", ""24"", ""24""]",0.25234917046074334,0.5394925801819053,707.7949461936951
7,index_6,8,8,371,363,0,123,197801,193722,4063,197924,"[""419"", ""31"", ""403"", ""419"", ""365"", ""363"", ""363"", ""569""]",0.3120454067991831,0.5496050741981809,759.6733965873718
8,index_7,8,8,601,601,1,119,134507,129068,5423,134626,"[""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601""]",0.18406164448370801,0.3971397797989469,576.1154835224152
9,index_8,8,8,25,25,1,97,62093,58725,3352,62190,"[""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25""]",0.08403371678802922,0.1565940641455241,257.1869595050812
10,index_9,8,8,55,55,1,108,40835,37422,3397,40943,"[""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55""]",0.052931716632928165,0.1138702728578267,167.71312141418457
11,index_10,8,8,540,540,1,96,42958,37583,5359,43054,"[""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540"", ""540""]",0.06544493255496465,0.1172211584490187,152.37928342819214
12,index_11,8,8,45,45,1,186,76054,71470,4568,76240,"[""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45"", ""45""]",0.10846748226633901,0.1796314025849689,311.69768357276917
13,index_12,8,8,204,204,1,181,24270,19355,4899,24451,"[""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204"", ""204""]",0.03529829520638166,0.0787458113930109,86.78282332420349
14,index_13,8,8,699,699,1,118,153391,148524,4851,153509,"[""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699"", ""699""]",0.2280037909398108,0.3878650071804691,618.854020357132
15,index_14,8,8,294,294,1,101,57927,53706,4205,58028,"[""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294"", ""294""]",0.09448883760859624,0.1933341311632359,188.25931239128113
