iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,64,3,0,0.75,C,C,1,148,42123,42271,"[""C"", ""C"", ""C""]",18,0.040111901888545944,0.1831427930957184,70.57796311378479
2,index_1,64,1,0,0.75,D,B,0,155,37375,37530,"[""B""]",10,0.028555319745635774,0.1815736381977135,101.9775767326355
3,index_2,64,2,0,0.75,C,C,1,179,65380,65559,"[""C"", ""C""]",27,0.06317944227642186,0.2107150863035194,84.92044925689697
4,index_3,64,1,0,0.75,B,B,1,153,48162,48315,"[""B""]",25,0.05032333459346059,0.2057834566240752,61.735060691833496
5,index_4,64,3,0,0.75,C,C,1,385,51254,51639,"[""C"", ""C"", ""C""]",26,0.051165925519333154,0.2295449450795785,116.04510831832886
6,index_5,64,3,0,0.75,C,C,1,199,42124,42323,"[""C"", ""C"", ""C""]",20,0.04231795586573293,0.1927818874691773,69.94657731056213
7,index_6,64,2,0,0.75,C,C,1,19028,58823,77851,"[""B"", ""C""]",21,0.04655881004205174,0.1943510423671822,307.0402958393097
8,index_7,64,1,0,0.75,D,D,1,471,70168,70639,"[""D""]",42,0.06617413429432183,0.3175670626914743,137.47034621238708
9,index_8,64,3,0,0.75,A,C,0,262,43053,43315,"[""C"", ""C"", ""C""]",18,0.05987594095396056,0.1959201972651871,49.634392976760864
10,index_9,64,1,0,0.75,C,B,0,148,38651,38799,"[""B""]",15,0.028186012778986143,0.1663304191885227,110.72092509269714
11,index_10,64,3,0,0.75,A,A,1,399,43658,44057,"[""A"", ""A"", ""A""]",18,0.06089310297586945,0.2351490697153104,56.761515378952026
12,index_11,64,4,0,0.75,D,D,1,174,64010,64184,"[""D"", ""D"", ""D"", ""D""]",31,0.06990345525221386,0.1781364417544646,92.69488573074341
13,index_12,64,1,0,0.75,A,A,1,340,39918,40258,"[""A""]",16,0.0351126610468412,0.234327131435403,116.74858736991882
14,index_13,64,2,0,0.75,D,A,0,148,42782,42930,"[""A"", ""A""]",21,0.0327228984949379,0.1793319883434208,96.34084630012512
15,index_14,64,2,0,0.75,C,C,1,302,40992,41294,"[""C"", ""C""]",23,0.046431219147272856,0.2215497272659343,76.17723560333252
16,index_15,64,1,0,0.75,B,B,1,221,41141,41362,"[""B""]",21,0.03397416697270747,0.1685720690428155,166.03238821029663
17,index_16,64,6,0,0.75,C,C,1,158,43939,44097,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",16,0.04803916684858701,0.1807516999178061,55.311450242996216
18,index_17,64,1,0,0.75,B,A,0,245,54836,55081,"[""A""]",27,0.044059771873099236,0.2178883658372562,127.83154010772705
19,index_18,64,1,0,0.75,A,B,0,543,49141,49684,"[""B""]",22,0.04557095511578763,0.2882761712620488,162.44414854049683
20,index_19,64,13,0,0.75,A,A,1,198,57449,57647,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",15,0.10492797552800026,0.2318613165956811,37.26947808265686
21,index_20,64,1,0,0.75,B,B,1,277,45562,45839,"[""B""]",19,0.037047723279758936,0.2104161996562803,120.28830170631409
22,index_21,64,7,0,0.75,D,C,0,137,42167,42304,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",13,0.06826039434202996,0.1876260928043039,32.69573640823364
23,index_22,64,1,0,0.75,C,B,0,275,41642,41917,"[""B""]",19,0.03540504038395352,0.2264813569453785,116.30499744415283
24,index_23,64,1,0,0.75,B,D,0,225,46803,47028,"[""D""]",29,0.036051377796227364,0.2071284465366509,168.93703079223633
25,index_24,64,1,0,0.75,B,C,0,363,49631,49994,"[""C""]",26,0.041669750355886104,0.2378390495404617,184.31640076637268
26,index_25,64,1,0,0.75,D,A,0,372,43823,44195,"[""A""]",18,0.037648620933009164,0.2308152133303445,160.40167331695557
27,index_26,64,1,0,0.75,A,B,0,164,49456,49620,"[""B""]",22,0.03547973138522447,0.1912874542329821,137.2305634021759
28,index_27,64,1,0,0.75,A,A,1,327,53948,54275,"[""A""]",30,0.0438234552042571,0.2722110139729508,163.67767643928528
29,index_28,64,1,0,0.75,A,A,1,403,50389,50792,"[""A""]",21,0.06796930784599188,0.3002316371516103,64.9541404247284
30,index_29,64,1,0,0.75,A,C,0,101,38554,38655,"[""C""]",17,0.02738862320123042,0.1387581259807218,99.22780585289001
31,index_30,64,1,0,0.75,C,A,0,135,44782,44917,"[""A""]",16,0.0330062151501325,0.1960696405888067,106.2804708480835
32,index_31,64,1,0,0.75,C,C,1,156,54726,54882,"[""C""]",54,0.05123790168073322,0.1694687289845325,269.70461201667786
33,index_32,64,1,0,0.75,C,A,0,322,36551,36873,"[""A""]",12,0.03380030080959905,0.2237913771202271,89.24195790290833
34,index_33,64,1,0,0.75,A,C,0,472,48499,48971,"[""C""]",19,0.0434267102080981,0.2824478816408877,226.88254809379578
35,index_34,64,2,0,0.75,C,D,0,8955,47471,56426,"[""C"", ""D""]",24,0.04484876466932269,0.2195322423970709,96.17068910598755
36,index_35,64,2,0,0.75,B,B,1,154,43319,43473,"[""B"", ""B""]",18,0.03382091238161443,0.1709631622207278,183.77190589904785
37,index_36,64,1,0,0.75,D,A,0,162,39586,39748,"[""A""]",14,0.031137135013172508,0.1831427930957184,127.33617043495178
38,index_37,64,1,0,0.75,C,C,1,303,40394,40697,"[""C""]",16,0.03396163549542296,0.2062317865949339,109.25172352790833
39,index_38,64,6,0,0.75,B,B,1,243,38713,38956,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",15,0.06379521598032455,0.1950235373234701,40.85527062416077
40,index_39,64,9,0,0.75,A,B,0,173,46500,46673,"[""A"", ""B"", ""B"", ""B"", ""B"", ""A"", ""A"", ""B"", ""A""]",27,0.03575388888446506,0.1976387954868116,80.93408393859863
41,index_40,64,2,0,0.75,A,A,1,147,31368,31515,"[""A"", ""A""]",16,0.0346970934378497,0.1434655906747366,48.03893423080444
42,index_41,64,3,0,0.75,D,D,1,234,51268,51502,"[""D"", ""D"", ""D""]",27,0.05090747848617636,0.1968168572069042,79.02131938934326
43,index_42,64,1,0,0.75,A,B,0,270,39764,40034,"[""B""]",21,0.04277236224775168,0.202794590151685,67.2306981086731
44,index_43,64,2,0,0.75,A,A,1,4824,42908,47732,"[""B"", ""A""]",15,0.05167766510753242,0.2176642008518269,56.58529758453369
45,index_44,64,1,0,0.75,D,D,1,180,40191,40371,"[""D""]",17,0.029479587207395856,0.1799297616378988,124.85796928405762
46,index_45,64,1,0,0.75,C,D,0,98,35440,35538,"[""D""]",12,0.02657096201087889,0.1489949936486587,120.06537103652954
47,index_46,64,1,0,0.75,D,D,1,217,51602,51819,"[""D""]",22,0.03773044584673218,0.2214750056041246,129.8278226852417
48,index_47,64,1,0,0.75,A,D,0,154,42059,42213,"[""D""]",19,0.034144238018259984,0.208025106478368,176.0469627380371
49,index_48,64,1,0,0.75,B,D,0,427,42887,43314,"[""D""]",24,0.04023234628282813,0.2456848240304864,188.37226128578186
50,index_49,64,6,0,0.75,D,D,1,201,44945,45146,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",16,0.08229493692870117,0.1991332287230067,34.525458335876465
51,index_50,64,1,0,0.75,D,C,0,168,39872,40040,"[""C""]",15,0.031320521840727596,0.1647612642905178,166.42361783981323
52,index_51,64,1,0,0.75,C,C,1,252,58185,58437,"[""C""]",30,0.04553721448608713,0.2212508406186953,184.29754257202148
53,index_52,64,1,0,0.75,D,D,1,231,48482,48713,"[""D""]",13,0.037883219948623724,0.201524321900919,210.90510964393616
54,index_53,64,1,0,0.75,A,B,0,185,54684,54869,"[""B""]",30,0.04067123101311312,0.2172158708809684,145.753160238266
55,index_54,64,1,0,0.75,B,D,0,203,48959,49162,"[""D""]",12,0.03924005715868367,0.196891578868714,245.37525629997253
56,index_55,64,1,0,0.75,A,A,1,259,55751,56010,"[""A""]",31,0.04372910675652497,0.2038406934170216,209.08696031570435
57,index_56,64,1,0,0.75,D,C,0,191,58866,59057,"[""C""]",31,0.0507681987275968,0.1882985877605918,334.6336464881897
58,index_57,64,4,0,0.75,A,D,0,87,44634,44721,"[""D"", ""D"", ""D"", ""D""]",20,0.03919445707891627,0.1676006874392887,55.43464708328247
59,index_58,64,2,0,0.75,A,A,1,136,54034,54170,"[""A"", ""A""]",23,0.05538883337061044,0.2068295598894119,65.4862174987793
60,index_59,64,2,0,0.75,C,C,1,204,38531,38735,"[""C"", ""C""]",19,0.03490711790715326,0.1983860121049092,85.38315987586975
61,index_60,64,1,0,0.75,C,C,1,226,38698,38924,"[""C""]",26,0.03841395435208478,0.203691250093402,81.64572262763977
62,index_61,64,1,0,0.75,C,B,0,252,52964,53216,"[""B""]",23,0.0396989202515847,0.2141522827467683,159.50529289245605
63,index_62,64,1,0,0.75,D,D,1,247,37537,37784,"[""D""]",28,0.03215797866848703,0.1593813046402151,133.27452421188354
64,index_63,64,1,0,0.75,C,C,1,241,59895,60136,"[""C""]",25,0.04444087634792963,0.2335799148173055,229.19958901405334
65,index_64,64,1,0,0.75,A,A,1,292,44902,45194,"[""A""]",18,0.03892213345516193,0.2443398341179108,110.04970598220825
