iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,10,9,0,0.95,C,C,1,148,33552,33700,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",22,0.07137071428779501,0.1230665770006724,76.86387586593628
5,index_4,10,8,0,0.95,C,C,1,385,44166,44551,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",29,0.07707864071221646,0.1658820892176642,134.25468587875366
9,index_8,10,10,0,0.95,A,C,0,262,42279,42541,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""A"", ""C""]",31,0.09335562358650135,0.156018829858776,97.15046334266663
15,index_14,10,7,0,0.95,C,C,1,302,27018,27320,"[""C"", ""D"", ""C"", ""C"", ""D"", ""C"", ""C""]",22,0.06387920237377352,0.1028170066502278,63.954594373703
17,index_16,10,7,0,0.95,C,C,1,158,18857,19015,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",18,0.02930600124081688,0.0597773294478068,64.97511076927185
32,index_31,10,4,0,0.95,C,C,1,156,65488,65644,"[""C"", ""C"", ""C"", ""C""]",95,0.11430800924265733,0.1685720690428155,285.74451899528503
34,index_33,10,4,0,0.95,A,C,0,472,52753,53225,"[""C"", ""C"", ""D"", ""C""]",68,0.1014887930335038,0.1856833295972502,223.4730088710785
35,index_34,10,5,0,0.95,C,C,1,318,31281,31599,"[""C"", ""C"", ""C"", ""C"", ""C""]",33,0.05914275313815909,0.0878726742882761,103.47248482704163
39,index_38,10,8,0,0.95,B,B,1,243,18082,18325,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",12,0.03456389797080845,0.0729283419263244,53.7506902217865
41,index_40,10,7,0,0.95,A,A,1,147,25717,25864,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",27,0.0455222466415694,0.0829410446088321,75.58325552940369
44,index_43,10,9,0,0.95,A,A,1,313,18007,18320,"[""A"", ""A"", ""A"", ""B"", ""A"", ""B"", ""A"", ""A"", ""A""]",18,0.03485618598809319,0.0665770006724949,56.48736596107483
52,index_51,10,7,0,0.95,C,C,1,252,66448,66700,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",62,0.09843847064097797,0.1876260928043039,292.0021216869354
58,index_57,10,9,0,0.95,A,D,0,87,17819,17906,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""A"", ""D"", ""D""]",16,0.022753623469510514,0.0524546065904505,82.45379853248596
62,index_61,10,5,0,0.95,C,C,1,252,82413,82665,"[""D"", ""D"", ""C"", ""C"", ""C""]",69,0.15675958601017154,0.3210042591347232,272.5720772743225
63,index_62,10,5,0,0.95,D,D,1,247,74242,74489,"[""A"", ""D"", ""D"", ""A"", ""D""]",89,0.12307385878634185,0.2229694388403198,305.7706265449524
66,index_65,10,10,0,0.95,C,C,1,124,19870,19994,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""A""]",21,0.03343542011115674,0.0558918030336994,63.52258014678955
73,index_72,10,10,0,0.95,C,C,1,187,19371,19558,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",13,0.037289260768941776,0.0754688784278562,52.17986011505127
83,index_82,10,7,0,0.95,A,A,1,193,51213,51406,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",43,0.07529557224552372,0.1631921093925129,219.52905344963074
84,index_83,10,10,0,0.95,D,D,1,128,11411,11539,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",9,0.022121107892266987,0.0423671822461331,30.773249626159668
