iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,16,1,0,0.4,C,C,1,153,14214,14367,"[""C""]",12,0.01389456999137631,0.0331376082785884,117.79785442352295
2,index_1,16,1,0,0.4,D,D,1,160,23457,23617,"[""D""]",8,0.03252148896731665,0.0633102726585663,423.4028158187866
3,index_2,16,1,0,0.4,C,C,1,184,15561,15745,"[""C""]",17,0.016914192739180677,0.0427300738329167,56.13904118537903
4,index_3,16,1,0,0.4,B,D,0,158,12708,12866,"[""D""]",13,0.012308038924890793,0.0353467821638276,61.33503460884094
5,index_4,16,1,0,0.4,C,C,1,390,15876,16266,"[""C""]",19,0.017705443645501546,0.0526713563164932,84.92709827423096
6,index_5,16,1,0,0.4,C,C,1,204,19257,19461,"[""C""]",16,0.021291935610409516,0.0379047729783151,222.23000574111938
7,index_6,16,1,0,0.4,C,C,1,196,10711,10907,"[""C""]",7,0.010786941551685723,0.0381373175978141,76.062824010849
8,index_7,16,1,0,0.4,D,D,1,476,17776,18252,"[""D""]",17,0.02174117547042623,0.0643567234463112,79.07678723335266
9,index_8,16,1,0,0.4,A,B,0,267,14113,14380,"[""B""]",10,0.016168124226149848,0.0334864252078367,143.31235694885254
10,index_9,16,1,0,0.4,C,C,1,153,13311,13464,"[""C""]",11,0.013433020748491868,0.0269751758618684,113.73903441429138
11,index_10,16,1,0,0.4,A,A,1,404,12748,13152,"[""A""]",12,0.01490181308973437,0.0431370269170396,76.64028024673462
12,index_11,16,1,0,0.4,D,D,1,179,25369,25548,"[""D""]",28,0.022357645907928828,0.0546479855822336,124.93672943115234
13,index_12,16,1,0,0.4,A,B,0,345,17606,17951,"[""B""]",8,0.022206609767396506,0.0436021161560374,237.58949279785156
14,index_13,16,1,0,0.4,D,A,0,153,9236,9389,"[""A""]",8,0.009166159868784609,0.0269751758618684,58.61692523956299
15,index_14,16,1,0,0.4,C,C,1,307,13030,13337,"[""C""]",17,0.014120580216705186,0.0355211906284518,83.74352860450745
16,index_15,16,1,0,0.4,B,A,0,226,19702,19928,"[""A""]",8,0.025968364152484706,0.0494157316435091,312.23103284835815
17,index_16,16,2,0,0.4,C,C,1,163,11080,11243,"[""C"", ""C""]",12,0.015267379101669382,0.0347072844602057,32.41065502166748
18,index_17,16,1,0,0.4,B,A,0,250,15757,16007,"[""A""]",16,0.016453820026357795,0.0476135108423928,69.23252868652344
19,index_18,16,1,0,0.4,A,B,0,548,18441,18989,"[""B""]",9,0.022597583210661215,0.0565083425382245,211.75186276435852
20,index_19,16,9,0,0.4,A,A,1,203,14983,15186,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",13,0.02745974155044597,0.0506365908958781,28.88642907142639
21,index_20,16,1,0,0.4,B,B,1,282,14372,14654,"[""B""]",7,0.016273393399676796,0.0432532992267891,143.1608865261078
22,index_21,16,1,0,0.4,D,D,1,142,10639,10781,"[""D""]",7,0.010526498736660051,0.0353467821638276,51.16267395019531
23,index_22,16,1,0,0.4,C,D,0,280,19027,19307,"[""D""]",7,0.022977552574004145,0.0427882099877914,254.00281929969788
24,index_23,16,1,0,0.4,B,A,0,230,20976,21206,"[""A""]",18,0.021864545970184234,0.0399976745538049,216.35877132415771
25,index_24,16,1,0,0.4,B,B,1,368,19324,19692,"[""B""]",9,0.023771766779443388,0.0483692808557641,256.4342064857483
26,index_25,16,1,0,0.4,D,A,0,377,40980,41357,"[""A""]",9,0.06156872847536359,0.1204581129004127,880.470885515213
27,index_26,16,1,0,0.4,A,A,1,169,12262,12431,"[""A""]",11,0.013836243594843043,0.0398814022440555,43.36487102508545
28,index_27,16,1,0,0.4,A,A,1,332,16460,16792,"[""A""]",9,0.018420500228963983,0.0450555200279053,161.91714119911194
29,index_28,16,1,0,0.4,A,A,1,408,14711,15119,"[""A""]",9,0.016636524071879405,0.0492994593337596,126.91383957862854
30,index_29,16,1,0,0.4,A,C,0,106,15399,15505,"[""C""]",12,0.015808359054768815,0.0280216266496133,149.53795790672302
31,index_30,16,1,0,0.4,C,A,0,140,15213,15353,"[""A""]",8,0.017554599472489097,0.0323818382652171,178.72698163986206
32,index_31,16,1,0,0.4,C,C,1,161,22200,22361,"[""C""]",15,0.026789174783687843,0.0506365908958781,323.0197229385376
33,index_32,16,1,0,0.4,C,A,0,327,12175,12502,"[""A""]",7,0.013373822672703714,0.0455787454217777,91.63855624198914
34,index_33,16,1,0,0.4,A,C,0,477,20580,21057,"[""C""]",11,0.023943723894249844,0.0584268356490901,234.01438069343567
35,index_34,16,2,0,0.4,C,C,1,323,14105,14428,"[""C"", ""C""]",17,0.01671584168955974,0.0446485669437823,69.77309894561768
36,index_35,16,1,0,0.4,B,B,1,159,15537,15696,"[""B""]",13,0.014308090376400589,0.0370327306551944,110.71355485916138
37,index_36,16,1,0,0.4,D,C,0,167,17433,17600,"[""C""]",8,0.022207288531365058,0.0421487122841695,254.48514199256897
38,index_37,16,1,0,0.4,C,C,1,308,16489,16797,"[""C""]",13,0.016834443157767335,0.0437183884657869,128.06451058387756
39,index_38,16,3,0,0.4,B,B,1,248,14420,14668,"[""B"", ""B"", ""B""]",14,0.02478269817274488,0.0399976745538049,35.59110736846924
40,index_39,16,1,0,0.4,A,A,1,178,10135,10313,"[""A""]",10,0.014493507455851783,0.0347072844602057,29.432318449020386
41,index_40,16,1,0,0.4,A,A,1,152,8428,8580,"[""A""]",8,0.008792232197885486,0.0272077204813673,42.97549653053284
42,index_41,16,1,0,0.4,D,D,1,239,17385,17624,"[""D""]",12,0.017820309961010604,0.0383698622173129,153.93431425094604
43,index_42,16,1,0,0.4,A,D,0,275,11752,12027,"[""D""]",10,0.012975877318994382,0.0334864252078367,101.15817928314209
44,index_43,16,5,0,0.4,A,A,1,318,10988,11306,"[""A"", ""A"", ""A"", ""A"", ""A""]",11,0.026830636984169817,0.0410441253415498,22.68681502342224
45,index_44,16,1,0,0.4,D,D,1,185,17388,17573,"[""D""]",11,0.016877886642482853,0.0406953084123016,144.29627132415771
46,index_45,16,1,0,0.4,C,A,0,103,13753,13856,"[""A""]",6,0.01588008757945366,0.0295913028312307,157.4178900718689
47,index_46,16,1,0,0.4,D,D,1,222,14574,14796,"[""D""]",15,0.014164320702838707,0.0366257775710714,100.18288326263428
48,index_47,16,1,0,0.4,A,D,0,159,18969,19128,"[""D""]",8,0.025006509476847866,0.0480204639265159,302.26922845840454
49,index_48,16,1,0,0.4,B,C,0,432,21362,21794,"[""C""]",7,0.028989404537983973,0.0537759432591128,344.90889048576355
50,index_49,16,1,0,0.4,D,D,1,206,10101,10307,"[""D""]",9,0.011239983357928671,0.0390674960758095,45.91962814331055
51,index_50,16,1,0,0.4,D,C,0,173,27799,27972,"[""C""]",9,0.03658852536516486,0.0709842451020289,487.56775522232056
52,index_51,16,1,0,0.4,C,C,1,257,16812,17069,"[""C""]",15,0.016315224500795058,0.0404627637928027,118.42478632926941
53,index_52,16,1,0,0.4,D,A,0,236,25792,26028,"[""A""]",11,0.032627009179923734,0.0620894134061973,415.9490075111389
54,index_53,16,1,0,0.4,A,A,1,190,21438,21628,"[""A""]",11,0.023666653152255284,0.0431951630719144,264.8868360519409
55,index_54,16,1,0,0.4,B,D,0,208,16763,16971,"[""D""]",11,0.018149537267798426,0.0366257775710714,172.664941072464
56,index_55,16,1,0,0.4,A,A,1,264,22207,22471,"[""A""]",24,0.021421954219601143,0.0517993139933724,113.19328165054321
57,index_56,16,1,0,0.4,D,C,0,196,26019,26215,"[""C""]",16,0.034162729375900196,0.0657519911633044,443.0035398006439
58,index_57,16,1,0,0.4,A,A,1,92,12408,12500,"[""A""]",12,0.016740512402495578,0.0399976745538049,29.29812479019165
59,index_58,16,1,0,0.4,A,A,1,141,17043,17184,"[""A""]",17,0.016370430243944904,0.0418580315097959,68.57482576370239
60,index_59,16,1,0,0.4,C,C,1,209,14813,15022,"[""C""]",15,0.01578399532147386,0.0366257775710714,136.7110948562622
61,index_60,16,1,0,0.4,C,C,1,231,17669,17900,"[""C""]",6,0.02352086491896352,0.0445322946340328,273.5749258995056
62,index_61,16,1,0,0.4,C,B,0,257,23620,23877,"[""B""]",9,0.03083541581441519,0.0587175164234637,385.92502212524414
63,index_62,16,1,0,0.4,D,D,1,252,21708,21960,"[""D""]",14,0.026068011381062954,0.04819487239114,301.83524775505066
64,index_63,16,1,0,0.4,C,A,0,246,26204,26450,"[""A""]",9,0.03344272895495059,0.0637172257426893,427.0307023525238
65,index_64,16,1,0,0.4,A,A,1,297,17640,17937,"[""A""]",10,0.022292268461655697,0.0408697168769257,242.4053237438202
66,index_65,16,6,0,0.4,C,C,1,129,15653,15782,"[""C"", ""A"", ""C"", ""C"", ""C"", ""C""]",14,0.013384136375869058,0.0418580315097959,89.4773497581482
67,index_66,16,1,0,0.4,D,D,1,247,13899,14146,"[""D""]",15,0.01429281941519187,0.0439509330852857,73.04807615280151
68,index_67,16,1,0,0.4,B,B,1,165,18695,18860,"[""B""]",15,0.018024476774069306,0.0390674960758095,160.22214770317078
69,index_68,16,1,0,0.4,A,A,1,207,24745,24952,"[""A""]",13,0.027453614380391782,0.0504040462763792,320.31317043304443
70,index_69,16,1,0,0.4,D,D,1,170,17468,17638,"[""D""]",8,0.020018069275643063,0.0366257775710714,211.29468178749084
71,index_70,16,1,0,0.4,C,C,1,176,11652,11828,"[""C""]",12,0.012079752025444148,0.0317423405615953,52.13527154922485
72,index_71,16,1,0,0.4,B,B,1,204,16296,16500,"[""B""]",9,0.016687111097080685,0.0390674960758095,145.86295223236084
73,index_72,16,2,0,0.4,C,C,1,192,9773,9965,"[""C"", ""C""]",14,0.012971043147300161,0.0288355328178594,38.97008490562439
74,index_73,16,1,0,0.4,A,A,1,174,12044,12218,"[""A""]",10,0.011569899760861757,0.0317423405615953,83.22253012657166
75,index_74,16,1,0,0.4,B,B,1,644,14311,14955,"[""B""]",13,0.018459291133070644,0.0613917795477007,94.36785650253296
76,index_75,16,1,0,0.4,D,D,1,226,14265,14491,"[""D""]",12,0.014986127854442971,0.0474391023777687,61.105122327804565
77,index_76,16,1,0,0.4,A,C,0,576,17341,17917,"[""C""]",10,0.0229199956959345,0.0549386663566071,227.25313711166382
78,index_77,16,1,0,0.4,C,C,1,520,11872,12392,"[""C""]",10,0.015334952337161463,0.0558107086797279,78.58951425552368
79,index_78,16,1,0,0.4,A,A,1,392,17105,17497,"[""A""]",14,0.01992819384834139,0.0423231207487936,180.44067549705505
80,index_79,16,1,0,0.4,A,A,1,124,27183,27307,"[""A""]",9,0.035627595848875024,0.0694145689204116,471.83466386795044
81,index_80,16,1,0,0.4,D,D,1,253,20967,21220,"[""D""]",8,0.027353523980740185,0.0517993139933724,329.7972981929779
82,index_81,16,1,0,0.4,A,A,1,809,13902,14711,"[""A""]",9,0.019445093496891788,0.0706935643276553,130.53287386894226
83,index_82,16,1,0,0.4,A,A,1,198,19840,20038,"[""A""]",14,0.01783975414770754,0.0462182431253996,133.89752411842346
84,index_83,16,11,0,0.4,D,D,1,133,12666,12799,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",14,0.019876823682806924,0.0418580315097959,26.48267674446106
85,index_84,16,1,0,0.4,C,C,1,293,13440,13733,"[""C""]",12,0.014474015432521681,0.0382535899075635,109.7350287437439
86,index_85,16,1,0,0.4,A,C,0,340,15200,15540,"[""C""]",8,0.01847385279396013,0.0407534445671763,172.62821984291077
87,index_86,16,1,0,0.4,C,C,1,314,8960,9274,"[""C""]",8,0.010722907637231176,0.0353467821638276,60.73025631904602
88,index_87,16,7,0,0.4,A,A,1,173,12871,13044,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",11,0.02293434339279822,0.0437183884657869,26.50251841545105
89,index_88,16,1,0,0.4,B,B,1,262,16860,17122,"[""B""]",8,0.021316246825890364,0.0393000406953084,233.77433490753174
90,index_89,16,1,0,0.4,B,C,0,209,19621,19830,"[""C""]",6,0.02768255791635908,0.0534271263298645,344.1539442539215
91,index_90,16,1,0,0.4,B,C,0,240,19400,19640,"[""C""]",10,0.022504094318084103,0.0409859891866751,246.56198406219482
92,index_91,16,1,0,0.4,C,C,1,209,21831,22040,"[""C""]",8,0.02901999658012209,0.0556944363699785,363.4392960071564
93,index_92,16,1,0,0.4,B,B,1,402,14376,14778,"[""B""]",13,0.016253246564955814,0.0483692808557641,81.4770016670227
94,index_93,16,1,0,0.4,D,C,0,203,14568,14771,"[""C""]",9,0.014121443250468704,0.0381373175978141,111.23797488212585
95,index_94,16,1,0,0.4,C,B,0,262,15902,16164,"[""B""]",11,0.016916287850367823,0.0418580315097959,146.72130417823792
96,index_95,16,1,0,0.4,A,A,1,157,19600,19757,"[""A""]",16,0.018281455970885013,0.0390674960758095,158.19569182395935
