iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,4,4,103,103,1,84,19105,17098,1999,19189,"[""103"", ""103"", ""103"", ""103""]",0.0279088692112803,0.0599965118307075,126.3156065940857
2,index_1,4,4,3375,3375,1,153,9719,7866,1845,9872,"[""3375"", ""3375"", ""3375"", ""3375""]",0.0189669828570871,0.0351142375443288,50.95909476280213
3,index_2,4,4,\frac{1}{576},\dfrac{1}{576},1,172,115806,81191,1840,115978,"[""2^{\\frac{7}{2}} \\cdot 3^{\\frac{7}{2}}"", ""\\dfrac{1}{576}"", ""\\dfrac{1}{576}""]",0.1918402045260052,0.3376547875123539,904.4769895076752
4,index_3,4,4,-984,-984,1,123,64817,61433,3376,64940,"[""-984"", ""-984"", ""-984"", ""-984""]",0.0987387674311279,0.1771990000581361,520.4561324119568
5,index_4,4,4,890,890,1,143,30352,28235,2109,30495,"[""890"", ""890"", ""890"", ""890""]",0.0507899835402724,0.0958083832335329,181.59282088279724
6,index_5,4,4,\frac{1311}{2017},\dfrac{1311}{2017},1,113,42734,39882,2844,42847,"[""\\dfrac{1311}{2017}"", ""\\dfrac{1311}{2017}"", ""\\dfrac{1311}{2017}"", ""\\dfrac{1311}{2017}""]",0.0692541267768708,0.1360386024068368,290.51513171195984
7,index_6,4,4,\frac{9 \sqrt{23}}{23},\dfrac{15}{8},0,143,107440,40921,979,107583,"[""\\dfrac{15}{8}"", ""\\dfrac{15}{8}""]",0.1698706724164563,0.2809139003546306,897.6837160587311
8,index_7,4,4,1-\frac{2}{\pi},1 - \dfrac{2}{\pi},1,156,88316,86764,1544,88472,"[""1 - \\dfrac{2}{\\pi}"", ""1 - \\dfrac{2}{\\pi}"", ""\\dfrac{1487}{4096}"", ""0.363865854""]",0.1324782544486026,0.2088250683099819,782.1395761966705
9,index_8,4,4,1037,1037,1,243,41933,39183,2742,42176,"[""1037"", ""1037"", ""1037"", ""1037""]",0.0725015326526303,0.1219115167722806,277.59393858909607
10,index_9,4,4,"\frac{-1+\sqrt{17}}{2}, \frac{-1-\sqrt{17}}{2}","\frac{-1 + \sqrt{17}}{2}, \frac{-1 - \sqrt{17}}{2}",1,146,104875,70465,1636,105021,"[""0, 6"", ""-6, 0"", ""\\frac{-1 + \\sqrt{17}}{2}, \\frac{-1 - \\sqrt{17}}{2}""]",0.158493454051518,0.2988198360560432,895.0371632575989
11,index_10,4,4,56,56,1,116,57336,55177,2151,57452,"[""56"", ""56"", ""56"", ""56""]",0.0968551885991841,0.1695250276146735,393.3701224327088
12,index_11,4,4,29,29,1,147,84206,82401,1796,84353,"[""29"", ""24"", ""29"", ""27""]",0.126754473971978,0.2641706877507122,704.1176669597626
13,index_12,4,4,105,2,0,154,70216,68088,2120,70370,"[""2"", ""266"", ""2"", ""266""]",0.1034976082352215,0.2178943084704377,595.0292479991913
14,index_13,4,4,2304,20,0,188,71845,70512,1325,72033,"[""20"", ""20"", ""70"", ""70""]",0.1108110148028357,0.2332422533573629,577.0867488384247
15,index_14,4,4,200,120,0,149,22108,20564,1536,22257,"[""202"", ""202"", ""120"", ""120""]",0.0314275685721039,0.062554502645195,160.11364579200745
16,index_15,4,4,6300,6300,1,119,60124,58259,1857,60243,"[""6300"", ""6300"", ""6525"", ""14525""]",0.089013716081199,0.1632463228882041,508.9814722537994
17,index_16,4,4,2^{25} \cdot 26!,26!,0,147,51290,49645,1637,51437,"[""26!"", ""26!"", ""26!"", ""2 \\times 26!""]",0.0693124380800374,0.1272019068658798,493.63137555122375
