iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,1,1,C,C,1,153,5701,5396,303,5854,"[""C""]",0.011312764881066768,0.0219602680708472,111.3065288066864
2,index_1,1,1,D,C,0,160,15206,14783,421,15366,"[""C""]",0.029112610897018575,0.0575634274772618,309.64639949798584
3,index_2,1,1,C,C,1,184,2382,1765,615,2566,"[""C""]",0.005222061205438907,0.0096936333173767,46.11646008491516
4,index_3,1,1,B,D,0,158,6355,6198,155,6513,"[""D""]",0.012554401430249383,0.0244135950215413,124.89817500114441
5,index_4,1,1,C,C,1,390,4141,3555,584,4531,"[""C""]",0.009281519115904257,0.017053614169459,80.73818039894104
6,index_5,1,1,C,C,1,204,2964,2696,266,3168,"[""C""]",0.0063852089601275615,0.0119076112972714,57.39765501022339
7,index_6,1,1,C,C,1,196,2796,2293,501,2992,"[""C""]",0.006041144062408335,0.011249401627573,54.126917600631714
8,index_7,1,1,D,D,1,476,3212,3051,159,3688,"[""D""]",0.007865608346418142,0.0138822403063666,62.607343435287476
9,index_8,1,1,A,D,0,267,5081,4699,380,5348,"[""D""]",0.010579558900852208,0.0201053135471517,99.54763770103455
10,index_9,1,1,C,C,1,153,4814,4565,247,4967,"[""C""]",0.009654114639954975,0.0186692197223552,94.33949112892151
11,index_10,1,1,A,A,1,404,1214,959,253,1618,"[""A""]",0.003858788047129042,0.0061033987553853,23.788048028945923
12,index_11,1,1,D,D,1,179,5670,5023,645,5849,"[""D""]",0.011352014426948035,0.0219602680708472,111.28973937034607
13,index_12,1,1,A,D,0,345,10397,9901,494,10742,"[""D""]",0.020811885612277085,0.0402704643370033,208.45965719223022
14,index_13,1,1,D,D,1,153,3778,3489,287,3931,"[""D""]",0.007716819195952084,0.0147797989468645,73.72707152366638
15,index_14,1,1,C,C,1,307,2890,2438,450,3197,"[""C""]",0.0066317920341416635,0.012027285782671,56.21364951133728
16,index_15,1,1,B,D,0,226,13464,12915,547,13690,"[""D""]",0.02610200514533624,0.0512805169937768,278.9928741455078
17,index_16,1,1,C,C,1,163,1709,1296,411,1872,"[""C""]",0.0038849417304230253,0.007060794638583,33.841585636138916
18,index_17,1,1,B,A,0,250,3245,2657,586,3495,"[""A""]",0.007082639103339423,0.0131641933939684,64.24431228637695
19,index_18,1,1,A,B,0,548,9387,9030,355,9935,"[""B""]",0.01968227163487274,0.0372187649593106,190.8614468574524
20,index_19,1,1,A,A,1,203,972,754,216,1175,"[""A""]",0.0026555313227363325,0.0044877932024892,19.02000141143799
21,index_20,1,1,B,B,1,282,5576,5265,306,5858,"[""B""]",0.011561269860235089,0.0219602680708472,111.77009558677673
22,index_21,1,1,D,D,1,142,1098,929,167,1240,"[""D""]",0.0026636556754889174,0.0047271421732886,21.524751901626587
23,index_22,1,1,C,D,0,280,12360,12079,279,12640,"[""D""]",0.024239514681380407,0.0473312589755864,254.56507110595703
24,index_23,1,1,B,A,0,230,12966,12582,382,13196,"[""A""]",0.025185734026091075,0.0494255624700813,269.292932510376
25,index_24,1,1,B,B,1,368,8924,8300,622,9292,"[""B""]",0.018143469929857964,0.0348252752513164,180.66784977912903
26,index_25,1,1,D,D,1,377,10179,9919,258,10556,"[""D""]",0.020523892105810067,0.039552417424605,206.17844104766846
27,index_26,1,1,A,A,1,169,2654,2477,175,2823,"[""A""]",0.005674689139326294,0.0106510292005744,52.04478216171265
28,index_27,1,1,A,A,1,332,11230,11012,216,11562,"[""A""]",0.0223209378370806,0.0433221637146959,228.49847960472107
29,index_28,1,1,A,D,0,408,9507,9253,251,9915,"[""D""]",0.01938320112583629,0.0371589277166107,192.2751007080078
30,index_29,1,1,A,C,0,106,7603,7454,147,7709,"[""C""]",0.014693670774672221,0.0289013882240306,152.14215731620789
31,index_30,1,1,C,A,0,140,9802,9403,397,9942,"[""A""]",0.018932764840258746,0.0372786022020105,195.45564436912537
32,index_31,1,1,C,D,0,161,15530,15162,366,15691,"[""D""]",0.029722207556042456,0.0587601723312589,316.44842863082886
33,index_32,1,1,C,B,0,327,4749,4507,240,5076,"[""B""]",0.010183013781461745,0.0190880804212542,93.04935455322266
34,index_33,1,1,A,C,0,477,12172,11732,438,12649,"[""C""]",0.02462460081141518,0.0473910962182863,246.01663827896118
35,index_34,1,1,C,C,1,323,1588,1301,285,1911,"[""C""]",0.00425627692299345,0.0072403063666826,30.5683753490448
36,index_35,1,1,B,C,0,159,9545,9201,342,9704,"[""C""]",0.018523243427782107,0.0363810435615127,190.35573935508728
37,index_36,1,1,D,B,0,167,11397,10790,605,11564,"[""B""]",0.022016251958911055,0.0433221637146959,229.18140769004822
38,index_37,1,1,C,C,1,308,4238,4100,136,4546,"[""C""]",0.00915639679463221,0.017053614169459,82.64855217933655
39,index_38,1,1,B,B,1,248,1466,975,489,1714,"[""B""]",0.00374780188888264,0.0064624222115844,28.418673992156982
40,index_39,1,1,A,A,1,178,3985,3827,156,4163,"[""A""]",0.008197356977280653,0.0156773575873623,77.54371786117554
41,index_40,1,1,A,A,1,152,1730,1504,224,1882,"[""A""]",0.003883129395842221,0.0071206318812828,33.27442908287048
42,index_41,1,1,D,D,1,239,3963,3710,251,4202,"[""D""]",0.00838424832588553,0.015797032072762,77.24916362762451
43,index_42,1,1,A,D,0,275,6146,5663,481,6421,"[""D""]",0.01260101075586844,0.0241144088080421,120.67149639129639
44,index_43,1,1,A,A,1,318,1212,960,250,1530,"[""A""]",0.003534047736405897,0.0058042125418861,23.424418449401855
45,index_44,1,1,D,D,1,185,4430,3943,485,4615,"[""D""]",0.00905566648830275,0.0173528003829583,86.41498565673828
46,index_45,1,1,C,A,0,103,9738,9426,310,9841,"[""A""]",0.01867473711058232,0.0368597415031115,194.18899965286255
47,index_46,1,1,D,D,1,222,7396,7008,386,7618,"[""D""]",0.014740290349683717,0.0285423647678314,145.84474110603333
48,index_47,1,1,A,B,0,159,13387,12859,526,13546,"[""B""]",0.025707488240292304,0.0507419818094782,271.36235785484314
49,index_48,1,1,B,D,0,432,7351,7199,150,7783,"[""D""]",0.015441313012718522,0.0292005744375298,148.99129390716553
50,index_49,1,1,D,D,1,206,2112,1949,161,2318,"[""D""]",0.004799326334027808,0.008736237434179,40.78701162338257
51,index_50,1,1,D,D,1,173,10525,10192,331,10698,"[""D""]",0.020408115235319147,0.0400909526089038,210.42594957351685
52,index_51,1,1,C,C,1,257,9778,9154,622,10035,"[""C""]",0.01932536118589419,0.0376376256582097,194.80903673171997
53,index_52,1,1,D,B,0,236,16004,15747,255,16240,"[""B""]",0.03088899038102766,0.0607946385830541,325.4438669681549
54,index_53,1,1,A,C,0,190,10577,10265,310,10767,"[""C""]",0.02056891358737355,0.0403303015797031,211.5976369380951
55,index_54,1,1,B,C,0,208,12292,12057,233,12500,"[""C""]",0.02384314307157252,0.0468525610339876,249.09215641021729
56,index_55,1,1,A,A,1,264,10552,10181,369,10816,"[""A""]",0.020798854009919654,0.0405098133078027,211.87179923057556
57,index_56,1,1,D,D,1,196,21630,20892,735,21826,"[""D""]",0.041259575535607315,0.081677836285304,447.1440291404724
58,index_57,1,1,A,D,0,92,1145,910,233,1237,"[""D""]",0.0025648560522707575,0.0047271421732886,21.98526954650879
59,index_58,1,1,A,A,1,141,3152,2642,508,3293,"[""A""]",0.006501345835046987,0.0123863092388702,61.18663239479065
60,index_59,1,1,C,C,1,209,10310,10025,283,10519,"[""C""]",0.02014069592216295,0.0394327429392054,206.80016088485718
61,index_60,1,1,C,C,1,231,9962,9549,411,10193,"[""C""]",0.019572201732335877,0.0381761608425084,198.19179677963257
62,index_61,1,1,C,C,1,257,9560,9225,333,9817,"[""C""]",0.018917724836452335,0.0367999042604116,190.8348639011383
63,index_62,1,1,D,D,1,252,9712,9029,681,9964,"[""D""]",0.01918324831224841,0.0373384394447103,193.80576372146606
64,index_63,1,1,C,A,0,246,13613,13109,502,13859,"[""A""]",0.026455396983492644,0.0519387266634753,276.5325605869293
65,index_64,1,1,A,A,1,297,12708,12306,400,13005,"[""A""]",0.02495382047022981,0.0487075155576831,258.01439595222473
66,index_65,1,1,C,C,1,129,948,753,193,1077,"[""C""]",0.0023345352064932964,0.00412876974629,18.230254650115967
67,index_66,1,1,D,D,1,247,3211,2971,237,3458,"[""D""]",0.007007812970389234,0.0129846816658688,62.78511142730713
68,index_67,1,1,B,B,1,165,4953,4538,413,5118,"[""B""]",0.009958902902393693,0.0192077549066539,97.14065670967102
69,index_68,1,1,A,A,1,207,13882,13140,740,14089,"[""A""]",0.02681258442856933,0.0527764480612733,283.24404430389404
70,index_69,1,1,D,C,0,170,9612,9480,130,9782,"[""C""]",0.018689648915171216,0.0366802297750119,191.49516987800598
71,index_70,1,1,C,C,1,176,3805,3503,300,3981,"[""C""]",0.007853300085249943,0.0149593106749641,73.97984004020691
72,index_71,1,1,B,B,1,204,6479,6267,210,6683,"[""B""]",0.01295826278448541,0.0250718046912398,127.23465728759766
73,index_72,1,1,C,C,1,192,1991,1528,461,2183,"[""C""]",0.00452074574026114,0.0082575394925802,38.5220627784729
74,index_73,1,1,A,A,1,174,5174,4885,287,5348,"[""A""]",0.010405806351650997,0.0201053135471517,101.47626900672913
75,index_74,1,1,B,B,1,644,3092,2935,155,3736,"[""B""]",0.008269069721047354,0.0140617520344662,60.22296977043152
76,index_75,1,1,D,D,1,226,2813,2498,313,3039,"[""D""]",0.006185074252617054,0.0114289133556725,54.544774770736694
77,index_76,1,1,A,C,0,576,9989,9721,266,10565,"[""C""]",0.02091268506419292,0.0396122546673048,200.4296474456787
78,index_77,1,1,C,C,1,520,3106,2505,599,3626,"[""C""]",0.007831803384719487,0.0136428913355672,60.63800621032715
79,index_78,1,1,A,B,0,392,12809,12511,296,13201,"[""B""]",0.02549790564979411,0.0494255624700813,259.61161971092224
80,index_79,1,1,A,A,1,124,22995,22180,813,23119,"[""A""]",0.04354276996244935,0.0865246529439923,475.57704520225525
81,index_80,1,1,D,D,1,253,7398,7139,257,7651,"[""D""]",0.014859935078492117,0.028721876495931,146.06015419960022
82,index_81,1,1,A,A,1,809,4020,3593,425,4829,"[""A""]",0.01062146028705919,0.0181306845380564,78.77659201622009
83,index_82,1,1,A,A,1,198,4854,4107,745,5052,"[""A""]",0.009897141566905014,0.0189684059358544,95.11339807510376
84,index_83,1,1,D,D,1,133,920,640,278,1053,"[""D""]",0.0022970094632501427,0.0040090952608903,17.747480392456055
85,index_84,1,1,C,C,1,293,4424,4094,328,4717,"[""C""]",0.009448172158170405,0.0177118238391574,86.54669499397278
86,index_85,1,1,A,D,0,340,7086,6845,239,7426,"[""D""]",0.014601781672265389,0.0278243178554332,140.19278860092163
87,index_86,1,1,C,C,1,314,4356,3959,395,4670,"[""C""]",0.00939950106424315,0.0175323121110578,85.08966398239136
88,index_87,1,1,A,A,1,173,1481,1249,230,1654,"[""A""]",0.0034958354571112634,0.0062829104834849,28.489091634750366
89,index_88,1,1,B,B,1,262,11527,11356,169,11789,"[""B""]",0.022614564027759784,0.044159885112494,231.9015600681305
90,index_89,1,1,B,C,0,209,12682,12414,266,12891,"[""C""]",0.02457616001970496,0.048288654858784,256.4554674625397
91,index_90,1,1,B,C,0,240,9350,8942,406,9590,"[""C""]",0.018461469115843166,0.0359621828626136,186.51866912841797
92,index_91,1,1,C,C,1,209,16369,15805,562,16578,"[""C""]",0.03147055159629821,0.0620512206797511,334.3251280784607
93,index_92,1,1,B,D,0,402,7405,7193,210,7807,"[""D""]",0.015430122963190627,0.0292604116802297,146.81603598594666
94,index_93,1,1,D,C,0,203,5101,4800,299,5304,"[""C""]",0.010377715381703857,0.0199258018190521,100.74943828582764
95,index_94,1,1,C,B,0,262,9090,8756,332,9352,"[""B""]",0.018057538428923946,0.0350646242221158,183.78829550743103
96,index_95,1,1,A,A,1,157,9809,9333,474,9966,"[""A""]",0.019009419760514353,0.0373384394447103,199.10565853118896
97,index_96,1,1,A,A,1,277,929,707,220,1206,"[""A""]",0.00285121244408752,0.0046074676878888,17.949169635772705
98,index_97,1,1,D,C,0,182,9014,8725,287,9196,"[""C""]",0.01761630328899731,0.0344662517951173,180.0113229751587
99,index_98,1,1,A,B,0,365,13435,13191,242,13800,"[""B""]",0.026567530897679017,0.0516993776926759,273.5018484592438
100,index_99,1,1,B,B,1,231,10661,10426,233,10892,"[""B""]",0.020879291613249727,0.040808999521302,213.3257269859314
101,index_100,1,1,A,A,1,227,5283,4986,295,5510,"[""A""]",0.010807779222045134,0.0207036859741502,103.37257957458496
102,index_101,1,1,D,D,1,444,8187,8010,175,8631,"[""D""]",0.01704946327133329,0.0323719483006222,162.98324918746948
103,index_102,1,1,C,A,0,350,11701,11380,319,12051,"[""A""]",0.023268976372644416,0.0451771182383915,236.7153844833374
