iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,64,64,0,0.98,fixed,33,33.0,1,189,210368,210557,"[""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""89"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""53"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""53"", ""33"", ""33"", ""33"", ""33"", ""33"", ""37"", ""33"", ""33"", ""33"", ""33""]",59,0.3209471288955367,0.7582754240454308,142.02095985412598
2,index_1,64,33,0,0.98,fixed,23,23.0,1,221,366010,366231,"[""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""29"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23""]",100,0.3572427556276232,1.0,473.8746688365936
3,index_2,64,64,0,0.98,fixed,116,116.0,1,167,166517,166684,"[""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116""]",72,0.3106282737514954,0.6277366808637824,95.39334678649902
4,index_3,64,22,0,0.98,fixed,809,809.0,1,140,210875,211015,"[""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809""]",66,0.2877572207085138,0.8379287155346336,153.08269119262695
5,index_4,64,1,0,0.98,fixed,197,15.0,0,136,203170,203306,"[""15""]",53,0.1355927463197924,0.8049764626765299,378.2259044647217
6,index_5,64,64,0,0.98,fixed,385,16.0,0,123,764082,764205,"[""72"", ""12"", ""12"", ""16"", ""24"", ""16"", ""8"", ""24"", ""36"", ""16"", ""16"", ""24"", ""12"", ""24"", ""24"", ""36"", ""24"", ""24"", ""12"", ""7"", ""16"", ""36"", ""8"", ""36"", ""8"", ""16"", ""16"", ""6"", ""16"", ""16"", ""24"", ""16"", ""24"", ""16"", ""32"", ""24"", ""12"", ""12"", ""32"", ""24"", ""24"", ""16"", ""32"", ""6"", ""16"", ""24"", ""16"", ""36"", ""36"", ""16"", ""16"", ""12"", ""16"", ""24"", ""24"", ""16"", ""72"", ""144"", ""12"", ""36"", ""12"", ""12"", ""12"", ""16""]",100,0.7827838838273073,1.0,974.9891805648804
7,index_6,64,1,0,0.98,fixed,371,153.0,0,118,197711,197829,"[""153""]",55,0.1269739063425581,0.7814391392064559,367.13311409950256
8,index_7,64,5,0,0.98,fixed,601,601.0,1,114,387911,388025,"[""601"", ""6"", ""7"", ""601"", ""601""]",100,0.3322181128044749,0.9999252783381902,563.4939937591553
9,index_8,64,50,0,0.98,fixed,25,25.0,1,92,364229,364321,"[""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25""]",100,0.4707040219131744,0.960397519240828,356.0495536327362
10,index_9,64,41,0,0.98,fixed,55,55.0,1,103,208187,208290,"[""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55""]",76,0.2375588837424748,0.7621609504595382,168.98746013641355
