iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,10,2,1,0.9,C,C,1,143,17741,17884,"[""C"", ""C""]",19,0.045421792054122626,0.0898154374953299,71.79027581214905
5,index_4,10,5,0,0.9,C,C,1,385,24150,24535,"[""C"", ""C"", ""C"", ""C"", ""C""]",24,0.035356109878602514,0.0694911454830755,77.06827712059021
9,index_8,10,1,0,0.9,A,A,1,262,17809,18071,"[""A""]",24,0.028640950433742825,0.0428155122169917,75.07368445396423
15,index_14,10,2,0,0.9,C,C,1,302,12530,12832,"[""C"", ""C""]",15,0.04142309480518397,0.0545468131211238,62.184534549713135
17,index_16,10,5,0,0.9,C,C,1,158,18182,18340,"[""C"", ""C"", ""C"", ""C"", ""C""]",17,0.02435063351280626,0.0500635134125383,68.1332790851593
32,index_31,10,1,2,0.9,C,C,1,156,27270,27426,"[""C""]",27,0.06852497917550324,0.1071508630351939,282.0127544403076
34,index_33,10,1,0,0.9,A,C,0,472,20905,21377,"[""C""]",23,0.043770988818987326,0.0667264439961144,154.22794246673584
35,index_34,10,3,0,0.9,C,C,1,318,24090,24408,"[""D"", ""C"", ""C""]",25,0.027269559774131986,0.0499140700889187,103.22674226760864
39,index_38,10,4,0,0.9,B,B,1,243,14965,15208,"[""B"", ""B"", ""B"", ""B""]",15,0.027128664365332872,0.0455802137039528,43.96457624435425
41,index_40,10,2,0,0.9,A,A,1,147,12652,12799,"[""A"", ""A""]",17,0.031103290042163747,0.0428902338788014,63.55655908584595
44,index_43,10,3,0,0.9,A,A,1,313,13655,13968,"[""A"", ""A"", ""A""]",18,0.04025160225098941,0.050736008368826,52.873135805130005
52,index_51,10,1,0,0.9,C,C,1,252,27503,27755,"[""C""]",45,0.09241416372724585,0.125084061869536,151.28503942489624
58,index_57,10,4,4,0.9,A,D,0,82,10283,10365,"[""D"", ""D"", ""D"", ""D""]",17,0.015424055949250068,0.0277964581932301,62.08365321159363
62,index_61,10,1,4,0.9,C,D,0,252,23410,23662,"[""D""]",48,0.015489479971289207,0.0307853246656205,172.79087829589844
