iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains
1,index_0,103,103,1,2,13584,2,"['103', '103', '103', '103']",True
2,index_1,3375,3375,1,2,4103,2,"['3375', '3375', '3375', '3375']",True
3,index_2,\frac{1}{576},2^{\sqrt{11 + 10 \log_2 3}},0,3,57566,2,"['576', '2000', '2^{\\sqrt{11 + 10 \\log_2 3}}']",False
4,index_3,-984,-984,1,2,23482,2,"['-984', '-984', '-984', '-1969']",True
5,index_4,890,890,1,2,10347,2,"['890', '890', '890', '890']",True
6,index_5,\frac{1311}{2017},\dfrac{482}{2017},0,4,52520,2,"['\\dfrac{706}{2017}', '\\dfrac{482}{2017}', '\\dfrac{1}{2017}', '1 - \\dfrac{1}{2025!}']",False
7,index_6,\frac{9 \sqrt{23}}{23},\dfrac{\sqrt{14}}{2},0,4,68262,2,"['\\dfrac{3}{2}', '\\dfrac{\\sqrt{14}}{2}', '\\sqrt{\\dfrac{13}{3}}', '\\dfrac{9\\sqrt{23}}{23}']",False
8,index_7,1-\frac{2}{\pi},\dfrac{1}{3},0,2,25483,2,"['\\dfrac{1}{3}', '\\dfrac{1}{3}', '\\dfrac{\\pi - 2}{\\pi}']",False
9,index_8,1037,1037,1,2,18427,2,"['1037', '1037', '1037', '1037']",True
10,index_9,"\frac{-1+\sqrt{17}}{2}, \frac{-1-\sqrt{17}}{2}",-3,0,4,55949,2,"['-5', '\\dfrac{1 - \\sqrt{73}}{2}', '-3', '-3']",False
11,index_10,56,8,0,4,43671,2,"['8', '56', '8', '8']",True
12,index_11,29,20,0,4,51369,2,"['20', '24', '16', '21']",False
13,index_12,105,1,0,4,71398,2,"['1', '10', '1260', '1']",False
14,index_13,2304,20,0,2,16770,2,"['20', '20', '20', '20']",False
15,index_14,200,202,0,2,8597,2,"['202', '202', '202', '202']",False
16,index_15,6300,6525,0,2,21413,2,"['6525', '6525', '25164', '9009']",False
17,index_16,2^{25} \cdot 26!,2 \times 26!,0,4,28899,2,"['26!', '2 \\times 26!', '2 \\times 26!', '(26!)^3']",False
18,index_17,\frac{2025}{101},1825,0,3,32956,2,"['5', '\\dfrac{675}{67}', '1825']",False
19,index_18,\frac{4}{9},\dfrac{1}{3},0,4,61833,2,"['\\dfrac{1}{2}', '\\dfrac{1}{3}', '\\dfrac{1}{3}', '\\dfrac{1}{3}']",False
20,index_19,\frac{448}{3},4704,0,4,59750,2,"['337.5', '\\dfrac{2025}{2}', '\\dfrac{135}{2}', '4704']",False
21,index_20,26,26,1,2,5259,2,"['26', '26', '26', '26']",True
22,index_21,63,63,1,2,30660,2,"['63', '63', '63', '63']",True
23,index_22,8\sqrt{10},8\sqrt{10},1,2,11812,2,"['8\\sqrt{10}', '8\\sqrt{10}', '8\\sqrt{10}', '8\\sqrt{10}']",True
24,index_23,20,100,0,2,27033,2,"['100', '100', '64', '100']",False
25,index_24,\sqrt{23}-2 \sqrt{3},1,0,4,84982,2,"['4', '1', '5', '1']",False
26,index_25,9\sqrt{15},9\sqrt{15},1,2,15552,2,"['9\\sqrt{15}', '9\\sqrt{15}', '9\\sqrt{15}', '9\\sqrt{15}']",True
27,index_26,\frac{7}{18},\dfrac{7}{18},1,4,63763,2,"['\\dfrac{7}{20}', '\\dfrac{7}{18}', '\\dfrac{1}{7}', '\\dfrac{7}{18}']",False
28,index_27,\sqrt{6},\sqrt{6},1,4,34088,2,"['\\sqrt{6}', '2\\sqrt{3}', '\\sqrt{22}', '\\sqrt{6}']",True
29,index_28,14+4\sqrt{37},\dfrac{240}{13},0,4,86617,2,"['34', '25', '14 + 4\\sqrt{37}', '\\dfrac{240}{13}']",False
30,index_29,\sqrt{\frac{95}{24}},60,0,4,80871,2,"['\\dfrac{2100}{\\sqrt{3889}}', '\\dfrac{5\\sqrt{570}}{6}', '\\dfrac{4200}{\\sqrt{3889}}', '60']",False
