iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains
1,index_0,103,103,1,2,8730,2,"['103', '103']",True
2,index_1,3375,3375,1,2,4889,2,"['3375', '3375']",True
3,index_2,\frac{1}{576},\dfrac{1}{576},1,2,14061,2,"['\\dfrac{1}{576}', '\\dfrac{1}{576}']",False
4,index_3,-984,-987,0,2,23772,2,"['-987', '3050']",False
5,index_4,890,890,1,2,13604,2,"['890', '890']",True
6,index_5,\frac{1311}{2017},\dfrac{1311}{2017},1,2,34014,2,"['\\dfrac{1311}{2017}', '\\dfrac{1}{2017}']",False
7,index_6,\frac{9 \sqrt{23}}{23},\dfrac{15}{8},0,2,35536,2,"['\\dfrac{2\\sqrt{22}}{5}', '\\dfrac{15}{8}']",False
8,index_7,1-\frac{2}{\pi},\dfrac{1}{4 \ln 2},0,2,33494,2,"['\\dfrac{1}{4 \\ln 2}', '\\dfrac{93}{256}']",False
9,index_8,1037,1037,1,2,29636,2,"['1037', '990']",True
10,index_9,"\frac{-1+\sqrt{17}}{2}, \frac{-1-\sqrt{17}}{2}",-5,0,2,48023,2,"['-5', '-5']",False
11,index_10,56,56,1,2,21467,2,"['8', '56']",True
12,index_11,29,29,1,2,16113,2,"['29', '20']",True
13,index_12,105,6,0,2,27462,2,"['144', '6']",False
14,index_13,2304,12,0,2,18633,2,"['20', '12']",False
15,index_14,200,202,0,2,7736,2,"['202', '202']",False
16,index_15,6300,6525,0,2,20847,2,"['6525', '18325']",False
17,index_16,2^{25} \cdot 26!,26!,0,2,12028,2,"['26!', '26!']",False
18,index_17,\frac{2025}{101},1825,0,2,16444,2,"['1825', '1825']",False
19,index_18,\frac{4}{9},\dfrac{1}{3},0,2,31808,2,"['\\dfrac{1}{3}', '\\dfrac{1}{3}']",False
20,index_19,\frac{448}{3},90,0,2,41092,2,"['\\dfrac{405}{2}', '90']",False
21,index_20,26,26,1,2,5594,2,"['26', '26']",True
22,index_21,63,63,1,2,17599,2,"['63', '63']",True
23,index_22,8\sqrt{10},8\sqrt{10},1,2,14774,2,"['8\\sqrt{10}', '8\\sqrt{10}']",True
24,index_23,20,25,0,2,16605,2,"['25', '100']",False
25,index_24,\sqrt{23}-2 \sqrt{3},\sqrt{2},0,2,36810,2,"['\\sqrt{2}', '1']",False
26,index_25,9\sqrt{15},9\sqrt{15},1,2,18345,2,"['9\\sqrt{15}', '9\\sqrt{15}']",True
27,index_26,\frac{7}{18},\dfrac{1}{7},0,2,31621,2,"['\\dfrac{7}{18}', '\\dfrac{1}{7}']",False
28,index_27,\sqrt{6},\sqrt{\dfrac{505}{84}},0,2,37624,2,"['\\sqrt{\\dfrac{505}{84}}', '5']",False
29,index_28,14+4\sqrt{37},144,0,2,43346,2,"['10', '144']",False
30,index_29,\sqrt{\frac{95}{24}},\dfrac{33\sqrt{10}}{2},0,2,33208,2,"['60', '\\dfrac{33\\sqrt{10}}{2}']",False
