iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains
1,index_0,103,103,1,2,12210,2,"['103', '103', '103', '103', '103', '103', '103', '103', '103', '103', '103', '103', '103', '103', '103', '103']",True
2,index_1,3375,3375,1,2,4345,2,"['3375', '3375', '3375', '3375', '3375', '3375', '3375', '3375', '3375', '3375', '3375', '3375', '3375', '3375', '3375', '3375']",True
3,index_2,\frac{1}{576},576,0,12,233800,2,"['576', '2^{11/3}', '576', '64', '248832', '576', '20736', '60466176', '432', '1536', '576', '576', '40', '576', '1889568', '576']",False
4,index_3,-984,-984,1,16,200434,2,"['-984', '4050', '2', '-985', '-984', '2', '3063', '-984', '-984', '-983', '-983', '3058', '-983', '-984', '2', '3063']",True
5,index_4,890,9000,0,2,7764,2,"['9000', '9000', '9000', '890', '9000', '9000', '890', '890', '890', '9000', '890', '9000', '890', '9000', '890', '9000']",False
6,index_5,\frac{1311}{2017},\dfrac{1311}{2017},1,2,23232,2,"['\\dfrac{1311}{2017}', '\\dfrac{1311}{2017}', '\\dfrac{2025! - 2017}{2017 \\times 2025!}', '1 - \\dfrac{1}{2025!}', '\\dfrac{1}{2017}', '\\dfrac{1311}{2017}', '\\dfrac{1311}{2017}', '\\dfrac{1311}{2017}', '\\dfrac{1311}{2017}', '\\dfrac{1311}{2017}', '\\dfrac{1311}{2017}', '\\dfrac{1311}{2017}', '\\dfrac{1311}{2017}', '\\dfrac{1311}{2017}', '\\dfrac{1311}{2017}', '\\dfrac{1311}{2017}']",False
7,index_6,\frac{9 \sqrt{23}}{23},2,0,16,294682,2,"['2', '\\sqrt{\\dfrac{71}{20}}', '\\sqrt{3}', '2', '\\sqrt{2}', '\\dfrac{9\\sqrt{23}}{23}', '2', '\\dfrac{9\\sqrt{23}}{23}', '\\dfrac{9\\sqrt{23}}{23}', '\\sqrt{\\dfrac{1691}{480}}', '\\dfrac{9\\sqrt{23}}{23}', '\\dfrac{15}{8}', '\\sqrt{3}', '\\dfrac{\\sqrt{13}}{2}', '2', '\\dfrac{\\sqrt{14}}{2}']",False
8,index_7,1-\frac{2}{\pi},1 - \dfrac{2}{\pi},1,2,21375,2,"['1 - \\dfrac{2}{\\pi}', '1 - \\dfrac{2}{\\pi}', '\\dfrac{\\sqrt{3} - 1}{2}', '\\dfrac{\\sqrt{3} - 1}{2}', '\\dfrac{4}{11}', '\\dfrac{47}{128}', '\\dfrac{23}{64}', '\\dfrac{\\sqrt{3} - 1}{2}', '\\dfrac{\\sqrt{3} - 1}{2}', '1 - \\dfrac{2}{\\pi}', '\\dfrac{1}{3}', '\\dfrac{1}{2}', '\\dfrac{1}{3}', '1 - \\dfrac{2}{\\pi}', '\\dfrac{1}{3}', '\\dfrac{19}{51}']",False
9,index_8,1037,1037,1,14,167934,2,"['1037', '0', '1037', '990', '1007', '990', '0', '992', '1', '1037', '1982', '1037', '1037', '1037', '992', '1037']",True
10,index_9,"\frac{-1+\sqrt{17}}{2}, \frac{-1-\sqrt{17}}{2}",\dfrac{-1 - \sqrt{17}}{2},0,16,292175,2,"['\\dfrac{-1 - \\sqrt{17}}{2}', '\\frac{-13 - \\sqrt{97}}{2}', '\\dfrac{1 - \\sqrt{73}}{2}', '\\dfrac{-1 - \\sqrt{17}}{2}', '-3', '\\frac{-1 - \\sqrt{17}}{2}', '-5', '3', '-4', '2', '\\dfrac{1 - \\sqrt{73}}{2}', '\\frac{1 - \\sqrt{73}}{2}', '3', '-6', '\\dfrac{-1 - \\sqrt{17}}{2}', '-4']",False
11,index_10,56,8,0,16,198685,2,"['56', '8', '144', '56', '6', '8', '8', '42', '28', '8', '12', '4', '144', '56', '8', '56']",True
12,index_11,29,16,0,2,25414,2,"['16', '16', '16', '20', '16', '8', '8', '23', '14', '8', '16', '27', '14', '19', '14', '6']",False
13,index_12,105,1,0,2,20626,2,"['1', '1', '1', '420', '20', '11880', '1', '90', '68', '1', '256', '1', '1716', '16', '1', '90']",False
14,index_13,2304,20,0,2,16105,2,"['20', '20', '20', '20', '20', '40', '20', '20', '60', '20', '10', '20', '20', '20', '20', '20']",False
15,index_14,200,202,0,6,21817,2,"['202', '120', '120', '202', '202', '202', '120', '202', '202', '202', '202', '202', '202', '202', '202', '202']",False
16,index_15,6300,18928,0,16,260209,2,"['11516', '18928', '225', '19800', '450', '8568', '24475', '9009', '6525', '18928', '4050', '900', '5400', '5850', '18928', '225']",False
17,index_16,2^{25} \cdot 26!,26!,0,6,38002,2,"['2 \\times 26!', '(26!)^3', '6 \\cdot (26!)^3', '2 \\times 26!', '26!', '26!', '26!', '26!', '26!', '26!', '26!', '26!', '26!', '26!', '26!', '2 \\times 26!']",False
18,index_17,\frac{2025}{101},1825,0,2,19276,2,"['1825', '1825', '20', '1825', '2025\\left(1 - \\left(\\frac{200}{201}\\right)^{201}\\right)', '1825', '\\dfrac{675}{67}', '100', '101', '1825', '1825', '\\dfrac{675}{67}', '20', '\\dfrac{675}{67}', '\\dfrac{675}{67}', '101']",False
19,index_18,\frac{4}{9},\dfrac{1}{2},0,16,219772,2,"['\\dfrac{1}{3}', '\\dfrac{1}{2}', '\\dfrac{1}{3}', '\\dfrac{1}{2}', '\\dfrac{1}{2}', '\\dfrac{5}{6}', '\\dfrac{1}{2}', '1', '\\dfrac{1}{3}', '\\dfrac{2}{3}', '\\dfrac{1}{2}', '\\dfrac{1}{3}', '\\dfrac{1}{3}', '1', '\\dfrac{1}{2}', '\\dfrac{1}{2}']",False
20,index_19,\frac{448}{3},63,0,4,69861,2,"['602', '45', '63', '63', '602', '602', '126', '135', '135', '56', '\\dfrac{675}{2}', '1939', '56', '14147', '14112', '882']",False
21,index_20,26,26,1,2,5310,2,"['26', '26', '26', '26', '26', '26', '26', '26', '26', '26', '26', '26', '26', '26', '26', '26']",True
22,index_21,63,63,1,2,38472,2,"['63', '63', '63', '63', '63', '63', '63', '63', '63', '63', '63', '85 + 24\\sqrt{2}', '63', '63', '63', '63']",True
23,index_22,8\sqrt{10},8\sqrt{10},1,2,10313,2,"['8\\sqrt{10}', '8\\sqrt{10}', '8\\sqrt{10}', '8\\sqrt{10}', '8\\sqrt{10}', '8\\sqrt{10}', '8\\sqrt{10}', '8\\sqrt{10}', '8\\sqrt{10}', '8\\sqrt{10}', '8\\sqrt{10}', '8\\sqrt{10}', '8\\sqrt{10}', '8\\sqrt{10}', '8\\sqrt{10}', '8\\sqrt{10}']",True
24,index_23,20,100,0,12,161542,2,"['28', '100', '75', '100', '100', '20', '200(\\sqrt{2} - 1)', '10', '20', '100', '100', '100', '25', '\\dfrac{800}{9}', '100', '95']",True
25,index_24,\sqrt{23}-2 \sqrt{3},1,0,2,40083,2,"['1', '1', '2', '2', '\\dfrac{5\\sqrt{69}}{6}', '1', '3', '2', '2', '3', '2', '4', '1', '2', '2', '2\\sqrt{3}']",False
26,index_25,9\sqrt{15},9\sqrt{15},1,2,18518,2,"['9\\sqrt{15}', '9\\sqrt{15}', '9\\sqrt{15}', '9\\sqrt{15}', '9\\sqrt{15}', '9\\sqrt{15}', '9\\sqrt{15}', '9\\sqrt{15}', '\\dfrac{224\\sqrt{15}}{15}', '9\\sqrt{15}', '9\\sqrt{15}', '9\\sqrt{15}', '9\\sqrt{15}', '9\\sqrt{15}', '9\\sqrt{15}', '9\\sqrt{15}']",True
27,index_26,\frac{7}{18},\dfrac{1}{3},0,14,273750,2,"['\\dfrac{1}{3}', '\\dfrac{7}{18}', '\\dfrac{7}{18}', '\\dfrac{1}{7}', '\\dfrac{1}{7}', '\\dfrac{1}{3}', '\\dfrac{1}{12}', '\\dfrac{7}{18}', '\\dfrac{7}{9}', '\\dfrac{1}{7}', '\\dfrac{1}{3}', '\\dfrac{1}{4}', '\\dfrac{1}{3}', '\\dfrac{1}{3}', '\\dfrac{1}{3}', '\\dfrac{1}{3}']",False
