iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains
1,index_0,103,103,1,1,4174,1,['103'],True
2,index_1,3375,3375,1,1,1939,1,['3375'],True
3,index_2,\frac{1}{576},2^{\sqrt{22 + 20 \log_2 3}},0,1,20472,1,['2^{\\sqrt{22 + 20 \\log_2 3}}'],False
4,index_3,-984,-982,0,1,13631,1,['-982'],False
5,index_4,890,890,1,1,6296,1,['890'],True
6,index_5,\frac{1311}{2017},\dfrac{1311}{2017},1,1,7119,1,['\\dfrac{1311}{2017}'],False
7,index_6,\frac{9 \sqrt{23}}{23},2,0,1,17419,1,['2'],False
8,index_7,1-\frac{2}{\pi},\dfrac{1}{3},0,1,14437,1,['\\dfrac{1}{3}'],False
9,index_8,1037,1013,0,1,19378,1,['1013'],False
10,index_9,"\frac{-1+\sqrt{17}}{2}, \frac{-1-\sqrt{17}}{2}",9,0,1,13253,1,['9'],False
11,index_10,56,72,0,1,12037,1,['72'],False
12,index_11,29,18,0,1,7819,1,['18'],False
13,index_12,105,1,0,1,15570,1,['1'],False
14,index_13,2304,20,0,1,8793,1,['20'],False
15,index_14,200,120,0,1,4115,1,['120'],False
16,index_15,6300,1225,0,1,16572,1,['1225'],False
17,index_16,2^{25} \cdot 26!,(26!)^3,0,1,10407,1,['(26!)^3'],False
18,index_17,\frac{2025}{101},\dfrac{675}{67},0,1,14675,1,['\\dfrac{675}{67}'],False
19,index_18,\frac{4}{9},\dfrac{2}{3},0,1,15190,1,['\\dfrac{2}{3}'],False
20,index_19,\frac{448}{3},42,0,1,14580,1,['42'],False
21,index_20,26,26,1,1,2189,1,['26'],True
22,index_21,63,63,1,1,5149,1,['63'],True
23,index_22,8\sqrt{10},8\sqrt{10},1,1,5423,1,['8\\sqrt{10}'],True
24,index_23,20,25,0,1,14798,1,['25'],False
25,index_24,\sqrt{23}-2 \sqrt{3},\sqrt{11},0,1,18200,1,['\\sqrt{11}'],False
26,index_25,9\sqrt{15},9\sqrt{15},1,1,7271,1,['9\\sqrt{15}'],True
27,index_26,\frac{7}{18},\dfrac{3}{8},0,1,26042,1,['\\dfrac{3}{8}'],False
28,index_27,\sqrt{6},6,0,1,7760,1,['6'],False
29,index_28,14+4\sqrt{37},14 + 4\sqrt{37},1,1,12334,1,['14 + 4\\sqrt{37}'],False
30,index_29,\sqrt{\frac{95}{24}},\sqrt{55},0,1,22200,1,['\\sqrt{55}'],False
