iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,10,3,0,0.6,33,33,1,189,19878,20067,"[""33"", ""33"", ""33""]",22,0.033250885350030276,0.0591795561533288,67.34537887573242
2,index_1,10,1,0,0.6,23,23,1,221,25799,26020,"[""23""]",26,0.035025059077475204,0.0591795561533288,232.76906085014343
3,index_2,10,1,0,0.6,116,116,1,167,12186,12353,"[""116""]",16,0.021672717027496347,0.0460285436748113,39.272239208221436
4,index_3,10,1,0,0.6,809,809,1,140,10381,10521,"[""809""]",12,0.014384898293255033,0.0313830979600986,72.91014051437378
5,index_4,10,1,0,0.6,197,197,1,136,16725,16861,"[""197""]",9,0.027534303521130628,0.052006276619592,213.3339593410492
6,index_5,10,1,0,0.6,385,72,0,123,22863,22986,"[""72""]",18,0.030345579470107794,0.050736008368826,207.3968334197998
7,index_6,10,1,0,0.6,371,163,0,118,21321,21439,"[""163""]",7,0.03873163138462708,0.0755436000896659,341.6631462574005
8,index_7,10,1,0,0.6,601,601,1,114,25378,25492,"[""601""]",24,0.031359169412210584,0.0615706493312411,180.54930210113525
9,index_8,10,1,0,0.6,25,25,1,92,16608,16700,"[""25""]",15,0.020318775647959624,0.0490174101472016,93.08080768585205
10,index_9,10,1,0,0.6,55,55,1,103,8283,8386,"[""55""]",11,0.011459712977738064,0.0216692819248299,49.45143675804138
11,index_10,10,2,0,0.6,540,540,1,91,17456,17547,"[""540"", ""540""]",24,0.025701648691146755,0.0484196368527236,70.64581966400146
12,index_11,10,1,0,0.6,45,45,1,181,25568,25749,"[""45""]",15,0.03824521074121307,0.069939475453934,312.6879663467407
13,index_12,10,2,0,0.6,204,204,1,176,15051,15227,"[""204"", ""204""]",16,0.030777721728928446,0.0512590600014943,42.89394783973694
14,index_13,10,1,0,0.6,699,699,1,113,29595,29708,"[""699""]",35,0.04834159085631972,0.0863035193902712,96.57556366920471
15,index_14,10,1,0,0.6,294,294,1,96,8550,8646,"[""294""]",7,0.011335472159209811,0.0298886647239035,46.450676679611206
16,index_15,10,1,0,0.6,110,110,1,107,17437,17544,"[""110""]",19,0.0225622628351036,0.0376597175521183,119.87635469436646
17,index_16,10,1,0,0.6,721,721,1,140,25989,26129,"[""721""]",26,0.035871342786112745,0.0602256594186654,260.25370383262634
18,index_17,10,1,0,0.6,315,9,0,95,17746,17841,"[""9""]",9,0.028744069108820144,0.0546962564447432,228.49767470359802
19,index_18,10,1,0,0.6,468,468,1,95,14213,14308,"[""468""]",11,0.020384086868284246,0.0363147276395426,129.37170886993408
20,index_19,10,1,0,0.6,902,1562,0,142,19502,19644,"[""1562""]",10,0.03432854688889261,0.0662033923634461,291.30990624427795
21,index_20,10,1,0,0.6,211,211,1,165,33806,33971,"[""211""]",20,0.05686395655522019,0.1093177912276769,532.3009343147278
22,index_21,10,1,0,0.6,80,80,1,104,18701,18805,"[""80""]",9,0.03028191859555527,0.0575356795935141,244.72056651115417
23,index_22,10,1,0,0.6,480,880,0,126,11749,11875,"[""880""]",10,0.017529296403116627,0.0309347679892401,109.61319994926453
24,index_23,10,1,0,0.6,236,236,1,113,13989,14102,"[""236""]",13,0.019311596539826954,0.0326533662108645,116.50733804702759
25,index_24,10,1,0,0.6,73,73,1,154,12361,12515,"[""73""]",11,0.0171990224645422,0.0322797579018157,96.67364621162415
26,index_25,10,1,0,0.6,113,113,1,397,17653,18050,"[""113""]",15,0.028375571796872036,0.0481954718672943,188.08319687843323
27,index_26,10,1,0,0.6,127,6,0,203,23272,23475,"[""6""]",11,0.040546591616809846,0.0777105282821489,357.6327700614929
28,index_27,10,1,0,0.6,104,104,1,194,16497,16691,"[""104""]",11,0.028014920682580068,0.0524546065904505,213.77109122276306
29,index_28,10,1,0,0.6,104,110,0,119,11511,11630,"[""110""]",10,0.0156297618269416,0.0349697377269671,89.59845757484436
30,index_29,10,1,0,0.6,321,321,1,104,12511,12615,"[""321""]",17,0.016760971258015966,0.0298886647239035,77.86094546318054
