iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,16,1,0,0.6,fixed,C,C,1,153,14027,14180,"[""C""]",14,0.013712255589400882,0.0317423405615953,114.47341895103455
2,index_1,16,1,0,0.6,fixed,D,B,0,160,21895,22055,"[""B""]",8,0.02957008449485119,0.0572641125515958,378.3111720085144
3,index_2,16,1,0,0.6,fixed,C,C,1,184,13962,14146,"[""C""]",15,0.01416954811137315,0.0398814022440555,59.40356755256653
4,index_3,16,1,0,0.6,fixed,B,D,0,158,19847,20005,"[""D""]",13,0.021264621443882355,0.0384279983721876,226.59180879592896
5,index_4,16,1,0,0.6,fixed,C,C,1,390,15999,16389,"[""C""]",18,0.017186766765498795,0.0474391023777687,107.03408718109131
6,index_5,16,1,0,0.6,fixed,C,C,1,204,25678,25882,"[""C""]",18,0.032705498444209925,0.0623219580256961,423.9827811717987
7,index_6,16,1,0,0.6,fixed,C,C,1,196,11384,11580,"[""C""]",9,0.011237087614098225,0.0381954537526888,75.75642490386963
8,index_7,16,1,0,0.6,fixed,D,D,1,476,22398,22874,"[""D""]",22,0.02394073231754023,0.0723795128190221,112.58630156517029
9,index_8,16,1,0,0.6,fixed,A,D,0,267,12894,13161,"[""D""]",13,0.013310078006262046,0.0347654206150804,87.92982983589172
10,index_9,16,1,0,0.6,fixed,C,C,1,153,12429,12582,"[""C""]",8,0.012601519972180134,0.0294750305214812,108.66841864585876
11,index_10,16,2,0,0.6,fixed,A,A,1,404,12138,12542,"[""A"", ""A""]",16,0.023558112093738804,0.0461019708156502,34.817636251449585
12,index_11,16,1,0,0.6,fixed,D,D,1,179,25204,25383,"[""D""]",25,0.022343174653814694,0.0586012441137143,114.6086847782135
13,index_12,16,1,0,0.6,fixed,A,A,1,345,15596,15941,"[""A""]",10,0.01833003349608854,0.0436021161560374,166.81420302391052
14,index_13,16,1,0,0.6,fixed,D,D,1,153,8207,8360,"[""D""]",8,0.010306093715716818,0.0294750305214812,29.521435260772705
15,index_14,16,1,0,0.6,fixed,C,C,1,307,13817,14124,"[""C""]",16,0.015317484480183543,0.0409859891866751,67.40014839172363
16,index_15,16,1,0,0.6,fixed,B,B,1,226,18528,18754,"[""B""]",8,0.024076409584153313,0.0454624731120283,282.67521262168884
17,index_16,16,1,0,0.6,fixed,C,C,1,163,8789,8952,"[""C""]",12,0.011679732089550261,0.0294750305214812,29.188852787017822
18,index_17,16,1,0,0.6,fixed,B,A,0,250,17189,17439,"[""A""]",16,0.018049475411236075,0.0540666240334863,69.8909661769867
19,index_18,16,1,0,0.6,fixed,A,B,0,548,19072,19620,"[""B""]",11,0.023476485290796392,0.0567408871577234,226.89588236808777
20,index_19,16,10,0,0.6,fixed,A,A,1,203,15400,15603,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",15,0.0309317225340805,0.0549386663566071,26.682514905929565
21,index_20,16,1,0,0.6,fixed,B,B,1,282,13459,13741,"[""B""]",9,0.014815894501644854,0.0437183884657869,121.68453764915466
22,index_21,16,1,0,0.6,fixed,D,C,0,142,11170,11312,"[""C""]",9,0.011021703460479535,0.0353467821638276,51.86108613014221
23,index_22,16,1,0,0.6,fixed,C,B,0,280,16563,16843,"[""B""]",9,0.01903465019391958,0.0432532992267891,184.1246554851532
24,index_23,16,1,0,0.6,fixed,B,B,1,230,28161,28391,"[""B""]",14,0.0328628993206841,0.0613336433928259,411.0322527885437
25,index_24,16,1,0,0.6,fixed,B,B,1,368,16481,16849,"[""B""]",12,0.0191051315286461,0.0444741584791581,171.93915915489197
26,index_25,16,1,0,0.6,fixed,D,A,0,377,18972,19349,"[""A""]",10,0.023519219173526774,0.0423231207487936,253.6808590888977
27,index_26,16,1,0,0.6,fixed,A,A,1,169,11441,11610,"[""A""]",12,0.011512270802653693,0.0362769606418231,54.39394474029541
28,index_27,16,1,0,0.6,fixed,A,A,1,332,19238,19570,"[""A""]",9,0.023069689306422166,0.0446485669437823,249.30584502220154
29,index_28,16,1,0,0.6,fixed,A,B,0,408,22611,23019,"[""B""]",9,0.02873084812330644,0.0526713563164932,340.91798853874207
30,index_29,16,1,0,0.6,fixed,A,C,0,106,12532,12638,"[""C""]",8,0.013434832282973848,0.0251148189058775,128.59057903289795
31,index_30,16,1,0,0.6,fixed,C,A,0,140,13382,13522,"[""A""]",8,0.013933800740318721,0.0294750305214812,126.94475841522217
32,index_31,16,1,0,0.6,fixed,C,C,1,161,24287,24448,"[""C""]",14,0.030153485633172578,0.0576710656357188,385.01235365867615
33,index_32,16,1,0,0.6,fixed,C,A,0,327,13708,14035,"[""A""]",12,0.014949615606539719,0.0455787454217777,112.1402997970581
34,index_33,16,1,0,0.6,fixed,A,D,0,477,20872,21349,"[""D""]",9,0.025647667744887956,0.0537178071042381,277.06192898750305
35,index_34,16,1,0,0.6,fixed,C,C,1,323,13604,13927,"[""C""]",15,0.014599987969512413,0.0446485669437823,82.44224309921265
36,index_35,16,1,0,0.6,fixed,B,B,1,159,20690,20849,"[""B""]",19,0.020854809979830326,0.0358118714028253,207.6167311668396
37,index_36,16,1,0,0.6,fixed,D,A,0,167,22634,22801,"[""A""]",13,0.02947323062884316,0.0566246148479739,376.00414299964905
38,index_37,16,1,0,0.6,fixed,C,C,1,308,18843,19151,"[""C""]",11,0.021020931620657927,0.0437183884657869,208.99349880218506
39,index_38,16,6,0,0.6,fixed,B,B,1,248,17692,17940,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",16,0.03099270836641587,0.0496482762630079,38.67408013343811
40,index_39,16,3,0,0.6,fixed,A,A,1,178,13831,14009,"[""A"", ""A"", ""A""]",14,0.013196918431997946,0.0340096506017092,101.53002095222473
41,index_40,16,1,0,0.6,fixed,A,A,1,152,9790,9942,"[""A""]",10,0.00968963168142449,0.0295331666763559,53.4810152053833
42,index_41,16,1,0,0.6,fixed,D,D,1,239,10503,10742,"[""D""]",13,0.01170025882944473,0.0374978198941922,53.45112729072571
43,index_42,16,1,0,0.6,fixed,A,D,0,275,12568,12843,"[""D""]",8,0.014296941380638641,0.0347654206150804,122.27763390541077
44,index_43,16,4,0,0.6,fixed,A,A,1,318,11994,12312,"[""A"", ""A"", ""A"", ""A""]",15,0.024000996898767658,0.0409859891866751,29.607212781906128
45,index_44,16,1,0,0.6,fixed,D,D,1,185,14956,15141,"[""D""]",11,0.01436927957452658,0.0372071391198186,114.54605627059937
46,index_45,16,1,0,0.6,fixed,C,D,0,103,17713,17816,"[""D""]",10,0.020361630530413614,0.0382535899075635,228.70118474960327
47,index_46,16,1,0,0.6,fixed,D,D,1,222,19257,19479,"[""D""]",12,0.021851112647533262,0.0395325853148073,237.19479775428772
48,index_47,16,1,0,0.6,fixed,A,D,0,159,24162,24321,"[""D""]",10,0.033364932857074696,0.0649380849950583,442.54273295402527
49,index_48,16,1,0,0.6,fixed,B,D,0,432,21883,22315,"[""D""]",14,0.029862786705864345,0.0554037555956049,359.49814653396606
50,index_49,16,2,0,0.6,fixed,D,D,1,206,11438,11644,"[""D"", ""D""]",12,0.013231221428874132,0.0381373175978141,47.552528858184814
51,index_50,16,1,0,0.6,fixed,D,D,1,173,25150,25323,"[""D""]",10,0.03302093168868152,0.0638916342073134,433.70425057411194
52,index_51,16,1,0,0.6,fixed,C,C,1,257,15715,15972,"[""C""]",13,0.01523459245901723,0.0462182431253996,106.0578510761261
53,index_52,16,1,0,0.6,fixed,D,D,1,236,21913,22149,"[""D""]",13,0.026010933300512015,0.0480786000813906,305.42102336883545
54,index_53,16,1,0,0.6,fixed,A,A,1,190,15890,16080,"[""A""]",14,0.014664845067147209,0.0427300738329167,105.52811431884766
55,index_54,16,1,0,0.6,fixed,B,D,0,208,21153,21361,"[""D""]",11,0.024837731368967622,0.0460438346607755,290.73410391807556
56,index_55,16,1,0,0.6,fixed,A,A,1,264,14933,15197,"[""A""]",13,0.0148724045174969,0.0462182431253996,82.8435800075531
