iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,64,57,0,0.98,fixed,C,C,1,148,193004,193152,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",68,0.3300154095165566,0.6755707762557077,114.30545473098756
2,index_1,64,24,0,0.98,fixed,D,D,1,155,387372,387527,"[""B"", ""D"", ""D"", ""D"", ""D"", ""D"", ""B"", ""B"", ""B"", ""C"", ""C"", ""D"", ""D"", ""B"", ""D"", ""D"", ""B"", ""B"", ""C"", ""D"", ""D"", ""D"", ""B"", ""D""]",142,0.6249063203097569,1.0,298.02077293396
3,index_2,64,64,0,0.98,fixed,C,C,1,179,214521,214700,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",88,0.3044463927986735,0.7754185692541857,146.4747076034546
4,index_3,64,64,0,0.98,fixed,B,B,1,153,181687,181840,"[""B"", ""B"", ""D"", ""D"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""D"", ""D"", ""D"", ""D"", ""B"", ""B"", ""B"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",86,0.2288719562696703,0.5372146118721461,140.72019243240356
5,index_4,64,58,0,0.98,fixed,C,C,1,385,427637,428022,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",131,0.288066758469938,1.0,755.3454596996307
6,index_5,64,27,0,0.98,fixed,C,C,1,199,314051,314250,"[""B"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""B"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",151,0.3869057897705897,0.6719939117199392,336.29715180397034
7,index_6,64,64,0,0.98,fixed,C,C,1,191,614550,614741,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""D"", ""C"", ""B"", ""C"", ""C"", ""D"", ""D"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""D"", ""C"", ""D"", ""C"", ""B"", ""D"", ""C"", ""B"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",288,0.7640432000199207,1.0,797.6028890609741
8,index_7,64,48,0,0.98,fixed,D,A,0,471,484082,484553,"[""C"", ""A"", ""A"", ""C"", ""A"", ""A"", ""A"", ""D"", ""A"", ""D"", ""A"", ""C"", ""A"", ""C"", ""A"", ""A"", ""D"", ""C"", ""B"", ""A"", ""D"", ""D"", ""D"", ""D"", ""A"", ""D"", ""C"", ""A"", ""C"", ""C"", ""A"", ""D"", ""C"", ""C"", ""C"", ""A"", ""C"", ""A"", ""C"", ""D"", ""D"", ""C"", ""A"", ""D"", ""A"", ""C"", ""D"", ""C""]",168,0.340366550407288,1.0,874.1068267822266
9,index_8,64,48,0,0.98,fixed,A,C,0,262,263469,263731,"[""A"", ""A"", ""D"", ""A"", ""A"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""A"", ""A"", ""A"", ""C"", ""C"", ""A"", ""A"", ""A"", ""D"", ""C"", ""C"", ""C"", ""C"", ""A"", ""A"", ""C"", ""D"", ""C"", ""A"", ""A"", ""D"", ""C"", ""C"", ""C"", ""A"", ""D"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""A"", ""A"", ""B"", ""A""]",85,0.1447120519174001,0.7744292237442922,652.0563945770264
10,index_9,64,33,0,0.98,fixed,C,C,1,148,345479,345627,"[""C"", ""C"", ""B"", ""C"", ""C"", ""B"", ""C"", ""C"", ""D"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C""]",123,0.6010905905240258,1.0,243.401873588562
