iteration,question_id,n_chains_max,window_size,n_chains_generated,stopped_early,correct_answer,final_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,total_reasoning_tokens,total_non_reasoning_tokens,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec,individual_answers_str
1,aqua_rat_test_0,8,2,2,True,A,A,1,173,5678,5851,,,0.013168783295281533,0.0245814307458143,54.86521911621094,"[""A"", ""A""]"
2,aqua_rat_test_1,8,2,2,True,E,E,1,153,3055,3208,,,0.007703272543455142,0.0144596651445966,27.49575638771057,"[""E"", ""E""]"
3,aqua_rat_test_2,8,2,2,True,A,A,1,95,4237,4332,,,0.009341264339195257,0.0167427701674277,42.646376848220825,"[""A"", ""A""]"
4,aqua_rat_test_3,8,2,2,True,B,B,1,141,3145,3286,,,0.008062502618239653,0.015296803652968,27.63707971572876,"[""B"", ""B""]"
5,aqua_rat_test_4,8,2,2,True,B,B,1,106,1104,1210,,,0.0030180439336891657,0.0052511415525113,10.457885026931763,"[""B"", ""B""]"
6,aqua_rat_test_5,8,2,2,True,D,D,1,164,2892,3056,,,0.007362339891073447,0.0136225266362253,26.092578411102295,"[""D"", ""D""]"
7,aqua_rat_test_6,8,2,2,True,D,D,1,122,4781,4903,,,0.010506540095628155,0.0185692541856925,48.76218318939209,"[""D"", ""D""]"
8,aqua_rat_test_7,8,2,2,True,C,C,1,137,1529,1666,,,0.004096816425583505,0.0072298325722983,14.210567235946655,"[""C"", ""C""]"
9,aqua_rat_test_8,8,2,2,True,E,E,1,128,3883,4011,,,0.009110919376138817,0.0168949771689497,36.78820586204529,"[""E"", ""E""]"
10,aqua_rat_test_9,8,2,2,True,D,D,1,115,1540,1655,,,0.004025287036739951,0.0072298325722983,14.225851058959961,"[""D"", ""D""]"
11,aqua_rat_test_10,8,2,2,True,B,C,0,158,6588,6746,,,0.016135128131801103,0.0312785388127854,58.33154654502869,"[""C"", ""C""]"
12,aqua_rat_test_11,8,2,2,True,A,A,1,146,2005,2151,,,0.0053400481798102075,0.0097412480974125,17.7895290851593,"[""A"", ""A""]"
13,aqua_rat_test_12,8,2,2,True,C,C,1,118,2456,2574,,,0.005639651885326883,0.0092846270928462,25.64110493659973,"[""C"", ""C""]"
14,aqua_rat_test_13,8,2,2,True,D,D,1,81,827,908,,,0.002126597652259065,0.0032724505327245,9.508042335510254,"[""D"", ""D""]"
15,aqua_rat_test_14,8,2,2,True,C,C,1,99,1353,1452,,,0.003428304360260304,0.0060121765601217,13.148237705230713,"[""C"", ""C""]"
