iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,8,1,0,0.4,fixed,33,33,1,194,13017,13211,"[""33""]",23,0.016259021701348554,0.0288936689727341,75.73650169372559
2,index_1,8,1,0,0.4,fixed,23,23,1,226,16827,17053,"[""23""]",17,0.019927047595165465,0.0338933782919598,189.01209497451782
3,index_2,8,1,0,0.4,fixed,116,116,1,172,11272,11444,"[""116""]",16,0.012688416107009368,0.0240102319632579,84.31046175956726
4,index_3,8,1,0,0.4,fixed,809,809,1,145,11047,11192,"[""809""]",7,0.014917658349406946,0.0278472181849892,147.05361986160278
5,index_4,8,1,0,0.4,fixed,197,254,0,141,28714,28855,"[""254""]",7,0.04599887899292199,0.0909830823789314,639.7180047035217
6,index_5,8,1,0,0.4,fixed,385,24,0,128,26020,26148,"[""24""]",15,0.037510249423856834,0.0731934189872681,505.1435899734497
7,index_6,8,1,0,0.4,fixed,371,363,0,123,29853,29976,"[""363""]",11,0.04716254708210282,0.0932503924190454,664.609840631485
8,index_7,8,1,0,0.4,fixed,601,601,1,119,25160,25279,"[""601""]",20,0.034720124834763576,0.0669147142607987,453.96983647346497
9,index_8,8,1,0,0.4,fixed,25,25,1,97,12351,12448,"[""25""]",18,0.01386376585564437,0.0224986919365153,119.5220901966095
10,index_9,8,1,0,0.4,fixed,55,55,1,108,9309,9417,"[""55""]",10,0.010393455511881927,0.0213941049938957,86.22617435455322
11,index_10,8,1,0,0.4,fixed,540,540,1,96,15338,15434,"[""540""]",18,0.016241411888635163,0.0267426312423696,128.46961760520935
12,index_11,8,1,0,0.4,fixed,45,45,1,186,15725,15911,"[""45""]",14,0.018849778660254744,0.033021335968839,183.23518252372742
13,index_12,8,1,0,0.4,fixed,204,204,1,181,8128,8309,"[""204""]",14,0.009847381648868187,0.0186035695599092,61.61470556259155
14,index_13,8,1,0,0.4,fixed,699,699,1,118,24066,24184,"[""699""]",28,0.02478032895265624,0.0451717923376547,211.10718083381653
15,index_14,8,1,0,0.4,fixed,294,294,1,101,12565,12666,"[""294""]",10,0.015070558448536301,0.0272077204813673,145.2370080947876
16,index_15,8,1,0,0.4,fixed,110,110,1,112,18834,18946,"[""110""]",20,0.02333509760345275,0.0428463461426661,262.7564220428467
17,index_16,8,1,0,0.4,fixed,721,721,1,145,13451,13596,"[""721""]",12,0.01644607792875898,0.0295331666763559,156.1105875968933
18,index_17,8,1,0,0.4,fixed,315,12,0,100,31342,31442,"[""12""]",9,0.04972816076183059,0.0985407825126446,704.1743812561035
19,index_18,8,1,0,0.4,fixed,468,468,1,100,10721,10821,"[""468""]",7,0.014376895839431239,0.0271495843264926,143.83513855934143
20,index_19,8,1,0,0.4,fixed,902,14342,0,147,26623,26770,"[""14342""]",10,0.04193778004831084,0.0827277483867217,577.4951148033142
21,index_20,8,1,0,0.4,fixed,211,211,1,170,31697,31867,"[""211""]",14,0.044876132224648334,0.0873205046218242,612.8010985851288
22,index_21,8,1,0,0.4,fixed,80,80,1,109,27640,27749,"[""80""]",11,0.042905073402299335,0.0847625138073367,589.9271628856659
23,index_22,8,1,0,0.4,fixed,480,480,1,131,15847,15978,"[""480""]",14,0.02166580285148398,0.041218533806174,247.50873136520386
24,index_23,8,1,0,0.4,fixed,236,236,1,118,16172,16290,"[""236""]",16,0.01959119697568532,0.0354630544735771,202.34514236450195
25,index_24,8,1,0,0.4,fixed,73,73,1,159,8596,8755,"[""73""]",7,0.010465434649413765,0.0181384803209115,90.40075588226318
26,index_25,8,1,0,0.4,fixed,113,113,1,402,16061,16463,"[""113""]",7,0.02479072084421969,0.0466251962095226,284.4627275466919
27,index_26,8,1,0,0.4,fixed,127,47,0,208,35228,35436,"[""47""]",10,0.05506618424582057,0.1084820649962211,774.440705537796
28,index_27,8,1,0,0.4,fixed,104,104,1,199,11464,11663,"[""104""]",9,0.015166510713873003,0.0274402651008662,143.78192496299744
29,index_28,8,1,0,0.4,fixed,104,104,1,124,15137,15261,"[""104""]",9,0.020848020498212442,0.0398814022440555,237.75295519828796
30,index_29,8,1,0,0.4,fixed,321,321,1,109,15864,15973,"[""321""]",11,0.020519099862084795,0.0387186791465612,228.09645700454712
