iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,aqua_rat_test_0,8,8,0,0.98,fixed,A,A,1,178,29125,29303,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",29,0.04948625681336854,0.0945428434657731,89.6006178855896
2,aqua_rat_test_1,8,8,0,0.98,fixed,E,E,1,158,31645,31803,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",42,0.04294672456703144,0.077489229296314,137.84454703330994
3,aqua_rat_test_2,8,8,0,0.98,fixed,A,A,1,100,11378,11478,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",19,0.01618860095407664,0.0276448061273336,46.641392946243286
4,aqua_rat_test_3,8,8,0,0.98,fixed,B,B,1,146,17938,18084,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",27,0.02291251716898658,0.0412876974629009,80.09229826927185
5,aqua_rat_test_4,8,8,0,0.98,fixed,B,B,1,111,5502,5613,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",11,0.00876560260986738,0.0176519865964576,19.140291929244995
6,aqua_rat_test_5,8,8,0,0.98,fixed,D,D,1,169,13507,13676,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",18,0.01807593150552062,0.0446984202967927,53.96100687980652
7,aqua_rat_test_6,8,8,0,0.98,fixed,D,D,1,127,12737,12864,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",17,0.018648701797359456,0.0368597415031115,46.81477379798889
8,aqua_rat_test_7,8,8,0,0.98,fixed,C,C,1,142,7818,7960,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",13,0.011720080594185079,0.0244734322642412,28.550269603729248
9,aqua_rat_test_8,8,8,0,0.98,fixed,E,E,1,133,21724,21857,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",28,0.030510503534966777,0.0627692675921494,81.94377326965332
10,aqua_rat_test_9,8,8,0,0.98,fixed,D,D,1,120,8173,8293,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",13,0.012422842815518621,0.0248922929631402,28.882397174835205
11,aqua_rat_test_10,8,8,0,0.98,fixed,B,C,0,163,28912,29075,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",30,0.04784521008517206,0.0827549066539014,92.02166318893433
12,aqua_rat_test_11,8,8,0,0.98,fixed,A,A,1,151,14147,14298,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",19,0.021904401193138173,0.0372187649593106,49.614145040512085
13,aqua_rat_test_12,8,8,0,0.98,fixed,C,C,1,123,16087,16210,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",22,0.02269307376696774,0.0416467209191,63.2049195766449
14,aqua_rat_test_13,8,8,0,0.98,fixed,D,D,1,86,2856,2942,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",5,0.004618679554138154,0.0094542843465773,10.187111377716064
