iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,64,49,0,0.85,fixed,C,C,1,148,187300,187448,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",59,0.3277215978447688,0.7375028020623179,111.28400754928589
2,index_1,64,1,0,0.85,fixed,D,B,0,155,218809,218964,"[""B""]",35,0.27772252671764225,0.9995516700291416,171.41899991035461
4,index_3,64,22,0,0.85,fixed,B,B,1,153,146474,146627,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""D"", ""B"", ""B"", ""B""]",43,0.19224819013349725,0.5732645894044683,106.53401708602905
5,index_4,64,7,0,0.85,fixed,C,C,1,385,207790,208175,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",50,0.2734363360420779,0.8709556900545468,176.2280158996582
7,index_6,64,12,0,0.85,fixed,C,C,1,191,193865,194056,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",56,0.12589839267621358,0.7252484495255174,379.1917586326599
14,index_13,64,10,0,0.85,fixed,D,D,1,29579,171168,200747,"[""A"", ""A"", ""D"", ""D"", ""A"", ""A"", ""D"", ""D"", ""A"", ""D""]",40,0.2436083279788771,0.7397444519166106,117.29748487472534
26,index_25,64,1,0,0.85,fixed,D,A,0,372,195068,195440,"[""A""]",43,0.2722985402864263,0.9577075394156768,158.45307064056396
29,index_28,64,9,0,0.85,fixed,A,A,1,403,186337,186740,"[""A"", ""A"", ""A"", ""D"", ""A"", ""A"", ""A"", ""A"", ""A""]",48,0.3309270007720747,0.8373309422401554,128.39157700538635
30,index_29,64,2,0,0.85,fixed,A,B,0,101,194110,194211,"[""B"", ""B""]",34,0.23526127200913194,0.8802958977807667,149.36958599090576
33,index_32,64,2,0,0.85,fixed,C,B,0,14762,200339,215101,"[""A"", ""B""]",41,0.21916425284034377,0.9611447358589256,199.7364628314972
34,index_33,64,1,0,0.85,fixed,A,A,1,472,189877,190349,"[""A""]",32,0.2171747395310187,0.981992079503848,197.66126823425293
38,index_37,64,1,0,0.85,fixed,C,C,1,303,188029,188332,"[""C""]",34,0.1977644528721202,0.9181797803183144,188.41151976585388
42,index_41,64,49,0,0.85,fixed,D,D,1,234,196995,197229,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",80,0.3173428556645998,0.7318239557647762,133.29682898521423
43,index_42,64,1,0,0.85,fixed,A,D,0,270,182122,182392,"[""D""]",30,0.3428348033963158,0.8912052604049914,112.29860520362854
48,index_47,64,1,0,0.85,fixed,A,D,0,154,235249,235403,"[""D""]",44,0.24302052354466372,0.999701113352761,237.11634230613708
65,index_64,64,1,0,0.85,fixed,A,A,1,292,206000,206292,"[""A""]",32,0.24672517800395927,0.9995516700291416,179.67203378677368
67,index_66,64,35,0,0.85,fixed,D,D,1,242,149349,149591,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",60,0.2734517961796744,0.5356048718523501,92.73685121536255
68,index_67,64,8,0,0.85,fixed,B,B,1,160,211982,212142,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",56,0.1897606077500108,0.8014645445714712,248.72355103492737
69,index_68,64,1,0,0.85,fixed,A,A,1,202,207491,207693,"[""A""]",58,0.17221160898931498,0.8709556900545468,284.6460385322571
