iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,0,0,C,C,1,148,210047,0,0,210195,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.3504387482183572,0.7375028020623179,131.35565900802612
2,index_1,0,0,D,B,0,155,164617,0,0,164772,"[""B"", ""B""]",0.1600896859618556,0.7202420981842637,167.00984811782837
3,index_2,0,0,C,C,1,179,220490,0,0,220669,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.3712514983320525,0.8014645445714712,141.84655833244324
4,index_3,0,0,B,B,1,153,160059,0,0,160212,"[""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""A"", ""D"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.228041746656765,0.6001643876559815,109.78123235702516
5,index_4,0,0,C,C,1,385,255473,0,0,255858,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.4218403218153873,0.9998505566763805,186.1134696006775
6,index_5,0,0,C,C,1,199,185105,0,0,185304,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.3224079099587327,0.7626840020922065,114.96497178077698
7,index_6,0,0,C,C,1,191,285213,0,0,285404,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.203947637734492,0.9616677874915938,457.1045322418213
8,index_7,0,0,D,D,1,471,394459,0,0,394930,"[""D"", ""D"", ""D"", ""D"", ""C"", ""D"", ""A"", ""D"", ""D"", ""D"", ""D""]",0.5239155006863137,0.9999252783381902,394.8543438911438
9,index_8,0,0,A,C,0,262,247840,0,0,248102,"[""C"", ""A"", ""A"", ""C"", ""D"", ""C"", ""A"", ""A"", ""C"", ""A"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""A"", ""C"", ""C"", ""A"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""C"", ""D"", ""C"", ""C"", ""D"", ""A"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.4417265900825581,0.824478816408877,162.79285311698914
10,index_9,0,0,C,C,1,148,154266,0,0,154414,"[""C"", ""C"", ""B""]",0.1635764583617474,0.6590450571620713,150.4656481742859
11,index_10,0,0,A,A,1,399,137437,0,0,137836,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""D"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.3003456730788657,0.4692520361652843,83.03711247444153
