iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,64,47,0,0.95,fixed,C,C,1,148,195707,195855,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",73,0.3044226462529553,0.7375028020623179,126.9751226902008
2,index_1,64,2,0,0.95,fixed,D,C,0,155,221218,221373,"[""C"", ""C""]",34,0.2247889060935534,0.9995516700291416,214.55499720573425
3,index_2,64,59,0,0.95,fixed,C,C,1,179,202931,203110,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",59,0.38661200107390276,0.7794216543375925,116.68516445159912
4,index_3,64,23,0,0.95,fixed,B,B,1,153,159679,159832,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",65,0.2437839774439583,0.6080101621460061,104.81124877929688
5,index_4,64,17,0,0.95,fixed,C,C,1,385,235547,235932,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",77,0.2902286664852719,0.9998505566763805,217.17120814323425
6,index_5,64,15,0,0.95,fixed,C,C,1,199,186732,186931,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",68,0.14851275885223,0.7038780542479265,253.96706986427307
7,index_6,64,7,0,0.95,fixed,C,C,1,191,192781,192972,"[""B"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",55,0.1698037051773975,0.7794216543375925,218.82244324684143
8,index_7,64,3,0,0.95,fixed,D,C,0,471,258910,259381,"[""A"", ""C"", ""C""]",94,0.3037987681790027,0.9999252783381902,285.145711183548
9,index_8,64,14,0,0.95,fixed,A,C,0,262,177446,177708,"[""A"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""A"", ""C"", ""C""]",48,0.25441715446413204,0.7711275498767093,131.05948853492737
10,index_9,64,2,0,0.95,fixed,C,D,0,12924,222074,234998,"[""C"", ""D""]",40,0.2994217333170874,0.9995516700291416,162.59009671211243
11,index_10,64,44,0,0.95,fixed,A,A,1,399,125931,126330,"[""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""D"", ""A"", ""A"", ""A"", ""A""]",59,0.2025704770442898,0.4550549204214301,96.36674690246582
