iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,64,43,0,0.85,fixed,C,C,1,148,191518,191666,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",64,0.3216488345394627,0.7375028020623179,116.82771253585815
2,index_1,64,2,0,0.85,fixed,D,D,1,12457,222954,235411,"[""D"", ""C""]",34,0.29008421777080395,0.9996263916909512,170.6828968524933
4,index_3,64,15,0,0.85,fixed,B,B,1,153,146385,146538,"[""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B""]",56,0.20862907850403323,0.567809908092356,100.15884256362915
5,index_4,64,1,0,0.85,fixed,C,C,1,385,212180,212565,"[""C""]",61,0.20930216250772177,0.9042068295598894,253.89665961265564
7,index_6,64,2,0,0.85,fixed,C,C,1,191,194696,194887,"[""C"", ""C""]",65,0.13358466690296125,0.7611895688560113,334.76400423049927
14,index_13,64,6,0,0.85,fixed,D,D,1,148,175921,176069,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",32,0.25251383063956406,0.775835014570724,122.39066648483276
26,index_25,64,1,0,0.85,fixed,D,A,0,372,197055,197427,"[""A""]",37,0.20287922816101162,0.9748935216319212,215.85255789756775
29,index_28,64,3,0,0.85,fixed,A,D,0,403,197483,197886,"[""C"", ""D"", ""D""]",51,0.2323365648728278,0.921990585070612,187.94099307060242
30,index_29,64,1,0,0.85,fixed,A,C,0,101,198304,198405,"[""C""]",36,0.2809187104296442,0.8964357767316745,134.80143523216248
33,index_32,64,2,0,0.85,fixed,C,A,0,322,197528,197850,"[""A"", ""A""]",40,0.2610163281099888,0.975566016588209,162.31395411491394
34,index_33,64,1,0,0.85,fixed,A,C,0,472,193778,194250,"[""C""]",32,0.22871769231447844,0.9998505566763805,194.37222909927368
38,index_37,64,2,0,0.85,fixed,C,C,1,303,186374,186677,"[""C"", ""C""]",34,0.31001447057264137,0.9277441530299634,127.6761543750763
42,index_41,64,40,0,0.85,fixed,D,D,1,234,200308,200542,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""C"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""A"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",77,0.2530093743197892,0.7726219831129044,161.23746371269226
43,index_42,64,1,0,0.85,fixed,A,D,0,270,184524,184794,"[""D""]",30,0.3929659245118386,0.9055518194724652,104.98159432411194
48,index_47,64,1,0,0.85,fixed,A,D,0,154,240447,240601,"[""D""]",48,0.1925643414846859,0.9998505566763805,322.367666721344
65,index_64,64,1,0,0.85,fixed,A,A,1,292,213547,213839,"[""A""]",33,0.24712372402780555,0.9995516700291416,194.40468096733093
67,index_66,64,18,0,0.85,fixed,D,D,1,242,150512,150754,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",60,0.21449397484215504,0.4939849062243144,113.3747181892395
68,index_67,64,6,0,0.85,fixed,B,B,1,160,207112,207272,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",57,0.2842130436938239,0.7875663154748562,154.0214343070984
