iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,10,5,0,0.74,33,33,1,189,19916,20105,"[""33"", ""33"", ""33"", ""33"", ""33""]",20,0.03706616557458582,0.0564895763281775,60.06082797050476
2,index_1,10,1,0,0.74,23,23,1,221,25668,25889,"[""23""]",25,0.034829620219382296,0.0582828962116117,215.0342698097229
3,index_2,10,2,0,0.74,116,116,1,167,15083,15250,"[""116"", ""116""]",17,0.024174771571600695,0.0504371217215871,55.26443576812744
4,index_3,10,1,0,0.74,809,404,0,140,9646,9786,"[""404""]",10,0.0133648383585916,0.0321303145781962,60.649574756622314
5,index_4,10,1,0,0.74,197,321,0,136,17661,17797,"[""321""]",11,0.028074860229422075,0.0524546065904505,214.47862076759338
6,index_5,10,1,0,0.74,385,16,0,123,29518,29641,"[""16""]",24,0.040131353018480004,0.0695658671448853,310.9515199661255
7,index_6,10,1,0,0.74,371,139,0,118,22329,22447,"[""139""]",12,0.039887245955876,0.0774863632967197,353.0750069618225
8,index_7,10,1,0,0.74,601,601,1,114,30862,30976,"[""601""]",22,0.0374189331028784,0.0833893745796906,237.00135922431946
9,index_8,10,1,0,0.74,25,25,1,92,21406,21498,"[""25""]",16,0.029448156892535823,0.0522304416050213,213.32054591178894
10,index_9,10,1,0,0.74,55,55,1,103,9330,9433,"[""55""]",9,0.012209542217001865,0.0299633863857131,54.84488582611084
11,index_10,10,2,0,0.74,540,540,1,91,20170,20261,"[""540"", ""540""]",24,0.03675843734443244,0.0618695359784802,55.823795557022095
12,index_11,10,1,0,0.74,45,45,1,181,18007,18188,"[""45""]",25,0.030752763232705642,0.0511096166778749,62.954878091812134
13,index_12,10,1,0,0.74,204,204,1,176,15070,15246,"[""204""]",19,0.026860992102603315,0.0448329970858552,50.402095079422
14,index_13,10,1,0,0.74,699,629,0,113,33670,33783,"[""629""]",33,0.041638305965659546,0.0692669804976462,254.58617496490479
15,index_14,10,1,0,0.74,294,294,1,96,12972,13068,"[""294""]",12,0.01754598368993183,0.0292161697676156,103.45404076576233
16,index_15,10,1,0,0.74,110,134,0,107,20899,21006,"[""134""]",35,0.030627605140721645,0.0458791003511918,119.17972826957703
17,index_16,10,1,0,0.74,721,721,1,140,23667,23807,"[""721""]",36,0.032859273238898076,0.0461779869984309,131.8394672870636
18,index_17,10,1,0,0.74,315,60,0,95,19733,19828,"[""60""]",17,0.031192419349035907,0.058507061197041,244.82468223571777
19,index_18,10,1,0,0.74,468,468,1,95,12766,12861,"[""468""]",15,0.016429038885671727,0.0342972427706792,80.90113425254822
20,index_19,10,1,0,0.74,902,59048,0,142,22189,22331,"[""59048""]",9,0.04070431113707472,0.0792796831801538,361.7328522205353
21,index_20,10,1,0,0.74,211,121,0,165,34710,34875,"[""121""]",19,0.05743855052241798,0.1211985354554285,1072.9508097171783
22,index_21,10,1,0,0.74,80,80,1,104,12378,12482,"[""80""]",10,0.018106039516076904,0.0322050362400059,114.23351001739502
23,index_22,10,1,0,0.74,480,480,1,126,17998,18124,"[""480""]",14,0.02739916004817383,0.0502876783979675,204.51631712913513
24,index_23,10,1,0,0.74,236,236,1,113,14715,14828,"[""236""]",14,0.01930378627398948,0.0381080475229769,107.44583034515381
25,index_24,10,1,0,0.74,73,73,1,154,9544,9698,"[""73""]",8,0.013574739816380521,0.0289172831203765,72.74603724479675
26,index_25,10,1,0,0.74,113,149,0,397,18814,19211,"[""149""]",14,0.030793162837420295,0.0537248748412164,218.55544805526733
27,index_26,10,1,0,0.74,127,6,0,203,26651,26854,"[""6""]",15,0.04492247333691655,0.0855563027721736,398.6758499145508
28,index_27,10,1,0,0.74,104,104,1,194,19136,19330,"[""104""]",20,0.02510992952968769,0.048569080176343,127.7925808429718
29,index_28,10,1,0,0.74,104,108,0,119,26475,26594,"[""108""]",13,0.044782166023399524,0.086378241052081,404.42568850517273
30,index_29,10,1,0,0.74,321,321,1,104,14839,14943,"[""321""]",15,0.018769895233059483,0.0373608309048792,90.86310195922852
