iteration,question_id,n_chains_max,window_size,n_chains_generated,stopped_early,correct_answer,final_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,total_reasoning_tokens,total_non_reasoning_tokens,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec,individual_answers_str
1,aqua_rat_test_0,64,8,8,True,A,A,1,173,20305,20478,,,0.0394047601031466,0.0765601217656012,60.23326373100281,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
2,aqua_rat_test_1,64,8,8,True,E,E,1,153,19708,19861,,,0.0301386639976914,0.0561643835616438,83.30629467964172,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
3,aqua_rat_test_2,64,8,8,True,A,A,1,95,14366,14461,,,0.0279539048208955,0.0485540334855403,42.702462673187256,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
4,aqua_rat_test_3,64,8,8,True,B,B,1,141,12743,12884,,,0.027142002305193,0.0512937595129375,33.69911432266235,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
5,aqua_rat_test_4,64,8,8,True,B,B,1,106,5083,5189,,,0.010657270989642,0.0194063926940639,14.318086862564089,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
6,aqua_rat_test_5,64,8,8,True,D,D,1,164,11041,11205,,,0.0235809030579097,0.0422374429223744,29.188258171081543,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
7,aqua_rat_test_6,64,8,8,True,D,D,1,122,15175,15297,,,0.0275208715747103,0.0430745814307458,53.03916668891907,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
8,aqua_rat_test_7,64,8,8,True,C,C,1,137,8200,8337,,,0.0160333612452189,0.0294520547945205,24.47818064689636,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
9,aqua_rat_test_8,64,8,8,True,E,E,1,128,13402,13530,,,0.0277578015405554,0.05662100456621,36.438636302948,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
10,aqua_rat_test_9,64,8,8,True,D,D,1,115,6243,6358,,,0.0139052452092083,0.0261796042617959,15.894030570983888,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
11,aqua_rat_test_10,64,8,8,True,B,C,0,158,30678,30836,,,0.0573141305099694,0.0975646879756468,97.02574706077576,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
12,aqua_rat_test_11,64,8,8,True,A,A,1,146,8922,9068,,,0.0163301744265896,0.0330289193302891,28.18186974525452,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
13,aqua_rat_test_12,64,8,8,True,C,C,1,118,12508,12626,,,0.0258008667255242,0.0445205479452054,34.28362059593201,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
14,aqua_rat_test_13,64,8,8,True,D,D,1,81,3699,3780,,,0.007759512937595,0.0137747336377472,10.417319536209106,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
15,aqua_rat_test_14,64,8,8,True,C,C,1,99,5873,5972,,,0.0101844051296451,0.0191780821917808,20.44268298149109,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
16,aqua_rat_test_15,64,8,8,True,A,A,1,109,5068,5177,,,0.0117372448447696,0.021841704718417,12.825048208236694,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
17,aqua_rat_test_16,64,8,16,True,A,A,1,143,70236,70379,,,0.0544264438922185,0.1224505327245053,277.5818073749542,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""B"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
18,aqua_rat_test_17,64,8,8,True,D,D,1,151,8039,8190,,,0.0179248674749382,0.034855403348554,20.605980396270752,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
19,aqua_rat_test_18,64,8,8,True,D,D,1,183,6720,6903,,,0.0140703718681021,0.0258751902587519,19.055461168289185,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
20,aqua_rat_test_19,64,8,8,True,C,C,1,106,8738,8844,,,0.0178561914646911,0.0335616438356164,24.21558880805969,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
21,aqua_rat_test_20,64,8,8,True,C,E,0,122,73440,73562,,,0.1407118127004657,0.3074581430745814,227.2813205718994,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
22,aqua_rat_test_21,64,8,8,True,A,A,1,141,32077,32218,,,0.0643294758970533,0.1273211567732115,90.61826300621031,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
23,aqua_rat_test_22,64,8,8,True,E,E,1,142,23607,23749,,,0.034671614607343,0.078462709284627,98.92857074737547,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]"
24,aqua_rat_test_23,64,8,8,True,A,A,1,144,13916,14060,,,0.0287839915893862,0.0573059360730593,38.05270886421204,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
25,aqua_rat_test_24,64,8,8,True,D,D,1,137,5684,5821,,,0.0121297926073313,0.0232115677321156,15.729553699493408,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
26,aqua_rat_test_25,64,8,8,True,D,D,1,123,6752,6875,,,0.0129553678032063,0.0280060882800609,20.24770998954773,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]"
27,aqua_rat_test_26,64,8,8,True,C,C,1,109,5009,5118,,,0.0121092079697091,0.0212328767123287,12.087175369262695,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]"
28,aqua_rat_test_27,64,8,8,True,A,A,1,136,11163,11299,,,0.0237990612840156,0.0408675799086758,29.788815021514893,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
29,aqua_rat_test_28,64,8,8,True,B,B,1,127,6611,6738,,,0.0143513640088982,0.0256468797564688,17.79046058654785,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
30,aqua_rat_test_29,64,8,8,True,A,A,1,112,4686,4798,,,0.0088349709175907,0.0169710806697107,15.34872269630432,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
31,aqua_rat_test_30,64,8,8,True,B,B,1,121,5922,6043,,,0.0131803360922999,0.0229071537290714,15.514850854873655,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]"
32,aqua_rat_test_31,64,8,8,True,A,A,1,141,6130,6271,,,0.0124001873316941,0.021765601217656,18.147390604019165,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]"
