iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,10,4,0,0.6,33,33,1,189,20023,20212,"[""33"", ""33"", ""33"", ""33""]",23,0.034212695504521204,0.0603751027422849,69.748952627182
2,index_1,10,1,0,0.6,23,23,1,221,18394,18615,"[""23""]",17,0.024862616752596534,0.0511096166778749,131.92850422859192
3,index_2,10,1,0,0.6,116,116,1,167,11040,11207,"[""116""]",15,0.02064694058195656,0.0388552641410745,37.05410408973694
4,index_3,10,1,0,0.6,809,809,1,140,9201,9341,"[""809""]",9,0.012773766327563338,0.030635881342001,66.4306857585907
5,index_4,10,1,0,0.6,197,197,1,136,11025,11161,"[""197""]",8,0.01691073237537862,0.0301128297093327,115.11601972579956
6,index_5,10,1,0,0.6,385,8,0,123,28271,28394,"[""8""]",23,0.04058777731677849,0.0728536202645147,340.07347869873047
7,index_6,10,1,0,0.6,371,139,0,118,22131,22249,"[""139""]",11,0.03885464325009477,0.0753194351042366,356.28876209259033
8,index_7,10,1,0,0.6,601,601,1,114,29290,29404,"[""601""]",23,0.03593216047091218,0.0735261152208025,230.90370655059814
9,index_8,10,1,0,0.6,25,25,1,92,16745,16837,"[""25""]",16,0.02149959735874503,0.0403496973772696,121.48145151138306
10,index_9,10,1,0,0.6,55,55,1,103,11712,11815,"[""55""]",13,0.015907176389956933,0.0298886647239035,87.95145583152771
11,index_10,10,2,0,0.6,540,540,1,91,17458,17549,"[""540"", ""540""]",17,0.023723318948604712,0.0549951430919823,75.49299478530884
12,index_11,10,1,0,0.6,45,45,1,181,19794,19975,"[""45""]",19,0.026831024997165918,0.0427407905551819,161.49200129508972
13,index_12,10,2,0,0.6,204,204,1,176,12370,12546,"[""204"", ""204""]",16,0.01892342042093492,0.0366136142867817,58.09388566017151
14,index_13,10,1,0,0.6,699,699,1,113,31831,31944,"[""699""]",24,0.040443657987571414,0.0685944855413583,296.84791922569275
15,index_14,10,1,0,0.6,294,294,1,96,8885,8981,"[""294""]",12,0.012238050661513865,0.0291414481058058,45.003602743148804
16,index_15,10,1,0,0.6,110,110,1,107,19738,19845,"[""110""]",21,0.05117989559833551,0.1184338339684674,751.4549462795258
17,index_16,10,1,0,0.6,721,721,1,140,14319,14459,"[""721""]",23,0.019942099751582103,0.0336247478143914,93.10838770866394
18,index_17,10,1,0,0.6,315,144,0,95,20972,21067,"[""144""]",7,0.03763768546755091,0.0734513935589927,342.1501564979553
19,index_18,10,1,0,0.6,468,468,1,95,16338,16433,"[""468""]",12,0.024976339408615288,0.0463274303220503,190.1261248588562
20,index_19,10,1,0,0.6,902,62,0,142,21260,21402,"[""62""]",7,0.04022460492996418,0.0786819098856758,376.1137433052063
21,index_20,10,1,0,0.6,211,211,1,165,28513,28678,"[""211""]",16,0.053777239136487714,0.1180602256594186,1019.9887664318085
22,index_21,10,1,0,0.6,80,80,1,104,17192,17296,"[""80""]",9,0.028475213437922874,0.0543226481356945,228.4503767490387
23,index_22,10,1,0,0.6,480,480,1,126,20236,20362,"[""480""]",17,0.03163498885526257,0.057909287902563,248.5980200767517
24,index_23,10,1,0,0.6,236,236,1,113,14429,14542,"[""236""]",18,0.019397667845908798,0.0301128297093327,111.0889048576355
25,index_24,10,1,0,0.6,73,73,1,154,8153,8307,"[""73""]",10,0.011620301988386266,0.0268997982515131,59.259828090667725
26,index_25,10,1,0,0.6,113,115,0,397,20568,20965,"[""115""]",10,0.036322687109280855,0.0671000523051632,307.950736284256
27,index_26,10,1,0,0.6,127,13,0,203,26166,26369,"[""13""]",9,0.048856438402143404,0.0951206754838227,476.0826292037964
28,index_27,10,1,0,0.6,104,250,0,194,12244,12438,"[""250""]",13,0.01696275633842065,0.0375102742284988,85.7383873462677
29,index_28,10,1,0,0.6,104,104,1,119,18140,18259,"[""104""]",11,0.02981146665095199,0.056639019651797,252.37673497200012
30,index_29,10,1,0,0.6,321,321,1,104,14629,14733,"[""321""]",22,0.020020806348107063,0.0329522528581035,106.81120038032532
