iteration,question_id,num_detected_t0.70,num_same_answer_t0.70,same_answer_perc_t0.70,num_detected_t0.80,num_same_answer_t0.80,same_answer_perc_t0.80,num_detected_t0.90,num_same_answer_t0.90,same_answer_perc_t0.90,num_detected_t0.92,num_same_answer_t0.92,same_answer_perc_t0.92,num_detected_t0.95,num_same_answer_t0.95,same_answer_perc_t0.95,num_detected_t0.98,num_same_answer_t0.98,same_answer_perc_t0.98
1,index_0,86,86,100.00,85,85,100.00,47,47,100.00,29,29,100.00,8,8,100.00,2,2,100.00
2,index_1,120,43,35.83,120,43,35.83,109,36,33.03,97,31,31.96,46,15,32.61,9,2,22.22
3,index_2,55,55,100.00,53,53,100.00,21,21,100.00,14,14,100.00,7,7,100.00,0,0,
4,index_3,89,55,61.80,88,54,61.36,62,40,64.52,39,28,71.79,9,6,66.67,0,0,
5,index_4,82,82,100.00,69,69,100.00,25,25,100.00,11,11,100.00,0,0,,0,0,
6,index_5,51,51,100.00,48,48,100.00,38,38,100.00,35,35,100.00,16,16,100.00,0,0,
7,index_6,76,76,100.00,71,71,100.00,28,28,100.00,17,17,100.00,4,4,100.00,0,0,
8,index_7,104,104,100.00,103,103,100.00,74,74,100.00,44,44,100.00,6,6,100.00,0,0,
9,index_8,102,39,38.24,99,39,39.39,59,20,33.90,28,10,35.71,10,3,30.00,0,0,
10,index_9,103,88,85.44,99,85,85.86,81,67,82.72,56,46,82.14,17,13,76.47,0,0,
11,index_10,64,64,100.00,60,60,100.00,37,37,100.00,26,26,100.00,4,4,100.00,0,0,
12,index_11,74,74,100.00,67,67,100.00,34,34,100.00,26,26,100.00,7,7,100.00,0,0,
13,index_12,119,52,43.70,119,52,43.70,98,44,44.90,80,37,46.25,24,10,41.67,2,1,50.00
14,index_13,104,68,65.38,101,66,65.35,56,32,57.14,26,17,65.38,4,1,25.00,0,0,
15,index_14,54,47,87.04,50,44,88.00,41,36,87.80,31,28,90.32,16,16,100.00,0,0,
16,index_15,119,36,30.25,119,36,30.25,111,34,30.63,95,30,31.58,24,7,29.17,4,0,0.00
17,index_16,49,49,100.00,46,46,100.00,28,28,100.00,20,20,100.00,14,14,100.00,2,2,100.00
18,index_17,83,83,100.00,80,80,100.00,54,54,100.00,44,44,100.00,14,14,100.00,0,0,
19,index_18,118,90,76.27,118,90,76.27,90,67,74.44,68,50,73.53,16,15,93.75,2,2,100.00
20,index_19,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,
21,index_20,110,99,90.00,109,98,89.91,88,79,89.77,70,62,88.57,33,30,90.91,3,3,100.00
22,index_21,60,27,45.00,57,27,47.37,30,14,46.67,23,12,52.17,6,4,66.67,0,0,
23,index_22,120,72,60.00,120,72,60.00,98,62,63.27,82,54,65.85,29,18,62.07,4,1,25.00
24,index_23,119,59,49.58,117,59,50.43,65,33,50.77,38,22,57.89,9,7,77.78,1,0,0.00
25,index_24,119,68,57.14,119,68,57.14,81,48,59.26,56,31,55.36,13,8,61.54,3,2,66.67
26,index_25,117,58,49.57,117,58,49.57,95,49,51.58,69,36,52.17,26,11,42.31,1,1,100.00
27,index_26,88,79,89.77,87,78,89.66,62,57,91.94,46,44,95.65,2,2,100.00,0,0,
28,index_27,113,64,56.64,109,61,55.96,40,19,47.50,15,7,46.67,1,1,100.00,0,0,
29,index_28,116,36,31.03,115,36,31.30,94,26,27.66,76,19,25.00,18,2,11.11,1,0,0.00
30,index_29,117,117,100.00,117,117,100.00,93,93,100.00,71,71,100.00,23,23,100.00,3,3,100.00
31,index_30,108,80,74.07,106,78,73.58,34,23,67.65,16,9,56.25,0,0,,0,0,
32,index_31,115,115,100.00,114,114,100.00,105,105,100.00,91,91,100.00,48,48,100.00,11,11,100.00
33,index_32,105,70,66.67,100,66,66.00,48,32,66.67,28,21,75.00,5,5,100.00,0,0,
34,index_33,120,57,47.50,119,56,47.06,110,50,45.45,76,38,50.00,20,13,65.00,1,1,100.00
35,index_34,41,41,100.00,41,41,100.00,31,31,100.00,28,28,100.00,12,12,100.00,2,2,100.00
36,index_35,107,52,48.60,104,51,49.04,24,12,50.00,11,5,45.45,3,0,0.00,0,0,
37,index_36,118,46,38.98,109,43,39.45,42,15,35.71,25,10,40.00,7,4,57.14,0,0,
38,index_37,110,110,100.00,108,108,100.00,78,78,100.00,60,60,100.00,15,15,100.00,2,2,100.00
39,index_38,8,8,100.00,8,8,100.00,2,2,100.00,2,2,100.00,0,0,,0,0,
40,index_39,88,88,100.00,85,85,100.00,32,32,100.00,16,16,100.00,1,1,100.00,0,0,
41,index_40,88,88,100.00,83,83,100.00,52,52,100.00,41,41,100.00,11,11,100.00,1,1,100.00
42,index_41,80,80,100.00,78,78,100.00,57,57,100.00,46,46,100.00,13,13,100.00,2,2,100.00
43,index_42,101,33,32.67,99,33,33.33,73,23,31.51,52,18,34.62,20,9,45.00,0,0,
44,index_43,13,13,100.00,11,11,100.00,7,7,100.00,7,7,100.00,3,3,100.00,1,1,100.00
45,index_44,116,116,100.00,115,115,100.00,99,99,100.00,82,82,100.00,46,46,100.00,3,3,100.00
46,index_45,120,44,36.67,119,43,36.13,90,33,36.67,61,23,37.70,7,2,28.57,0,0,
47,index_46,106,106,100.00,101,101,100.00,48,48,100.00,28,28,100.00,5,5,100.00,1,1,100.00
48,index_47,120,37,30.83,117,36,30.77,71,23,32.39,36,14,38.89,3,2,66.67,0,0,
49,index_48,120,41,34.17,120,41,34.17,111,36,32.43,92,31,33.70,52,15,28.85,4,2,50.00
50,index_49,60,60,100.00,49,49,100.00,14,14,100.00,6,6,100.00,1,1,100.00,0,0,
51,index_50,119,104,87.39,119,104,87.39,118,103,87.29,113,98,86.73,72,64,88.89,7,6,85.71
52,index_51,69,69,100.00,65,65,100.00,27,27,100.00,17,17,100.00,5,5,100.00,0,0,
53,index_52,120,65,54.17,120,65,54.17,109,58,53.21,78,39,50.00,16,10,62.50,1,1,100.00
54,index_53,117,43,36.75,115,42,36.52,89,32,35.96,65,24,36.92,15,7,46.67,3,2,66.67
55,index_54,120,57,47.50,120,57,47.50,94,46,48.94,49,25,51.02,9,4,44.44,0,0,
56,index_55,115,66,57.39,114,65,57.02,56,37,66.07,22,16,72.73,3,3,100.00,0,0,
57,index_56,114,47,41.23,114,47,41.23,99,42,42.42,88,37,42.05,46,21,45.65,1,1,100.00
58,index_57,82,40,48.78,79,39,49.37,69,35,50.72,65,33,50.77,24,12,50.00,2,1,50.00
59,index_58,59,59,100.00,56,56,100.00,34,34,100.00,24,24,100.00,7,7,100.00,0,0,
60,index_59,115,115,100.00,113,113,100.00,92,92,100.00,74,74,100.00,37,37,100.00,5,5,100.00
61,index_60,110,95,86.36,109,94,86.24,83,73,87.95,53,48,90.57,6,4,66.67,1,0,0.00
62,index_61,120,81,67.50,120,81,67.50,75,51,68.00,51,37,72.55,8,4,50.00,0,0,
63,index_62,116,116,100.00,115,115,100.00,79,79,100.00,52,52,100.00,10,10,100.00,2,2,100.00
64,index_63,120,43,35.83,120,43,35.83,107,39,36.45,72,27,37.50,15,2,13.33,0,0,
65,index_64,119,71,59.66,119,71,59.66,100,59,59.00,71,41,57.75,25,17,68.00,2,1,50.00
66,index_65,10,10,100.00,7,7,100.00,2,2,100.00,1,1,100.00,1,1,100.00,1,1,100.00
67,index_66,89,89,100.00,83,83,100.00,30,30,100.00,14,14,100.00,5,5,100.00,1,1,100.00
68,index_67,85,85,100.00,77,77,100.00,36,36,100.00,14,14,100.00,2,2,100.00,0,0,
69,index_68,117,117,100.00,116,116,100.00,86,86,100.00,66,66,100.00,20,20,100.00,2,2,100.00
70,index_69,118,72,61.02,117,72,61.54,68,41,60.29,44,26,59.09,14,9,64.29,2,1,50.00
71,index_70,72,72,100.00,69,69,100.00,46,46,100.00,28,28,100.00,8,8,100.00,1,1,100.00
72,index_71,117,67,57.26,116,66,56.90,61,32,52.46,36,21,58.33,10,4,40.00,0,0,
73,index_72,27,27,100.00,24,24,100.00,16,16,100.00,10,10,100.00,3,3,100.00,0,0,
74,index_73,98,98,100.00,96,96,100.00,77,77,100.00,62,62,100.00,24,24,100.00,1,1,100.00
75,index_74,63,63,100.00,45,45,100.00,13,13,100.00,7,7,100.00,0,0,,0,0,
76,index_75,105,42,40.00,104,41,39.42,67,28,41.79,34,19,55.88,6,2,33.33,0,0,
77,index_76,120,120,100.00,119,119,100.00,99,99,100.00,71,71,100.00,13,13,100.00,0,0,
78,index_77,102,102,100.00,101,101,100.00,71,71,100.00,46,46,100.00,11,11,100.00,1,1,100.00
79,index_78,119,91,76.47,117,90,76.92,76,58,76.32,35,23,65.71,5,4,80.00,0,0,
80,index_79,115,29,25.22,115,29,25.22,72,16,22.22,57,13,22.81,25,4,16.00,7,1,14.29
81,index_80,117,49,41.88,116,48,41.38,76,37,48.68,49,20,40.82,20,9,45.00,3,2,66.67
82,index_81,112,87,77.68,112,87,77.68,85,69,81.18,59,46,77.97,19,16,84.21,2,2,100.00
83,index_82,102,102,100.00,102,102,100.00,77,77,100.00,65,65,100.00,28,28,100.00,4,4,100.00
84,index_83,1,1,100.00,1,1,100.00,0,0,,0,0,,0,0,,0,0,
85,index_84,104,92,88.46,104,92,88.46,84,73,86.90,69,59,85.51,33,28,84.85,6,6,100.00
86,index_85,116,62,53.45,115,61,53.04,77,37,48.05,47,21,44.68,5,2,40.00,0,0,
87,index_86,88,88,100.00,81,81,100.00,28,28,100.00,11,11,100.00,0,0,,0,0,
88,index_87,10,6,60.00,7,3,42.86,3,2,66.67,0,0,,0,0,,0,0,
89,index_88,119,78,65.55,117,76,64.96,79,50,63.29,45,31,68.89,8,6,75.00,0,0,
90,index_89,118,118,100.00,117,117,100.00,71,71,100.00,41,41,100.00,13,13,100.00,5,5,100.00
91,index_90,118,79,66.95,118,79,66.95,73,48,65.75,40,26,65.00,6,6,100.00,0,0,
92,index_91,119,50,42.02,119,50,42.02,118,50,42.37,109,49,44.95,44,22,50.00,5,4,80.00
93,index_92,76,46,60.53,73,45,61.64,41,26,63.41,28,17,60.71,6,1,16.67,0,0,
94,index_93,113,98,86.73,112,98,87.50,73,63,86.30,45,39,86.67,8,4,50.00,1,1,100.00
95,index_94,118,35,29.66,117,35,29.91,92,28,30.43,56,20,35.71,6,4,66.67,0,0,
96,index_95,105,105,100.00,102,102,100.00,51,51,100.00,36,36,100.00,16,16,100.00,3,3,100.00
97,index_96,10,10,100.00,6,6,100.00,1,1,100.00,1,1,100.00,0,0,,0,0,
98,index_97,117,77,65.81,116,76,65.52,84,55,65.48,42,26,61.90,6,6,100.00,0,0,
99,index_98,120,39,32.50,120,39,32.50,94,35,37.23,55,22,40.00,14,7,50.00,1,1,100.00
100,index_99,116,49,42.24,114,49,42.98,65,30,46.15,37,16,43.24,5,2,40.00,1,0,0.00
101,index_100,103,76,73.79,101,75,74.26,50,38,76.00,33,25,75.76,7,7,100.00,1,1,100.00
102,index_101,99,99,100.00,97,97,100.00,55,55,100.00,25,25,100.00,4,4,100.00,0,0,
103,index_102,119,55,46.22,118,55,46.61,90,46,51.11,68,35,51.47,5,3,60.00,0,0,
104,index_103,96,81,84.38,94,79,84.04,73,61,83.56,61,50,81.97,30,23,76.67,0,0,
105,index_104,97,97,100.00,95,95,100.00,59,59,100.00,29,29,100.00,5,5,100.00,1,1,100.00
106,index_105,118,56,47.46,113,54,47.79,83,46,55.42,62,35,56.45,26,15,57.69,12,8,66.67
107,index_106,4,4,100.00,4,4,100.00,2,2,100.00,1,1,100.00,1,1,100.00,0,0,
108,index_107,29,29,100.00,24,24,100.00,3,3,100.00,2,2,100.00,1,1,100.00,0,0,
109,index_108,102,102,100.00,98,98,100.00,59,59,100.00,36,36,100.00,11,11,100.00,5,5,100.00
110,index_109,107,107,100.00,106,106,100.00,97,97,100.00,75,75,100.00,29,29,100.00,5,5,100.00
111,index_110,120,43,35.83,120,43,35.83,115,40,34.78,96,38,39.58,35,13,37.14,1,1,100.00
