iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,aqua_rat_test_0,8,8,0,0.98,fixed,A,A,1,173,20544,20717,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",12,0.04380773518001072,0.0818949413434955,58.27396512031555
2,aqua_rat_test_1,8,8,0,0.98,fixed,E,E,1,153,25133,25286,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",25,0.047051952154593964,0.0821191063289247,81.98726344108582
3,aqua_rat_test_2,8,8,0,0.98,fixed,A,A,1,95,12999,13094,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",14,0.021272332887039756,0.0434132855114697,48.72868037223816
4,aqua_rat_test_3,8,8,0,0.98,fixed,B,B,1,141,11982,12123,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",11,0.0261868696577665,0.0430396772024209,34.493884563446045
5,aqua_rat_test_4,8,8,0,0.98,fixed,B,B,1,106,4743,4849,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",4,0.013659320823653818,0.021968168572069,11.560736179351807
6,aqua_rat_test_5,8,8,0,0.98,fixed,D,D,1,164,11953,12117,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",13,0.027215732106645584,0.0460285436748113,33.388914346694946
7,aqua_rat_test_6,8,8,0,0.98,fixed,D,D,1,122,15010,15132,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",19,0.02877045785998812,0.0517821116341628,48.50890636444092
8,aqua_rat_test_7,8,8,0,0.98,fixed,C,C,1,137,7247,7384,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",7,0.0185269294780459,0.0323544795636254,18.991037368774414
9,aqua_rat_test_8,8,8,0,0.98,fixed,E,E,1,128,20645,20773,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",22,0.033418550189953634,0.0632892475528655,80.2594780921936
10,aqua_rat_test_9,8,8,0,0.98,fixed,D,D,1,115,7055,7170,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",9,0.01688683246456241,0.0277217365314204,19.458592176437378
11,aqua_rat_test_10,8,8,0,0.98,fixed,B,C,0,158,28811,28969,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",20,0.06571007840545073,0.1153702458342673,73.40565133094788
12,aqua_rat_test_11,8,8,0,0.98,fixed,A,A,1,146,8670,8816,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",10,0.018508508338086156,0.0358663976686841,27.288099765777588
13,aqua_rat_test_12,8,8,0,0.98,fixed,C,C,1,118,15836,15954,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",15,0.026293045886686784,0.0475976985728162,61.25955510139465
14,aqua_rat_test_13,8,8,0,0.98,fixed,D,D,1,81,3874,3955,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",4,0.009818426361802237,0.0191287454232982,10.462573766708374
15,aqua_rat_test_14,8,8,0,0.98,fixed,C,C,1,99,5610,5709,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",10,0.01291014593520487,0.0257042516625569,15.988023281097412
16,aqua_rat_test_15,8,8,0,0.98,fixed,A,A,1,109,5383,5492,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",4,0.014460622816372599,0.0274975715459911,13.73843789100647
17,aqua_rat_test_16,8,8,0,0.98,fixed,A,A,1,143,38898,39041,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",38,0.06590353309758375,0.1099902861839647,141.73778343200684
18,aqua_rat_test_17,8,8,0,0.98,fixed,D,D,1,151,7843,7994,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",7,0.019761848399719235,0.0376597175521183,20.944814682006836
19,aqua_rat_test_18,8,8,0,0.98,fixed,D,D,1,183,7709,7892,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",5,0.021253003106065513,0.0331764178435328,20.07802414894104
20,aqua_rat_test_19,8,8,0,0.98,fixed,C,C,1,106,8865,8971,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",6,0.02130091324450563,0.0388552641410745,22.5820529460907
21,aqua_rat_test_20,8,1,0,0.98,fixed,C,E,0,122,27630,27752,"[""E""]",19,0.03570572356988302,0.0928043039677202,169.78916931152344
