iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,8,8,"\left( 3, \frac{\pi}{2} \right)","(3, \frac{\pi}{2})",1,140,7424,5850,1558,7564,"[""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})"", ""\\left(3, \\frac{\\pi}{2}\\right)"", ""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})"", ""(3, \\frac{\\pi}{2})""]",0.0148491864446976,0.0328775311962937,24.94380259513855
2,index_1,8,8,p - q,p - q,1,203,30590,27494,3080,30793,"[""p - q"", ""p - q"", ""p - q"", ""p - q"", ""p - q"", ""p - q"", ""p - q"", ""p - q""]",0.0628957498078355,0.0983337069416423,94.6141505241394
3,index_2,8,8,\frac{14}{3},\dfrac{14}{3},1,139,12212,9239,2957,12351,"[""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}"", ""\\dfrac{14}{3}""]",0.0277514919046174,0.0478218635582455,32.8599328994751
4,index_3,8,8,9,9,1,106,10332,8383,1933,10438,"[""9"", ""9"", ""9"", ""9"", ""9"", ""9"", ""9"", ""9""]",0.0202692298639565,0.0364641709631622,32.7736611366272
5,index_4,8,8,\text{Evelyn},Evelyn,1,431,24291,21898,2377,24722,"[""Evelyn"", ""Evelyn"", ""\\text{Evelyn}"", ""Evelyn"", ""\\text{Evelyn}"", ""Evelyn"", ""Evelyn"", ""Evelyn""]",0.0449912875653432,0.0950459538220129,93.57573652267456
6,index_5,8,8,42,42,1,133,5336,4353,967,5469,"[""42"", ""42"", ""42"", ""42"", ""42"", ""42"", ""42"", ""42""]",0.0117444411203248,0.0233131584846446,17.681411266326904
7,index_6,8,8,27,27,1,111,14861,12086,2759,14972,"[""27"", ""27"", ""27"", ""27"", ""27"", ""27"", ""27"", ""27""]",0.0281226638674106,0.0523798849286407,48.157949924468994
8,index_7,8,8,90^\circ,90,1,158,20860,17540,3304,21018,"[""90^\\circ"", ""90^\\circ"", ""90"", ""90"", ""90"", ""61.5^\\circ"", ""90"", ""90""]",0.0292923627591371,0.0639617425091534,104.24048781394958
9,index_8,8,8,3\sqrt{13},3\sqrt{13},1,126,8615,6670,1929,8741,"[""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}"", ""3\\sqrt{13}""]",0.0159650475723104,0.0334753044907718,30.61397099494934
10,index_9,8,8,4,4,1,241,92791,90063,2712,93032,"[""4"", ""5"", ""3"", ""5"", ""12"", ""4"", ""3"", ""4""]",0.1644613737996014,0.3316147351117089,384.7598338127136
11,index_10,8,8,2220,2220,1,117,27605,25208,2381,27722,"[""2220"", ""2220"", ""2220"", ""2220"", ""2220"", ""2220"", ""2220"", ""2220""]",0.0573862185549439,0.1030411716356571,74.70350813865662
12,index_11,8,8,\frac{3}{56},\dfrac{3}{56},1,151,42757,38034,4707,42908,"[""\\dfrac{721}{9}"", ""\\dfrac{1}{9}"", ""\\dfrac{3}{56}"", ""\\dfrac{3}{56}"", ""\\dfrac{3}{56}"", ""\\dfrac{1}{9}"", ""\\dfrac{3}{56}"", ""\\dfrac{3}{56}""]",0.0579288091994861,0.1090936262422476,264.5930564403534
13,index_12,8,8,284,284,1,163,19170,17136,2018,19333,"[""284"", ""284"", ""284"", ""284"", ""284"", ""284"", ""284"", ""284""]",0.0404770202469651,0.069341702159456,54.79612731933594
14,index_13,8,8,5,5,1,267,6129,4768,1345,6396,"[""5"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5"", ""5""]",0.0191750124724793,0.0344466860942986,16.90602135658264
15,index_14,8,8,\sqrt{51},\sqrt{51},1,205,12540,10193,2331,12745,"[""\\sqrt{51}"", ""\\sqrt{51}"", ""\\sqrt{51}"", ""\\sqrt{51}"", ""\\sqrt{51}"", ""\\sqrt{51}"", ""\\sqrt{51}"", ""\\sqrt{51}""]",0.0276401012427431,0.048569080176343,37.53499436378479
16,index_15,8,8,6 - 5i,6 - 5i,1,271,23966,21094,2856,24237,"[""6 - 5i"", ""6 - 5i"", ""6 - 5i"", ""6 - 5i"", ""6 - 5i"", ""6 - 5i"", ""6 - 5i"", ""6 - 5i""]",0.0479492070576327,0.0810730030635881,77.42858076095581
17,index_16,8,8,-50,-50,1,116,12653,11540,1097,12769,"[""-50"", ""-50"", ""-50"", ""-50"", ""-50"", ""-50"", ""-50"", ""-50""]",0.0257142782114259,0.0472240902637675,37.27495503425598
18,index_17,8,8,\pi,\pi,1,303,49545,46745,2784,49848,"[""\\pi"", ""\\pi"", ""\\pi"", ""\\dfrac{\\pi}{3}"", ""\\pi"", ""\\pi"", ""\\pi"", ""\\dfrac{\\pi}{2}""]",0.0854565612524693,0.1572890981095419,209.46651077270508
19,index_18,8,8,28,56,0,242,82870,79869,2985,83112,"[""56"", ""28"", ""56"", ""28"", ""28"", ""56"", ""68"", ""56""]",0.1610240987456858,0.2600313830979601,308.3018276691437
20,index_19,8,8,3,3,1,140,32077,28735,3326,32217,"[""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3"", ""3""]",0.0499023402897536,0.1049092131809011,128.15719771385193
