iteration,question_id,n_chains_requested,n_chains_received,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_reasoning_tokens,total_non_reasoning_tokens,total_tokens,individual_answers_str,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,aqua_rat_test_0,8,8,A,A,1,173,20544,14198,6330,20717,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.04380773518001072,0.0818949413434955,57.978574991226196
2,aqua_rat_test_1,8,8,E,E,1,153,18885,15514,3355,19038,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.033076042580962216,0.0657550623925876,68.89515399932861
3,aqua_rat_test_2,8,8,A,A,1,95,15408,12521,2871,15503,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.028110289172831163,0.0550698647537921,52.17330265045166
4,aqua_rat_test_3,8,8,B,B,1,141,13835,10249,3570,13976,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.02976558394912044,0.0561906896809385,39.4519989490509
5,aqua_rat_test_4,8,8,B,B,1,106,5220,3525,1679,5326,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.013859530537749395,0.0240603751027422,13.418656587600708
6,aqua_rat_test_5,8,8,D,D,1,164,12585,10024,2545,12749,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.0249381866252705,0.0545468131211238,40.61090421676636
7,aqua_rat_test_6,8,8,D,D,1,122,14945,12706,2223,15067,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.03271855982166042,0.0546962564447432,41.09468197822571
8,aqua_rat_test_7,8,8,C,C,1,137,7436,5163,2257,7573,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.019529319400933953,0.0358663976686841,18.901512145996094
9,aqua_rat_test_8,8,8,E,E,1,128,16105,12852,3237,16233,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.03569278148968797,0.0669506089815437,42.96933436393738
10,aqua_rat_test_9,8,8,D,D,1,115,6860,5000,1844,6975,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.017856495360283876,0.0255548083389374,17.723432064056396
11,aqua_rat_test_10,8,8,B,C,0,158,28944,23059,5869,29102,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.0652653029483123,0.1215721437644773,74.79608058929443
12,aqua_rat_test_11,8,8,A,A,1,146,8677,6380,2281,8823,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.018837204460260482,0.0378838825375476,26.483806610107422
13,aqua_rat_test_12,8,8,C,C,1,118,13068,8658,4394,13186,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.02829782982499394,0.0440857804677575,38.07524299621582
14,aqua_rat_test_13,8,8,D,D,1,81,3475,2378,1081,3556,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.009751758357705044,0.0167376522453859,9.01926040649414
15,aqua_rat_test_14,8,8,C,C,1,99,5060,3773,1271,5159,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.013307497634140011,0.0221176118956885,13.51366114616394
16,aqua_rat_test_15,8,8,A,A,1,109,5029,3377,1636,5138,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.01247617966036797,0.0230889934992154,14.4432852268219
17,aqua_rat_test_16,8,8,A,A,1,143,46604,39255,7333,46747,"[""A"", ""A"", ""E"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.08026149610433532,0.1599790779346932,185.75266861915588
18,aqua_rat_test_17,8,8,D,D,1,151,7633,5471,2146,7784,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.01844070596065795,0.0370619442576403,22.69458794593811
19,aqua_rat_test_18,8,8,D,D,1,183,6655,4072,2567,6838,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.016496875374324295,0.0322797579018157,21.449803113937378
20,aqua_rat_test_19,8,8,C,C,1,106,8656,5834,2806,8762,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.018500786217430558,0.0388552641410745,26.553696393966675
21,aqua_rat_test_20,8,8,C,E,0,122,71809,67116,4677,71931,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.14972321143513137,0.2654113427482627,233.19531917572021
22,aqua_rat_test_21,8,8,A,A,1,141,32212,26933,5263,32353,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.06081930429832418,0.1035642232683254,106.5701916217804
23,aqua_rat_test_22,8,8,E,E,1,142,20168,15671,4481,20310,"[""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E"", ""E""]",0.037693969146092125,0.0664275573488754,69.45356941223145
24,aqua_rat_test_23,8,8,A,A,1,144,15096,11599,3481,15240,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.036563049698695844,0.0669506089815437,38.380542278289795
25,aqua_rat_test_24,8,8,D,D,1,137,6518,4997,1505,6655,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.016618651080281457,0.0295897780766644,18.26887321472168
26,aqua_rat_test_25,8,8,D,D,1,123,6885,5005,1864,7008,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.016020610432405557,0.0310842113128595,20.438678741455078
27,aqua_rat_test_26,8,8,C,C,1,109,5786,4100,1670,5895,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",0.013850205026445572,0.026302024957035,16.79001021385193
28,aqua_rat_test_27,8,8,A,A,1,136,8885,5790,3079,9021,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.019476032990417887,0.0364641709631622,27.561286687850952
29,aqua_rat_test_28,8,8,B,B,1,127,6257,3812,2429,6384,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.015011617270690326,0.026302024957035,18.647517681121826
30,aqua_rat_test_29,8,8,A,A,1,112,5915,4998,901,6027,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.01443803000659795,0.0227901068519763,17.31883978843689
31,aqua_rat_test_30,8,8,B,B,1,121,6105,4340,1749,6226,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.014350941780329763,0.0259284166479862,18.439393043518066
32,aqua_rat_test_31,8,8,A,A,1,141,6949,5232,1701,7090,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.016411906534021036,0.0310842113128595,20.6814386844635
33,aqua_rat_test_32,8,8,B,C,0,131,94417,88923,5478,94548,"[""C"", ""C"", ""A"", ""D"", ""A"", ""C"", ""E"", ""C""]",0.17760513652390483,0.3443174176193678,356.9515929222107
34,aqua_rat_test_33,8,8,B,B,1,133,5320,4029,1275,5453,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.014341583654156977,0.0274975715459911,14.50599718093872
35,aqua_rat_test_34,8,8,B,B,1,143,7344,4905,2423,7487,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",0.0190978238020286,0.0319061495927669,19.464288234710693
36,aqua_rat_test_35,8,8,A,A,1,118,5879,4450,1413,5997,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",0.013819998002548092,0.0246581483972203,17.643177032470703
37,aqua_rat_test_36,8,8,D,D,1,144,7911,5865,2030,8055,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",0.019277478802387428,0.0334753044907718,22.16947841644287
