iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,8,3,0,0.3,fixed,33,33,1,189,13025,13214,"[""33"", ""33"", ""33""]",17,0.023649973411617616,0.0376597175521183,55.55904030799866
2,index_1,8,1,0,0.3,fixed,23,23,1,221,15836,16057,"[""23""]",16,0.023506158770402862,0.0380333258611671,132.64436602592468
3,index_2,8,1,0,0.3,fixed,116,116,1,167,10239,10406,"[""116""]",15,0.01668010613204798,0.0345214077561084,46.825499296188354
4,index_3,8,1,0,0.3,fixed,809,809,1,140,8041,8181,"[""809""]",7,0.012113364307991,0.026302024957035,64.70552921295166
5,index_4,8,1,0,0.3,fixed,197,287,0,136,17017,17153,"[""287""]",8,0.0318318564791437,0.0617200926548606,245.31185936927795
6,index_5,8,1,0,0.3,fixed,385,12,0,123,21414,21537,"[""12""]",15,0.03393865493204588,0.0629156392438168,251.93322348594666
7,index_6,8,1,0,0.3,fixed,371,173,0,118,23166,23284,"[""173""]",7,0.044769593740246375,0.0879473959500859,372.6824460029602
8,index_7,8,1,0,0.3,fixed,601,7,0,114,26166,26280,"[""7""]",19,0.041757728076191755,0.0782335799148172,325.1765513420105
9,index_8,8,1,0,0.3,fixed,25,25,1,92,20458,20550,"[""25""]",15,0.031100284728728892,0.0570873496226556,224.55169534683228
10,index_9,8,1,0,0.3,fixed,55,55,1,103,8438,8541,"[""55""]",11,0.012045064379799512,0.0271986848987521,47.76209330558777
11,index_10,8,1,0,0.3,fixed,540,540,1,91,11505,11596,"[""540""]",16,0.016243872527217023,0.0242098184263618,78.78313422203064
12,index_11,8,1,0,0.3,fixed,45,45,1,181,12365,12546,"[""45""]",14,0.018140641220515424,0.0295150564148546,94.2238245010376
13,index_12,8,1,0,0.3,fixed,204,204,1,176,9455,9631,"[""204""]",15,0.01767921703194059,0.0292908914294254,38.582555532455444
14,index_13,8,1,0,0.3,fixed,699,699,1,113,19499,19612,"[""699""]",21,0.025907885374025077,0.0502129567361577,129.546977519989
15,index_14,8,1,0,0.3,fixed,294,294,1,96,8964,9060,"[""294""]",9,0.012867954934474032,0.0239109317791227,71.60409927368164
16,index_15,8,1,0,0.3,fixed,110,110,1,107,14380,14487,"[""110""]",15,0.021033944454953837,0.0357169543450646,126.08763885498047
17,index_16,8,1,0,0.3,fixed,721,721,1,140,29009,29149,"[""721""]",11,0.055703944177765474,0.1093925128894867,476.526344537735
18,index_17,8,1,0,0.3,fixed,315,180,0,95,19400,19495,"[""180""]",8,0.03706075045101236,0.0727041769408951,302.9620499610901
19,index_18,8,1,0,0.3,fixed,468,468,1,95,12758,12853,"[""468""]",9,0.02052479080534349,0.0380333258611671,138.08836483955383
20,index_19,8,1,0,0.3,fixed,902,1024,0,142,20625,20767,"[""1024""]",8,0.04119400212374838,0.0809235597399685,342.6917037963867
21,index_20,8,1,0,0.3,fixed,211,211,1,165,16964,17129,"[""211""]",14,0.0266465163047192,0.0478218635582455,183.97803473472595
22,index_21,8,1,0,0.3,fixed,80,80,1,104,18195,18299,"[""80""]",11,0.032139232328788445,0.0619442576402898,261.8336763381958
23,index_22,8,1,0,0.3,fixed,480,480,1,126,11697,11823,"[""480""]",10,0.01933839670280495,0.0356422326832548,131.90753555297852
24,index_23,8,1,0,0.3,fixed,236,236,1,113,14247,14360,"[""236""]",13,0.02193728600627129,0.0395277590973622,148.93222498893738
25,index_24,8,1,0,0.3,fixed,73,73,1,154,9014,9168,"[""73""]",8,0.014795796923030149,0.0260778599716057,93.77725791931152
26,index_25,8,1,0,0.3,fixed,113,113,1,397,16189,16586,"[""113""]",9,0.03044382798591869,0.0561906896809385,223.25613451004028
27,index_26,8,1,0,0.3,fixed,127,23,0,203,24912,25115,"[""23""]",8,0.0469521846129635,0.0912351490697153,395.25261402130127
28,index_27,8,1,0,0.3,fixed,104,104,1,194,12532,12726,"[""104""]",11,0.019980323911730484,0.0348950160651573,123.34704828262329
29,index_28,8,1,0,0.3,fixed,104,107,0,119,21215,21334,"[""107""]",12,0.03785546475275381,0.0731525069117536,309.14612436294556
30,index_29,8,1,0,0.3,fixed,321,321,1,104,11213,11317,"[""321""]",9,0.01693415624816407,0.0297392214002839,105.7523238658905
