iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains
1,aqua_rat_test_0,A,A,1,1,3630,1,"['A', 'A']",True
2,aqua_rat_test_1,E,E,1,1,3732,1,"['E', 'E']",True
3,aqua_rat_test_2,A,A,1,1,1510,1,"['A', 'A']",True
4,aqua_rat_test_3,B,B,1,1,1768,1,"['B', 'B']",True
5,aqua_rat_test_4,B,B,1,1,661,1,"['B', 'B']",True
6,aqua_rat_test_5,D,D,1,1,824,1,"['D', 'D']",True
7,aqua_rat_test_6,D,D,1,1,1420,1,"['D', 'D']",True
8,aqua_rat_test_7,C,C,1,1,919,1,"['C', 'C']",True
9,aqua_rat_test_8,E,E,1,1,1715,1,"['E', 'E']",True
10,aqua_rat_test_9,D,D,1,1,983,1,"['D', 'D']",True
11,aqua_rat_test_10,B,C,0,1,3378,1,"['C', 'C']",False
12,aqua_rat_test_11,A,A,1,1,1103,1,"['A', 'A']",True
13,aqua_rat_test_12,C,C,1,1,957,1,"['C', 'C']",True
14,aqua_rat_test_13,D,D,1,1,560,1,"['D', 'D']",True
15,aqua_rat_test_14,C,C,1,1,960,1,"['C', 'C']",True
16,aqua_rat_test_15,A,A,1,1,640,1,"['A', 'A']",True
17,aqua_rat_test_16,A,A,1,1,7724,1,"['A', 'A']",True
18,aqua_rat_test_17,D,D,1,1,988,1,"['D', 'D']",True
19,aqua_rat_test_18,D,D,1,1,811,1,"['D', 'D']",True
20,aqua_rat_test_19,C,C,1,1,1173,1,"['C', 'C']",True
21,aqua_rat_test_20,C,E,0,1,8795,1,"['E', 'E']",False
22,aqua_rat_test_21,A,A,1,1,3727,1,"['A', 'A']",True
23,aqua_rat_test_22,E,E,1,1,2361,1,"['E', 'E']",True
24,aqua_rat_test_23,A,A,1,1,1794,1,"['A', 'A']",True
25,aqua_rat_test_24,D,D,1,1,730,1,"['D', 'D']",True
26,aqua_rat_test_25,D,D,1,1,664,1,"['D', 'D']",True
27,aqua_rat_test_26,C,C,1,1,691,1,"['C', 'C']",True
28,aqua_rat_test_27,A,A,1,1,1150,1,"['A', 'A']",True
29,aqua_rat_test_28,B,B,1,1,822,1,"['B', 'B']",True
30,aqua_rat_test_29,A,A,1,1,757,1,"['A', 'A']",True
31,aqua_rat_test_30,B,B,1,1,811,1,"['B', 'B']",True
32,aqua_rat_test_31,A,A,1,1,767,1,"['A', 'A']",True
33,aqua_rat_test_32,B,A,0,1,8467,1,['A'],False
34,aqua_rat_test_33,B,B,1,1,698,1,"['B', 'B']",True
35,aqua_rat_test_34,B,B,1,1,813,1,"['B', 'B']",True
36,aqua_rat_test_35,A,A,1,1,595,1,"['A', 'A']",True
37,aqua_rat_test_36,D,D,1,1,1236,1,"['D', 'D']",True
38,aqua_rat_test_37,A,A,1,1,1191,1,"['A', 'A']",True
39,aqua_rat_test_38,D,D,1,1,892,1,"['D', 'D']",True
40,aqua_rat_test_39,A,A,1,1,1974,1,"['A', 'A']",True
41,aqua_rat_test_40,A,A,1,1,2364,1,"['A', 'A']",True
42,aqua_rat_test_41,A,A,1,1,3127,1,"['A', 'A']",True
43,aqua_rat_test_42,C,C,1,1,706,1,"['C', 'C']",True
44,aqua_rat_test_43,A,A,1,1,1237,1,"['A', 'A']",True
45,aqua_rat_test_44,B,B,1,1,937,1,"['B', 'B']",True
46,aqua_rat_test_45,B,B,1,1,1334,1,"['B', 'B']",True
47,aqua_rat_test_46,E,E,1,1,729,1,"['E', 'E']",True
48,aqua_rat_test_47,A,A,1,1,861,1,"['A', 'A']",True
49,aqua_rat_test_48,D,D,1,1,4614,1,"['D', 'D']",True
50,aqua_rat_test_49,B,B,1,1,649,1,"['B', 'B']",True
51,aqua_rat_test_50,C,C,1,1,1340,1,"['C', 'C']",True
52,aqua_rat_test_51,C,C,1,1,1081,1,"['C', 'C']",True
53,aqua_rat_test_52,B,B,1,1,895,1,"['B', 'B']",True
54,aqua_rat_test_53,A,A,1,1,589,1,"['A', 'A']",True
55,aqua_rat_test_54,D,D,1,1,2388,1,"['D', 'C']",True
56,aqua_rat_test_55,A,A,1,1,1008,1,"['A', 'A']",True
57,aqua_rat_test_56,A,A,1,1,5833,1,"['A', 'A']",True
58,aqua_rat_test_57,D,D,1,1,633,1,"['D', 'D']",True
59,aqua_rat_test_58,D,D,1,1,1911,1,"['D', 'D']",True
60,aqua_rat_test_59,C,C,1,1,11177,1,"['C', 'C']",True
61,aqua_rat_test_60,E,E,1,1,1102,1,"['E', 'E']",True
62,aqua_rat_test_61,D,D,1,1,1223,1,"['D', 'D']",True
63,aqua_rat_test_62,B,B,1,1,817,1,"['B', 'B']",True
64,aqua_rat_test_63,C,C,1,1,900,1,"['C', 'C']",True
65,aqua_rat_test_64,D,B,0,1,743,1,"['B', 'B']",False
66,aqua_rat_test_65,C,C,1,1,1077,1,"['C', 'C']",True
67,aqua_rat_test_66,C,C,1,1,1139,1,"['C', 'C']",True
68,aqua_rat_test_67,B,C,0,1,4949,1,"['C', 'B']",False
69,aqua_rat_test_68,A,A,1,1,2118,1,"['A', 'A']",True
70,aqua_rat_test_69,C,E,0,1,11505,1,"['E', 'C']",False
71,aqua_rat_test_70,C,C,1,1,726,1,"['C', 'C']",True
72,aqua_rat_test_71,A,A,1,1,1164,1,"['A', 'A']",True
73,aqua_rat_test_72,B,B,1,1,432,1,"['B', 'B']",True
74,aqua_rat_test_73,B,B,1,1,475,1,"['B', 'B']",True
75,aqua_rat_test_74,E,E,1,1,1880,1,"['E', 'E']",True
76,aqua_rat_test_75,C,C,1,1,1194,1,"['C', 'C']",True
77,aqua_rat_test_76,E,E,1,1,1012,1,"['E', 'E']",True
78,aqua_rat_test_77,B,B,1,1,3576,1,"['B', 'B']",True
79,aqua_rat_test_78,A,A,1,1,1568,1,"['A', 'A']",True
80,aqua_rat_test_79,D,D,1,1,1695,1,"['D', 'D']",True
81,aqua_rat_test_80,B,B,1,1,2009,1,"['B', 'B']",True
82,aqua_rat_test_81,A,A,1,1,510,1,"['A', 'A']",True
83,aqua_rat_test_82,A,A,1,1,6910,1,"['A', 'A']",True
84,aqua_rat_test_83,A,A,1,1,2046,1,"['A', 'A']",True
85,aqua_rat_test_84,A,A,1,1,936,1,"['A', 'A']",True
86,aqua_rat_test_85,A,A,1,1,2696,1,"['A', 'A']",True
87,aqua_rat_test_86,E,E,1,1,2336,1,"['E', 'E']",True
88,aqua_rat_test_87,B,B,1,1,643,1,"['B', 'B']",True
89,aqua_rat_test_88,B,B,1,1,1338,1,"['B', 'B']",True
90,aqua_rat_test_89,B,B,1,1,2034,1,"['B', 'B']",True
91,aqua_rat_test_90,B,B,1,1,1060,1,"['B', 'B']",True
92,aqua_rat_test_91,B,B,1,1,965,1,"['B', 'B']",True
93,aqua_rat_test_92,A,A,1,1,1050,1,"['A', 'A']",True
94,aqua_rat_test_93,D,D,1,1,1188,1,"['D', 'D']",True
95,aqua_rat_test_94,A,A,1,1,822,1,"['A', 'A']",True
96,aqua_rat_test_95,A,A,1,1,1867,1,"['A', 'A']",True
97,aqua_rat_test_96,C,C,1,1,631,1,"['C', 'C']",True
