iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains,time_taken,max_kv_cache_usage
1,aqua_rat_test_0,A,A,1,1,2892,1,['A'],True,39.88079085312491,1.1365047089355877
2,aqua_rat_test_1,E,E,1,1,2216,1,['E'],True,39.88079085312491,1.1365047089355877
3,aqua_rat_test_2,A,A,1,1,2473,1,['A'],True,39.88079085312491,1.1365047089355877
4,aqua_rat_test_3,B,B,1,1,1363,1,['B'],True,39.88079085312491,1.1365047089355877
5,aqua_rat_test_4,B,B,1,1,623,1,['B'],True,39.88079085312491,1.1365047089355877
6,aqua_rat_test_5,D,D,1,1,1439,1,['D'],True,39.88079085312491,1.1365047089355877
7,aqua_rat_test_6,D,D,1,1,1194,1,['D'],True,39.88079085312491,1.1365047089355877
8,aqua_rat_test_7,C,C,1,1,1359,1,['C'],True,39.88079085312491,1.1365047089355877
9,aqua_rat_test_8,E,E,1,1,1992,1,['E'],True,39.88079085312491,1.1365047089355877
10,aqua_rat_test_9,D,D,1,1,671,1,['D'],True,39.88079085312491,1.1365047089355877
11,aqua_rat_test_10,B,C,0,1,4180,1,['C'],False,39.88079085312491,1.1365047089355877
12,aqua_rat_test_11,A,A,1,1,1165,1,['A'],True,39.88079085312491,1.1365047089355877
13,aqua_rat_test_12,C,C,1,1,2237,1,['C'],True,39.88079085312491,1.1365047089355877
14,aqua_rat_test_13,D,D,1,1,484,1,['D'],True,39.88079085312491,1.1365047089355877
15,aqua_rat_test_14,C,C,1,1,672,1,['C'],True,39.88079085312491,1.1365047089355877
16,aqua_rat_test_15,A,A,1,1,713,1,['A'],True,39.88079085312491,1.1365047089355877
17,aqua_rat_test_16,A,A,1,1,7235,1,['A'],True,39.88079085312491,1.1365047089355877
18,aqua_rat_test_17,D,D,1,1,1540,1,['D'],True,39.88079085312491,1.1365047089355877
19,aqua_rat_test_18,D,D,1,1,1093,1,['D'],True,39.88079085312491,1.1365047089355877
20,aqua_rat_test_19,C,C,1,1,925,1,['C'],True,39.88079085312491,1.1365047089355877
21,aqua_rat_test_20,C,E,0,1,10534,1,['E'],False,39.88079085312491,1.1365047089355877
22,aqua_rat_test_21,A,A,1,1,3101,1,['A'],True,39.88079085312491,1.1365047089355877
23,aqua_rat_test_22,E,E,1,1,2830,1,['E'],True,39.88079085312491,1.1365047089355877
24,aqua_rat_test_23,A,A,1,1,1600,1,['A'],True,39.88079085312491,1.1365047089355877
25,aqua_rat_test_24,D,D,1,1,970,1,['D'],True,39.88079085312491,1.1365047089355877
26,aqua_rat_test_25,D,D,1,1,825,1,['D'],True,39.88079085312491,1.1365047089355877
27,aqua_rat_test_26,C,C,1,1,765,1,['C'],True,39.88079085312491,1.1365047089355877
28,aqua_rat_test_27,A,A,1,1,1275,1,['A'],True,39.88079085312491,1.1365047089355877
29,aqua_rat_test_28,B,B,1,1,704,1,['B'],True,39.88079085312491,1.1365047089355877
30,aqua_rat_test_29,A,A,1,1,863,1,['A'],True,39.88079085312491,1.1365047089355877
31,aqua_rat_test_30,B,B,1,1,829,1,['B'],True,39.88079085312491,1.1365047089355877
32,aqua_rat_test_31,A,A,1,1,1023,1,['A'],True,39.88079085312491,1.1365047089355877
33,aqua_rat_test_32,B,C,0,1,12352,1,['C'],False,39.88079085312491,1.1365047089355877
34,aqua_rat_test_33,B,B,1,1,486,1,['B'],True,39.88079085312491,1.1365047089355877
35,aqua_rat_test_34,B,B,1,1,1511,1,['B'],True,39.88079085312491,1.1365047089355877
36,aqua_rat_test_35,A,A,1,1,911,1,['A'],True,39.88079085312491,1.1365047089355877
37,aqua_rat_test_36,D,D,1,1,1124,1,['D'],True,39.88079085312491,1.1365047089355877
38,aqua_rat_test_37,A,A,1,1,1062,1,['A'],True,39.88079085312491,1.1365047089355877
39,aqua_rat_test_38,D,D,1,1,627,1,['D'],True,39.88079085312491,1.1365047089355877
40,aqua_rat_test_39,A,A,1,1,1534,1,['A'],True,39.88079085312491,1.1365047089355877
41,aqua_rat_test_40,A,A,1,1,1391,1,['A'],True,39.88079085312491,1.1365047089355877
42,aqua_rat_test_41,A,A,1,1,3117,1,['A'],True,39.88079085312491,1.1365047089355877
43,aqua_rat_test_42,C,C,1,1,928,1,['C'],True,39.88079085312491,1.1365047089355877
44,aqua_rat_test_43,A,A,1,1,1539,1,['A'],True,39.88079085312491,1.1365047089355877
45,aqua_rat_test_44,B,B,1,1,922,1,['B'],True,39.88079085312491,1.1365047089355877
46,aqua_rat_test_45,B,B,1,1,2008,1,['B'],True,39.88079085312491,1.1365047089355877
47,aqua_rat_test_46,E,E,1,1,803,1,['E'],True,39.88079085312491,1.1365047089355877
48,aqua_rat_test_47,A,A,1,1,737,1,['A'],True,39.88079085312491,1.1365047089355877
49,aqua_rat_test_48,D,D,1,1,3372,1,['D'],True,39.88079085312491,1.1365047089355877
50,aqua_rat_test_49,B,B,1,1,887,1,['B'],True,39.88079085312491,1.1365047089355877
51,aqua_rat_test_50,C,C,1,1,1173,1,['C'],True,39.88079085312491,1.1365047089355877
52,aqua_rat_test_51,C,C,1,1,827,1,['C'],True,39.88079085312491,1.1365047089355877
53,aqua_rat_test_52,B,B,1,1,853,1,['B'],True,39.88079085312491,1.1365047089355877
54,aqua_rat_test_53,A,A,1,1,683,1,['A'],True,39.88079085312491,1.1365047089355877
55,aqua_rat_test_54,D,D,1,1,9062,1,['D'],True,39.88079085312491,1.1365047089355877
56,aqua_rat_test_55,A,A,1,1,557,1,['A'],True,39.88079085312491,1.1365047089355877
57,aqua_rat_test_56,A,A,1,1,3327,1,['A'],True,39.88079085312491,1.1365047089355877
58,aqua_rat_test_57,D,D,1,1,921,1,['D'],True,39.88079085312491,1.1365047089355877
59,aqua_rat_test_58,D,D,1,1,1828,1,['D'],True,39.88079085312491,1.1365047089355877
60,aqua_rat_test_59,C,B,0,1,11148,1,['B'],False,39.88079085312491,1.1365047089355877
61,aqua_rat_test_60,E,E,1,1,1038,1,['E'],True,39.88079085312491,1.1365047089355877
62,aqua_rat_test_61,D,D,1,1,1866,1,['D'],True,39.88079085312491,1.1365047089355877
