iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,64,64,0,0.98,fixed,C,C,1,148,210047,210195,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",75,0.3504387482183572,0.7375028020623179,131.29181957244873
2,index_1,64,3,0,0.98,fixed,D,C,0,27538,169950,197488,"[""B"", ""D"", ""C""]",56,0.14174894260637363,0.704326384218785,236.1417737007141
3,index_2,64,54,0,0.98,fixed,C,C,1,179,205518,205697,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",76,0.2757177552982777,0.7921990585070612,152.40342569351196
4,index_3,64,64,0,0.98,fixed,B,B,1,153,182440,182593,"[""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""A"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""D"", ""B""]",73,0.27819296816042705,0.5422550997534186,125.25881004333496
5,index_4,64,17,0,0.98,fixed,C,C,1,385,220101,220486,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",60,0.3349153552394922,0.9717552118359112,167.9393286705017
6,index_5,64,12,0,0.98,fixed,C,C,1,199,185075,185274,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",52,0.2035419061469096,0.7406411118583277,163.76468062400818
7,index_6,64,12,0,0.98,fixed,C,C,1,191,182187,182378,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",59,0.3291101069496113,0.736232533811552,110.45513272285461
8,index_7,64,2,0,0.98,fixed,D,D,1,471,297338,297809,"[""D"", ""D""]",94,0.34389830264399107,0.9999252783381902,325.6892828941345
9,index_8,64,23,0,0.98,fixed,A,C,0,262,213030,213292,"[""C"", ""C"", ""A"", ""C"", ""C"", ""D"", ""C"", ""C"", ""B"", ""C"", ""C"", ""D"", ""D"", ""C"", ""C"", ""A"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C""]",48,0.32453819026833064,0.8249271463797355,151.68825316429138
10,index_9,64,2,0,0.98,fixed,C,B,0,14862,155613,170475,"[""C"", ""B""]",51,0.16381311206141475,0.6308002689979826,154.16013073921204
