iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains
1,aqua_rat_test_0,A,A,1,1,4879,1,"['A', 'A']",True
2,aqua_rat_test_1,E,E,1,1,2908,1,"['E', 'E']",True
3,aqua_rat_test_2,A,A,1,1,804,1,"['A', 'A']",True
4,aqua_rat_test_3,B,B,1,1,2845,1,"['B', 'B']",True
5,aqua_rat_test_4,B,B,1,1,610,1,"['B', 'B']",True
6,aqua_rat_test_5,D,D,1,1,1573,1,"['D', 'D']",True
7,aqua_rat_test_6,D,D,1,1,1747,1,"['D', 'D']",True
8,aqua_rat_test_7,C,C,1,1,794,1,"['C', 'C']",True
9,aqua_rat_test_8,E,E,1,1,3011,1,"['E', 'E']",True
10,aqua_rat_test_9,D,D,1,1,820,1,"['D', 'D']",True
11,aqua_rat_test_10,B,C,0,1,3051,1,"['C', 'C']",False
12,aqua_rat_test_11,A,A,1,1,1744,1,"['A', 'A']",True
13,aqua_rat_test_12,C,C,1,1,1273,1,"['C', 'C']",True
14,aqua_rat_test_13,D,D,1,1,416,1,"['D', 'D']",True
15,aqua_rat_test_14,C,C,1,1,449,1,"['C', 'C']",True
16,aqua_rat_test_15,A,A,1,1,593,1,"['A', 'A']",True
17,aqua_rat_test_16,A,A,1,1,5112,1,"['A', 'A']",True
18,aqua_rat_test_17,D,D,1,1,1829,1,"['D', 'D']",True
19,aqua_rat_test_18,D,D,1,1,699,1,"['D', 'D']",True
20,aqua_rat_test_19,C,C,1,1,1086,1,"['C', 'C']",True
21,aqua_rat_test_20,C,E,0,1,9124,1,"['E', 'E']",False
22,aqua_rat_test_21,A,A,1,1,4526,1,"['A', 'A']",True
23,aqua_rat_test_22,E,E,1,1,2690,1,"['E', 'E']",True
24,aqua_rat_test_23,A,A,1,1,1544,1,"['A', 'A']",True
25,aqua_rat_test_24,D,D,1,1,1523,1,"['D', 'D']",True
26,aqua_rat_test_25,D,D,1,1,648,1,"['D', 'D']",True
27,aqua_rat_test_26,C,C,1,1,712,1,"['C', 'C']",True
28,aqua_rat_test_27,A,A,1,1,1022,1,"['A', 'A']",True
29,aqua_rat_test_28,B,B,1,1,897,1,"['B', 'B']",True
30,aqua_rat_test_29,A,A,1,1,1403,1,"['A', 'A']",True
31,aqua_rat_test_30,B,B,1,1,757,1,"['B', 'B']",True
32,aqua_rat_test_31,A,A,1,1,576,1,"['A', 'A']",True
33,aqua_rat_test_32,B,B,1,1,20810,1,"['B', 'B']",True
34,aqua_rat_test_33,B,B,1,1,917,1,"['B', 'B']",True
35,aqua_rat_test_34,B,B,1,1,2150,1,"['B', 'B']",True
36,aqua_rat_test_35,A,A,1,1,1340,1,"['A', 'A']",True
37,aqua_rat_test_36,D,D,1,1,1784,1,"['D', 'D']",True
38,aqua_rat_test_37,A,A,1,1,1825,1,"['A', 'A']",True
39,aqua_rat_test_38,D,D,1,1,916,1,"['D', 'D']",True
40,aqua_rat_test_39,A,A,1,1,2486,1,"['A', 'A']",True
41,aqua_rat_test_40,A,A,1,1,3547,1,"['A', 'A']",True
42,aqua_rat_test_41,A,A,1,1,5312,1,"['A', 'A']",True
43,aqua_rat_test_42,C,C,1,1,880,1,"['C', 'C']",True
44,aqua_rat_test_43,A,A,1,1,1289,1,"['A', 'A']",True
45,aqua_rat_test_44,B,B,1,1,826,1,"['B', 'B']",True
46,aqua_rat_test_45,B,B,1,1,1618,1,"['B', 'B']",True
47,aqua_rat_test_46,E,E,1,1,807,1,"['E', 'E']",True
48,aqua_rat_test_47,A,A,1,1,2098,1,"['A', 'A']",True
49,aqua_rat_test_48,D,D,1,1,3283,1,"['D', 'D']",True
50,aqua_rat_test_49,B,B,1,1,801,1,"['B', 'B']",True
51,aqua_rat_test_50,C,C,1,1,1639,1,"['C', 'C']",True
52,aqua_rat_test_51,C,C,1,1,1025,1,"['C', 'C']",True
53,aqua_rat_test_52,B,B,1,1,710,1,"['B', 'B']",True
54,aqua_rat_test_53,A,A,1,1,631,1,"['A', 'A']",True
55,aqua_rat_test_54,D,D,1,1,8790,1,"['D', 'D']",True
56,aqua_rat_test_55,A,A,1,1,643,1,"['A', 'A']",True
57,aqua_rat_test_56,A,A,1,1,3295,1,"['A', 'A']",True
58,aqua_rat_test_57,D,D,1,1,1011,1,"['D', 'D']",True
59,aqua_rat_test_58,D,D,1,1,2367,1,"['D', 'D']",True
60,aqua_rat_test_59,C,C,1,1,11631,1,"['C', 'A']",True
61,aqua_rat_test_60,E,E,1,1,1727,1,"['E', 'E']",True
62,aqua_rat_test_61,D,D,1,1,1646,1,"['D', 'D']",True
63,aqua_rat_test_62,B,B,1,1,773,1,"['B', 'B']",True
64,aqua_rat_test_63,C,C,1,1,836,1,"['C', 'C']",True
65,aqua_rat_test_64,D,B,0,1,891,1,"['B', 'B']",False
66,aqua_rat_test_65,C,C,1,1,1234,1,"['C', 'C']",True
