iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains,time_taken,max_kv_cache_usage
1,aqua_rat_test_0,A,A,1,1,4124,1,['A'],True,60.749221471350964,1.0825912345032247
2,aqua_rat_test_1,E,E,1,1,2219,1,['E'],True,60.749221471350964,1.0825912345032247
3,aqua_rat_test_2,A,A,1,1,1560,1,['A'],True,60.749221471350964,1.0825912345032247
4,aqua_rat_test_3,B,B,1,1,2824,1,['B'],True,60.749221471350964,1.0825912345032247
5,aqua_rat_test_4,B,B,1,1,715,1,['B'],True,60.749221471350964,1.0825912345032247
6,aqua_rat_test_5,D,D,1,1,2169,1,['D'],True,60.749221471350964,1.0825912345032247
7,aqua_rat_test_6,D,D,1,1,1084,1,['D'],True,60.749221471350964,1.0825912345032247
8,aqua_rat_test_7,C,C,1,1,808,1,['C'],True,60.749221471350964,1.0825912345032247
9,aqua_rat_test_8,E,E,1,1,2471,1,['E'],True,60.749221471350964,1.0825912345032247
10,aqua_rat_test_9,D,D,1,1,877,1,['D'],True,60.749221471350964,1.0825912345032247
11,aqua_rat_test_10,B,C,0,1,3494,1,['C'],False,60.749221471350964,1.0825912345032247
12,aqua_rat_test_11,A,A,1,1,1421,1,['A'],True,60.749221471350964,1.0825912345032247
13,aqua_rat_test_12,C,C,1,1,1437,1,['C'],True,60.749221471350964,1.0825912345032247
14,aqua_rat_test_13,D,D,1,1,428,1,['D'],True,60.749221471350964,1.0825912345032247
15,aqua_rat_test_14,C,C,1,1,494,1,['C'],True,60.749221471350964,1.0825912345032247
16,aqua_rat_test_15,A,A,1,1,485,1,['A'],True,60.749221471350964,1.0825912345032247
17,aqua_rat_test_16,A,A,1,1,3302,1,['A'],True,60.749221471350964,1.0825912345032247
18,aqua_rat_test_17,D,D,1,1,1042,1,['D'],True,60.749221471350964,1.0825912345032247
19,aqua_rat_test_18,D,D,1,1,587,1,['D'],True,60.749221471350964,1.0825912345032247
20,aqua_rat_test_19,C,C,1,1,1165,1,['C'],True,60.749221471350964,1.0825912345032247
21,aqua_rat_test_20,C,E,0,1,10772,1,['E'],False,60.749221471350964,1.0825912345032247
22,aqua_rat_test_21,A,A,1,1,4230,1,['A'],True,60.749221471350964,1.0825912345032247
23,aqua_rat_test_22,E,E,1,1,3394,1,['E'],True,60.749221471350964,1.0825912345032247
24,aqua_rat_test_23,A,A,1,1,2120,1,['A'],True,60.749221471350964,1.0825912345032247
25,aqua_rat_test_24,D,D,1,1,1526,1,['D'],True,60.749221471350964,1.0825912345032247
26,aqua_rat_test_25,D,D,1,1,536,1,['D'],True,60.749221471350964,1.0825912345032247
27,aqua_rat_test_26,C,C,1,1,772,1,['C'],True,60.749221471350964,1.0825912345032247
28,aqua_rat_test_27,A,A,1,1,1308,1,['A'],True,60.749221471350964,1.0825912345032247
29,aqua_rat_test_28,B,B,1,1,978,1,['B'],True,60.749221471350964,1.0825912345032247
30,aqua_rat_test_29,A,A,1,1,883,1,['A'],True,60.749221471350964,1.0825912345032247
31,aqua_rat_test_30,B,B,1,1,891,1,['B'],True,60.749221471350964,1.0825912345032247
32,aqua_rat_test_31,A,A,1,1,1267,1,['A'],True,60.749221471350964,1.0825912345032247
33,aqua_rat_test_32,B,C,0,1,16476,1,['C'],False,60.749221471350964,1.0825912345032247
34,aqua_rat_test_33,B,B,1,1,1042,1,['B'],True,60.749221471350964,1.0825912345032247
35,aqua_rat_test_34,B,B,1,1,1311,1,['B'],True,60.749221471350964,1.0825912345032247
36,aqua_rat_test_35,A,A,1,1,794,1,['A'],True,60.749221471350964,1.0825912345032247
37,aqua_rat_test_36,D,D,1,1,896,1,['D'],True,60.749221471350964,1.0825912345032247
38,aqua_rat_test_37,A,A,1,1,1785,1,['A'],True,60.749221471350964,1.0825912345032247
39,aqua_rat_test_38,D,D,1,1,1586,1,['D'],True,60.749221471350964,1.0825912345032247
40,aqua_rat_test_39,A,A,1,1,2078,1,['A'],True,60.749221471350964,1.0825912345032247
41,aqua_rat_test_40,A,A,1,1,2042,1,['A'],True,60.749221471350964,1.0825912345032247
42,aqua_rat_test_41,A,A,1,1,2394,1,['A'],True,60.749221471350964,1.0825912345032247
43,aqua_rat_test_42,C,C,1,1,869,1,['C'],True,60.749221471350964,1.0825912345032247
44,aqua_rat_test_43,A,A,1,1,1039,1,['A'],True,60.749221471350964,1.0825912345032247
45,aqua_rat_test_44,B,B,1,1,886,1,['B'],True,60.749221471350964,1.0825912345032247
46,aqua_rat_test_45,B,B,1,1,1539,1,['B'],True,60.749221471350964,1.0825912345032247
47,aqua_rat_test_46,E,E,1,1,966,1,['E'],True,60.749221471350964,1.0825912345032247
48,aqua_rat_test_47,A,A,1,1,1832,1,['A'],True,60.749221471350964,1.0825912345032247
49,aqua_rat_test_48,D,D,1,1,5119,1,['D'],True,60.749221471350964,1.0825912345032247
50,aqua_rat_test_49,B,B,1,1,1048,1,['B'],True,60.749221471350964,1.0825912345032247
51,aqua_rat_test_50,C,C,1,1,890,1,['C'],True,60.749221471350964,1.0825912345032247
52,aqua_rat_test_51,C,C,1,1,1057,1,['C'],True,60.749221471350964,1.0825912345032247
53,aqua_rat_test_52,B,B,1,1,770,1,['B'],True,60.749221471350964,1.0825912345032247
54,aqua_rat_test_53,A,A,1,1,573,1,['A'],True,60.749221471350964,1.0825912345032247
55,aqua_rat_test_54,D,D,1,1,5944,1,['D'],True,60.749221471350964,1.0825912345032247
56,aqua_rat_test_55,A,A,1,1,882,1,['A'],True,60.749221471350964,1.0825912345032247
57,aqua_rat_test_56,A,A,1,1,4122,1,['A'],True,60.749221471350964,1.0825912345032247
58,aqua_rat_test_57,D,D,1,1,1059,1,['D'],True,60.749221471350964,1.0825912345032247
59,aqua_rat_test_58,D,D,1,1,2493,1,['D'],True,60.749221471350964,1.0825912345032247
60,aqua_rat_test_59,C,A,0,1,13070,1,['A'],False,60.749221471350964,1.0825912345032247
61,aqua_rat_test_60,E,E,1,1,1674,1,['E'],True,60.749221471350964,1.0825912345032247
62,aqua_rat_test_61,D,D,1,1,1533,1,['D'],True,60.749221471350964,1.0825912345032247
63,aqua_rat_test_62,B,B,1,1,1257,1,['B'],True,60.749221471350964,1.0825912345032247
64,aqua_rat_test_63,C,C,1,1,943,1,['C'],True,60.749221471350964,1.0825912345032247
65,aqua_rat_test_64,D,B,0,1,993,1,['B'],False,60.749221471350964,1.0825912345032247
66,aqua_rat_test_65,C,C,1,1,1097,1,['C'],True,60.749221471350964,1.0825912345032247
67,aqua_rat_test_66,C,C,1,1,1233,1,['C'],True,60.749221471350964,1.0825912345032247
68,aqua_rat_test_67,B,B,1,1,1900,1,['B'],True,60.749221471350964,1.0825912345032247
69,aqua_rat_test_68,A,A,1,1,3602,1,['A'],True,60.749221471350964,1.0825912345032247
70,aqua_rat_test_69,C,C,1,1,16318,1,['C'],True,60.749221471350964,1.0825912345032247
71,aqua_rat_test_70,C,C,1,1,1013,1,['C'],True,60.749221471350964,1.0825912345032247
72,aqua_rat_test_71,A,A,1,1,1643,1,['A'],True,60.749221471350964,1.0825912345032247
73,aqua_rat_test_72,B,B,1,1,899,1,['B'],True,60.749221471350964,1.0825912345032247
74,aqua_rat_test_73,B,B,1,1,965,1,['B'],True,60.749221471350964,1.0825912345032247
75,aqua_rat_test_74,E,E,1,1,2392,1,['E'],True,60.749221471350964,1.0825912345032247
76,aqua_rat_test_75,C,C,1,1,993,1,['C'],True,60.749221471350964,1.0825912345032247
77,aqua_rat_test_76,E,E,1,1,1174,1,['E'],True,60.749221471350964,1.0825912345032247
78,aqua_rat_test_77,B,B,1,1,3395,1,['B'],True,60.749221471350964,1.0825912345032247
79,aqua_rat_test_78,A,A,1,1,1950,1,['A'],True,60.749221471350964,1.0825912345032247
80,aqua_rat_test_79,D,D,1,1,1822,1,['D'],True,60.749221471350964,1.0825912345032247
81,aqua_rat_test_80,B,B,1,1,2160,1,['B'],True,60.749221471350964,1.0825912345032247
82,aqua_rat_test_81,A,A,1,1,571,1,['A'],True,60.749221471350964,1.0825912345032247
83,aqua_rat_test_82,A,B,0,1,12088,1,['B'],False,60.749221471350964,1.0825912345032247
84,aqua_rat_test_83,A,A,1,1,2703,1,['A'],True,60.749221471350964,1.0825912345032247
85,aqua_rat_test_84,A,A,1,1,1337,1,['A'],True,60.749221471350964,1.0825912345032247
86,aqua_rat_test_85,A,A,1,1,4070,1,['A'],True,60.749221471350964,1.0825912345032247
87,aqua_rat_test_86,E,E,1,1,2861,1,['E'],True,60.749221471350964,1.0825912345032247
88,aqua_rat_test_87,B,B,1,1,1046,1,['B'],True,60.749221471350964,1.0825912345032247
89,aqua_rat_test_88,B,B,1,1,1607,1,['B'],True,60.749221471350964,1.0825912345032247
90,aqua_rat_test_89,B,B,1,1,941,1,['B'],True,60.749221471350964,1.0825912345032247
91,aqua_rat_test_90,B,B,1,1,772,1,['B'],True,60.749221471350964,1.0825912345032247
92,aqua_rat_test_91,B,B,1,1,1036,1,['B'],True,60.749221471350964,1.0825912345032247
93,aqua_rat_test_92,A,A,1,1,2299,1,['A'],True,60.749221471350964,1.0825912345032247
94,aqua_rat_test_93,D,D,1,1,2821,1,['D'],True,60.749221471350964,1.0825912345032247
95,aqua_rat_test_94,A,A,1,1,3873,1,['A'],True,60.749221471350964,1.0825912345032247
96,aqua_rat_test_95,A,A,1,1,1935,1,['A'],True,60.749221471350964,1.0825912345032247
97,aqua_rat_test_96,C,C,1,1,764,1,['C'],True,60.749221471350964,1.0825912345032247
98,aqua_rat_test_97,E,E,1,1,1498,1,['E'],True,60.749221471350964,1.0825912345032247
99,aqua_rat_test_98,D,D,1,1,716,1,['D'],True,60.749221471350964,1.0825912345032247
100,aqua_rat_test_99,E,E,1,1,802,1,['E'],True,60.749221471350964,1.0825912345032247
101,aqua_rat_test_100,A,A,1,1,786,1,['A'],True,60.749221471350964,1.0825912345032247
102,aqua_rat_test_101,C,C,1,1,2162,1,['C'],True,60.749221471350964,1.0825912345032247
103,aqua_rat_test_102,D,D,1,1,1388,1,['D'],True,60.749221471350964,1.0825912345032247
104,aqua_rat_test_103,E,E,1,1,2707,1,['E'],True,60.749221471350964,1.0825912345032247
105,aqua_rat_test_104,A,E,0,1,1625,1,['E'],False,60.749221471350964,1.0825912345032247
106,aqua_rat_test_105,B,B,1,1,1816,1,['B'],True,60.749221471350964,1.0825912345032247
107,aqua_rat_test_106,D,D,1,1,17445,1,['D'],True,60.749221471350964,1.0825912345032247
108,aqua_rat_test_107,B,B,1,1,1190,1,['B'],True,60.749221471350964,1.0825912345032247
109,aqua_rat_test_108,D,D,1,1,4018,1,['D'],True,60.749221471350964,1.0825912345032247
110,aqua_rat_test_109,B,B,1,1,1674,1,['B'],True,60.749221471350964,1.0825912345032247
111,aqua_rat_test_110,A,A,1,1,1480,1,['A'],True,60.749221471350964,1.0825912345032247
112,aqua_rat_test_111,D,D,1,1,1288,1,['D'],True,60.749221471350964,1.0825912345032247
113,aqua_rat_test_112,C,D,0,1,11782,1,['D'],False,60.749221471350964,1.0825912345032247
114,aqua_rat_test_113,D,D,1,1,1604,1,['D'],True,60.749221471350964,1.0825912345032247
115,aqua_rat_test_114,D,C,0,1,9220,1,['C'],False,60.749221471350964,1.0825912345032247
116,aqua_rat_test_115,C,C,1,1,11705,1,['C'],True,60.749221471350964,1.0825912345032247
117,aqua_rat_test_116,B,B,1,1,2931,1,['B'],True,60.749221471350964,1.0825912345032247
118,aqua_rat_test_117,C,E,0,1,15024,1,['E'],False,60.749221471350964,1.0825912345032247
119,aqua_rat_test_118,A,A,1,1,1690,1,['A'],True,60.749221471350964,1.0825912345032247
120,aqua_rat_test_119,D,D,1,1,635,1,['D'],True,60.749221471350964,1.0825912345032247
121,aqua_rat_test_120,E,E,1,1,1926,1,['E'],True,60.749221471350964,1.0825912345032247
122,aqua_rat_test_121,B,B,1,1,401,1,['B'],True,60.749221471350964,1.0825912345032247
123,aqua_rat_test_122,A,A,1,1,3805,1,['A'],True,60.749221471350964,1.0825912345032247
124,aqua_rat_test_123,A,A,1,1,1532,1,['A'],True,60.749221471350964,1.0825912345032247
125,aqua_rat_test_124,E,B,0,1,1847,1,['B'],False,60.749221471350964,1.0825912345032247
126,aqua_rat_test_125,A,A,1,1,11379,1,['A'],True,60.749221471350964,1.0825912345032247
