iteration,question_id,correct_answer,final_answer,score,num_chains_generated,total_tokens_generated,window_size,individual_answers_str,correct_answer_in_chains
1,aqua_rat_test_0,A,A,1,2,11084,2,"['A', 'A']",True
2,aqua_rat_test_1,E,E,1,2,8237,2,"['E', 'E']",True
3,aqua_rat_test_2,A,A,1,2,2083,2,"['A', 'A']",True
4,aqua_rat_test_3,B,B,1,2,5285,2,"['B', 'B']",True
5,aqua_rat_test_4,B,B,1,2,1307,2,"['B', 'B']",True
6,aqua_rat_test_5,D,D,1,2,3165,2,"['D', 'D']",True
7,aqua_rat_test_6,D,D,1,2,3324,2,"['D', 'D']",True
8,aqua_rat_test_7,C,C,1,2,1723,2,"['C', 'C']",True
9,aqua_rat_test_8,E,E,1,2,5992,2,"['E', 'E']",True
10,aqua_rat_test_9,D,D,1,2,1631,2,"['D', 'D']",True
11,aqua_rat_test_10,B,C,0,2,7548,2,"['C', 'C']",False
12,aqua_rat_test_11,A,A,1,2,3183,2,"['A', 'A']",True
13,aqua_rat_test_12,C,C,1,2,2623,2,"['C', 'C']",True
14,aqua_rat_test_13,D,D,1,2,854,2,"['D', 'D']",True
15,aqua_rat_test_14,C,C,1,2,816,2,"['C', 'C']",True
16,aqua_rat_test_15,A,A,1,2,1073,2,"['A', 'A']",True
17,aqua_rat_test_16,A,A,1,2,11346,2,"['A', 'A']",True
18,aqua_rat_test_17,D,D,1,2,2851,2,"['D', 'D']",True
19,aqua_rat_test_18,D,D,1,2,1416,2,"['D', 'D']",True
20,aqua_rat_test_19,C,C,1,2,2143,2,"['C', 'C']",True
21,aqua_rat_test_20,C,E,0,2,21671,2,"['E', 'E']",False
22,aqua_rat_test_21,A,A,1,2,8828,2,"['A', 'A']",True
23,aqua_rat_test_22,E,E,1,2,5726,2,"['E', 'E']",True
24,aqua_rat_test_23,A,A,1,2,3993,2,"['A', 'A']",True
25,aqua_rat_test_24,D,D,1,2,3109,2,"['D', 'D']",True
26,aqua_rat_test_25,D,D,1,2,1563,2,"['D', 'D']",True
27,aqua_rat_test_26,C,C,1,2,1753,2,"['C', 'C']",True
28,aqua_rat_test_27,A,A,1,2,1806,2,"['A', 'A']",True
29,aqua_rat_test_28,B,B,1,2,2507,2,"['B', 'B']",True
30,aqua_rat_test_29,A,A,1,2,2336,2,"['A', 'A']",True
31,aqua_rat_test_30,B,B,1,2,1368,2,"['B', 'B']",True
32,aqua_rat_test_31,A,A,1,2,1152,2,"['A', 'A']",True
33,aqua_rat_test_32,B,B,1,2,33467,2,"['B', 'B']",True
34,aqua_rat_test_33,B,B,1,2,1993,2,"['B', 'B']",True
35,aqua_rat_test_34,B,B,1,2,3541,2,"['B', 'B']",True
36,aqua_rat_test_35,A,A,1,2,2414,2,"['A', 'A']",True
37,aqua_rat_test_36,D,D,1,2,3179,2,"['D', 'D']",True
38,aqua_rat_test_37,A,A,1,2,4059,2,"['A', 'A']",True
39,aqua_rat_test_38,D,D,1,2,1791,2,"['D', 'D']",True
40,aqua_rat_test_39,A,A,1,2,4635,2,"['A', 'A']",True
41,aqua_rat_test_40,A,A,1,2,6996,2,"['A', 'A']",True
42,aqua_rat_test_41,A,A,1,2,7580,2,"['A', 'A']",True
43,aqua_rat_test_42,C,C,1,2,1805,2,"['C', 'C']",True
44,aqua_rat_test_43,A,A,1,2,2724,2,"['A', 'A']",True
45,aqua_rat_test_44,B,B,1,2,1710,2,"['B', 'B']",True
46,aqua_rat_test_45,B,B,1,2,3220,2,"['B', 'B']",True
47,aqua_rat_test_46,E,E,1,2,1811,2,"['E', 'E']",True
48,aqua_rat_test_47,A,A,1,2,3322,2,"['A', 'A']",True
49,aqua_rat_test_48,D,D,1,2,6570,2,"['D', 'D']",True
50,aqua_rat_test_49,B,B,1,2,1660,2,"['B', 'B']",True
51,aqua_rat_test_50,C,C,1,2,2596,2,"['C', 'C']",True
52,aqua_rat_test_51,C,C,1,2,2121,2,"['C', 'C']",True
53,aqua_rat_test_52,B,B,1,2,1489,2,"['B', 'B']",True
54,aqua_rat_test_53,A,A,1,2,1146,2,"['A', 'A']",True
55,aqua_rat_test_54,D,D,1,2,17212,2,"['D', 'D']",True
56,aqua_rat_test_55,A,A,1,2,1455,2,"['A', 'A']",True
57,aqua_rat_test_56,A,A,1,2,7817,2,"['A', 'A']",True
58,aqua_rat_test_57,D,D,1,2,2415,2,"['D', 'D']",True
59,aqua_rat_test_58,D,D,1,2,5134,2,"['D', 'D']",True
60,aqua_rat_test_59,C,A,0,2,24047,2,"['C', 'A']",True
61,aqua_rat_test_60,E,E,1,2,3567,2,"['E', 'E']",True
62,aqua_rat_test_61,D,D,1,2,4775,2,"['D', 'D']",True
63,aqua_rat_test_62,B,B,1,2,1873,2,"['B', 'B']",True
64,aqua_rat_test_63,C,C,1,2,1602,2,"['C', 'C']",True
65,aqua_rat_test_64,D,B,0,2,1731,2,"['B', 'B']",False
66,aqua_rat_test_65,C,C,1,2,2788,2,"['C', 'C']",True
67,aqua_rat_test_66,C,C,1,2,1596,2,"['C', 'C']",True
68,aqua_rat_test_67,B,B,1,2,3858,2,"['B', 'B']",True
69,aqua_rat_test_68,A,A,1,2,6586,2,"['A', 'A']",True
70,aqua_rat_test_69,C,C,1,2,35349,2,"['C', 'C']",True
71,aqua_rat_test_70,C,C,1,2,2076,2,"['C', 'C']",True
72,aqua_rat_test_71,A,A,1,2,2658,2,"['A', 'A']",True
73,aqua_rat_test_72,B,B,1,2,1291,2,"['B', 'B']",True
74,aqua_rat_test_73,B,B,1,2,4465,2,"['B', 'B']",True
75,aqua_rat_test_74,E,E,1,2,3654,2,"['E', 'E']",True
76,aqua_rat_test_75,C,C,1,2,2568,2,"['C', 'C']",True
77,aqua_rat_test_76,E,E,1,2,2718,2,"['E', 'E']",True
78,aqua_rat_test_77,B,B,1,2,9685,2,"['B', 'B']",True
79,aqua_rat_test_78,A,A,1,2,3244,2,"['A', 'A']",True
80,aqua_rat_test_79,D,D,1,2,3557,2,"['D', 'D']",True
81,aqua_rat_test_80,B,B,1,2,3970,2,"['B', 'B']",True
82,aqua_rat_test_81,A,A,1,2,1172,2,"['A', 'A']",True
83,aqua_rat_test_82,A,A,1,2,22725,2,"['A', 'A']",True
84,aqua_rat_test_83,A,A,1,2,4329,2,"['A', 'A']",True
85,aqua_rat_test_84,A,A,1,2,1715,2,"['A', 'A']",True
86,aqua_rat_test_85,A,A,1,2,10278,2,"['A', 'A']",True
87,aqua_rat_test_86,E,E,1,2,6781,2,"['E', 'E']",True
88,aqua_rat_test_87,B,B,1,2,1616,2,"['B', 'B']",True
89,aqua_rat_test_88,B,B,1,2,3187,2,"['B', 'B']",True
90,aqua_rat_test_89,B,B,1,2,2756,2,"['B', 'B']",True
91,aqua_rat_test_90,B,B,1,2,2020,2,"['B', 'B']",True
92,aqua_rat_test_91,B,B,1,2,2117,2,"['B', 'B']",True
93,aqua_rat_test_92,A,A,1,2,3121,2,"['A', 'A']",True
94,aqua_rat_test_93,D,D,1,2,4003,2,"['D', 'D']",True
95,aqua_rat_test_94,A,A,1,2,9121,2,"['A', 'A']",True
96,aqua_rat_test_95,A,A,1,2,4098,2,"['A', 'A']",True
97,aqua_rat_test_96,C,C,1,2,1402,2,"['C', 'C']",True
98,aqua_rat_test_97,E,E,1,2,3845,2,"['E', 'E']",True
99,aqua_rat_test_98,D,D,1,2,1424,2,"['D', 'D']",True
100,aqua_rat_test_99,E,E,1,2,2458,2,"['E', 'E']",True
101,aqua_rat_test_100,A,A,1,2,1209,2,"['A', 'A']",True
102,aqua_rat_test_101,C,C,1,2,4985,2,"['C', 'C']",True
103,aqua_rat_test_102,D,D,1,2,2492,2,"['D', 'D']",True
104,aqua_rat_test_103,E,E,1,2,6369,2,"['E', 'E']",True
105,aqua_rat_test_104,A,E,0,2,2587,2,"['E', 'E']",False
106,aqua_rat_test_105,B,B,1,2,5008,2,"['B', 'B']",True
107,aqua_rat_test_106,D,D,1,2,52534,2,"['D', 'D']",True
108,aqua_rat_test_107,B,B,1,2,2969,2,"['B', 'B']",True
109,aqua_rat_test_108,D,D,1,2,8787,2,"['D', 'D']",True
110,aqua_rat_test_109,B,B,1,2,7057,2,"['B', 'B']",True
111,aqua_rat_test_110,A,A,1,2,2556,2,"['A', 'A']",True
112,aqua_rat_test_111,D,D,1,2,3109,2,"['D', 'D']",True
113,aqua_rat_test_112,C,D,0,2,25760,2,"['D', 'D']",False
114,aqua_rat_test_113,D,D,1,2,2389,2,"['D', 'D']",True
115,aqua_rat_test_114,D,C,0,2,19961,2,"['C', 'C']",False
116,aqua_rat_test_115,C,C,1,2,25443,2,"['C', 'C']",True
117,aqua_rat_test_116,B,B,1,2,10560,2,"['B', 'B']",True
118,aqua_rat_test_117,C,D,0,2,35418,2,"['D', 'D']",False
119,aqua_rat_test_118,A,A,1,2,2847,2,"['A', 'A']",True
120,aqua_rat_test_119,D,D,1,2,1395,2,"['D', 'D']",True
121,aqua_rat_test_120,E,E,1,2,2774,2,"['E', 'E']",True
122,aqua_rat_test_121,B,B,1,2,1012,2,"['B', 'B']",True
123,aqua_rat_test_122,A,A,1,2,6835,2,"['A', 'A']",True
124,aqua_rat_test_123,A,A,1,2,4506,2,"['A', 'A']",True
125,aqua_rat_test_124,E,B,0,2,3443,2,"['B', 'B']",False
126,aqua_rat_test_125,A,A,1,2,28083,2,"['A', 'A']",True
127,aqua_rat_test_126,B,B,1,2,10804,2,"['B', 'B']",True
128,aqua_rat_test_127,D,D,1,2,1543,2,"['D', 'D']",True
129,aqua_rat_test_128,B,B,1,2,4152,2,"['B', 'B']",True
130,aqua_rat_test_129,D,D,1,2,1650,2,"['D', 'D']",True
131,aqua_rat_test_130,A,A,1,2,3291,2,"['A', 'A']",True
132,aqua_rat_test_131,C,C,1,2,3322,2,"['C', 'C']",True
133,aqua_rat_test_132,B,B,1,2,9082,2,"['B', 'B']",True
134,aqua_rat_test_133,E,E,1,2,1850,2,"['E', 'E']",True
135,aqua_rat_test_134,C,C,1,2,2020,2,"['C', 'C']",True
136,aqua_rat_test_135,D,D,1,2,5282,2,"['D', 'D']",True
137,aqua_rat_test_136,C,C,1,2,5105,2,"['C', 'C']",True
138,aqua_rat_test_137,E,E,1,2,1594,2,"['E', 'E']",True
