iteration,question_id,n_chains_max,window_size,n_chains_generated,stopped_early,correct_answer,final_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,total_reasoning_tokens,total_non_reasoning_tokens,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec,individual_answers_str
1,aqua_rat_test_0,8,2,2,True,A,A,1,178,7699,7877,,,0.014186520888292023,0.0272857826711344,84.71980834007263,"[""A"", ""A""]"
2,aqua_rat_test_1,8,2,2,True,E,E,1,158,7196,7354,,,0.012992870550471446,0.0246529439923408,80.74745392799377,"[""E"", ""E""]"
3,aqua_rat_test_2,8,2,2,True,A,A,1,100,2649,2749,,,0.004767071231034963,0.0084370512206797,31.57753276824951,"[""A"", ""A""]"
4,aqua_rat_test_3,8,2,2,True,B,B,1,146,5235,5381,,,0.009006291141572463,0.0156773575873623,64.47127103805542,"[""B"", ""B""]"
5,aqua_rat_test_4,8,2,2,True,B,B,1,111,1476,1587,,,0.003262908244923826,0.0059238870272857,15.263669729232788,"[""B"", ""B""]"
6,aqua_rat_test_5,8,2,2,True,D,D,1,169,3149,3318,,,0.00663701062224668,0.01250598372427,31.956650257110596,"[""D"", ""D""]"
7,aqua_rat_test_6,8,2,2,True,D,D,1,127,3303,3430,,,0.006087090911462911,0.0111297271421733,37.95386481285095,"[""D"", ""D""]"
8,aqua_rat_test_7,8,2,2,True,C,C,1,142,1620,1762,,,0.0035796501440609374,0.0065222594542843,17.06990694999695,"[""C"", ""C""]"
9,aqua_rat_test_8,8,2,2,True,E,E,1,133,5289,5422,,,0.00933583539638239,0.0171732886548587,61.51117563247681,"[""E"", ""E""]"
10,aqua_rat_test_9,8,2,2,True,D,D,1,120,2205,2325,,,0.004524971108048795,0.0084968884633795,23.0513813495636,"[""D"", ""D""]"
11,aqua_rat_test_10,8,2,2,True,B,C,0,163,7063,7226,,,0.013288674793813867,0.0256701771182383,75.24422407150269,"[""C"", ""C""]"
12,aqua_rat_test_11,8,2,2,True,A,A,1,151,2430,2581,,,0.004884181090781441,0.0089755864049784,26.493857622146606,"[""A"", ""A""]"
13,aqua_rat_test_12,8,2,2,True,C,C,1,123,3459,3582,,,0.006366743217940825,0.0117280995691718,39.403812408447266,"[""C"", ""C""]"
14,aqua_rat_test_13,8,2,2,True,D,D,1,86,741,827,,,0.0016891075505394014,0.002872187649593,8.254703283309937,"[""D"", ""D""]"
15,aqua_rat_test_14,8,2,2,True,C,C,1,104,1062,1166,,,0.002480687474307754,0.0044877932024892,10.84940791130066,"[""C"", ""C""]"
16,aqua_rat_test_15,8,2,2,True,A,A,1,114,1265,1379,,,0.0026681510797672116,0.0046673049305887,14.171385526657104,"[""A"", ""A""]"
17,aqua_rat_test_16,8,2,2,True,A,A,1,148,9703,9851,,,0.017659868383802464,0.0343465773097175,106.25297164916992,"[""A"", ""A""]"
18,aqua_rat_test_17,8,2,2,True,D,D,1,156,2420,2576,,,0.005016277599928146,0.0092149353757778,25.739341497421265,"[""D"", ""D""]"
19,aqua_rat_test_18,8,2,2,True,D,D,1,188,1317,1505,,,0.0030235220517651827,0.0050263283867879,14.94270944595337,"[""D"", ""D""]"
