iteration,question_id,n_chains_max,window_size,n_chains_generated,stopped_early,correct_answer,final_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,total_reasoning_tokens,total_non_reasoning_tokens,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec,individual_answers_str
1,index_0,64,8,8,True,33,33,1,189,24706,24895,,,0.045821130530625,0.0946727549467275,75.30412149429321,"[""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33""]"
2,index_1,64,8,8,True,23,23,1,221,76828,77049,,,0.1157578914561225,0.1928462709284627,389.3899612426758,"[""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23""]"
3,index_2,64,8,8,True,116,116,1,167,20598,20765,,,0.0394522589469815,0.0872907153729071,59.95356845855713,"[""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116""]"
4,index_3,64,8,8,True,809,809,1,140,32645,32785,,,0.0706767192547628,0.1346270928462709,86.0756983757019,"[""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809""]"
5,index_4,64,8,64,False,197,35,0,136,946694,946830,,,0.2240599092891118,0.630213089802131,3368.07954621315,"[""273"", ""287"", ""197"", ""197"", ""19"", ""197"", ""511"", ""19"", ""290"", ""19"", ""287"", ""273"", ""2507"", ""19"", ""35"", ""254"", ""197"", ""287"", ""287"", ""197"", ""287"", ""254"", ""273"", ""287"", ""1274"", ""36"", ""287"", ""35"", ""197"", ""2025"", ""35"", ""197"", ""35"", ""35"", ""257"", ""35"", ""4065"", ""7627"", ""287"", ""197"", ""35"", ""254"", ""1409"", ""15625"", ""2929"", ""273"", ""36"", ""144"", ""287"", ""2025"", ""254"", ""35"", ""273"", ""77419"", ""579"", ""35"", ""19"", ""803"", ""23433"", ""254"", ""118"", ""254"", ""197"", ""254""]"
6,index_5,64,8,64,False,385,16,0,123,773034,773157,,,0.1896995805482854,0.4171993911719939,2476.189457178116,"[""24"", ""24"", ""16"", ""36"", ""12"", ""16"", ""24"", ""16"", ""16"", ""12"", ""16"", ""16"", ""24"", ""16"", ""16"", ""729"", ""24"", ""24"", ""16"", ""16"", ""16"", ""16"", ""16"", ""16"", ""16"", ""16"", ""16"", ""36"", ""16"", ""16"", ""16"", ""16"", ""16"", ""12"", ""8"", ""12"", ""12"", ""16"", ""12"", ""16"", ""12"", ""8"", ""8"", ""24"", ""16"", ""12"", ""12"", ""12"", ""12"", ""6"", ""16"", ""16"", ""16"", ""16"", ""12"", ""16"", ""16"", ""8"", ""24"", ""24"", ""16"", ""8"", ""16"", ""8""]"
7,index_6,64,8,64,False,371,17,0,118,928542,928660,,,0.2196137737506424,0.5844748858447488,3231.2285652160645,"[""135"", ""163"", ""171"", ""139"", ""17"", ""609"", ""67"", ""9"", ""133"", ""305"", ""9"", ""137"", ""69"", ""419"", ""135"", ""9"", ""425"", ""35"", ""179"", ""135"", ""43"", ""17"", ""289"", ""17"", ""419"", ""17"", ""133"", ""139"", ""167"", ""355"", ""357"", ""135"", ""35"", ""69"", ""367"", ""8"", ""511"", ""139"", ""141"", ""9"", ""133"", ""71"", ""179"", ""135"", ""47"", ""46"", ""39"", ""141"", ""9"", ""137"", ""131"", ""137"", ""23"", ""353"", ""139"", ""17"", ""17"", ""419"", ""273"", ""25"", ""33"", ""17"", ""405"", ""81""]"
8,index_7,64,8,24,True,601,601,1,114,313073,313187,,,0.1628431838865343,0.3470319634703196,1335.7940871715546,"[""7"", ""7"", ""601"", ""601"", ""601"", ""601"", ""401"", ""401"", ""601"", ""601"", ""37"", ""7"", ""205"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601""]"
9,index_8,64,8,8,True,25,25,1,92,48100,48192,,,0.0723600202780883,0.1439117199391172,229.5361495018005,"[""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25""]"
10,index_9,64,8,8,True,55,55,1,103,31406,31509,,,0.0518388051861049,0.1071537290715373,112.5406403541565,"[""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55""]"
