iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,64,64,0,0.98,fixed,33,33,1,189,213530,213719,"[""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33"", ""33""]",95,0.18960450974468587,0.7168949771689498,214.99508237838745
2,index_1,64,47,0,0.98,fixed,23,23,1,221,421078,421299,"[""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23"", ""23""]",154,0.41230858306261386,1.0,476.2777600288391
3,index_2,64,64,0,0.98,fixed,116,116,1,167,164181,164348,"[""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116"", ""116""]",66,0.31001833824754865,0.5671232876712329,88.30240869522095
4,index_3,64,41,0,0.98,fixed,809,809,1,140,248313,248453,"[""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809"", ""809""]",101,0.3759332110679048,0.9426940639269408,168.1965720653534
5,index_4,64,16,0,0.98,fixed,197,197,1,112172,702205,814377,"[""287"", ""273"", ""197"", ""254"", ""254"", ""254"", ""69"", ""35"", ""2025"", ""287"", ""287"", ""2929"", ""197"", ""17491"", ""197"", ""389""]",331,0.531201727809594,1.0,1189.50293302536
6,index_5,64,30,0,0.98,fixed,385,16,0,123,681629,681752,"[""24"", ""16"", ""6"", ""24"", ""6"", ""16"", ""24"", ""12"", ""36"", ""64"", ""24"", ""16"", ""36"", ""16"", ""12"", ""16"", ""12"", ""16"", ""12"", ""16"", ""24"", ""7"", ""24"", ""16"", ""24"", ""16"", ""24"", ""16"", ""16"", ""16""]",315,0.768980454972618,1.0,853.3452365398407
7,index_6,64,9,0,0.98,fixed,371,131,0,118,536031,536149,"[""6"", ""273"", ""41"", ""85"", ""131"", ""145"", ""131"", ""163"", ""139""]",233,0.5440510560762837,1.0,679.3103702068329
8,index_7,64,33,0,0.98,fixed,601,601,1,114,690083,690197,"[""401"", ""601"", ""601"", ""601"", ""601"", ""7"", ""601"", ""84"", ""601"", ""205"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""601"", ""13"", ""14"", ""601"", ""401"", ""7"", ""601"", ""601"", ""601""]",312,0.5853018003452395,1.0,1016.9612154960632
9,index_8,64,64,0,0.98,fixed,25,25,1,92,463512,463604,"[""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25"", ""25""]",190,0.6368982729398149,1.0,501.000191450119
10,index_9,64,64,0,0.98,fixed,55,55,1,103,243872,243975,"[""55"", ""55"", ""55"", ""55"", ""55"", ""54"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""60"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55"", ""55""]",112,0.13661156820896111,0.7550228310502283,571.1262695789337
