iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,threshold_schedule,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,64,40,0,0.89,fixed,C,C,1,148,186338,186486,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",51,0.3274687959740234,0.7227079130239856,118.29725694656372
2,index_1,64,1,0,0.89,fixed,D,D,1,155,201925,202080,"[""D""]",43,0.24778891063832426,0.9230366883359488,168.57846236228943
3,index_2,64,64,0,0.89,fixed,C,C,1,179,204310,204489,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",74,0.37081512400132094,0.7439288649779572,130.91256022453308
4,index_3,64,31,0,0.89,fixed,B,B,1,153,148260,148413,"[""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""D"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",54,0.2954428247600654,0.6305013823507435,84.67920279502869
5,index_4,64,12,0,0.89,fixed,C,C,1,385,231064,231449,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",79,0.18385820353796975,0.922289471717851,363.5042839050293
6,index_5,64,17,0,0.89,fixed,C,C,1,199,169365,169564,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""B"", ""C"", ""C"", ""C"", ""C"", ""C""]",65,0.11846707203579555,0.682657102293955,272.3013906478882
7,index_6,64,6,0,0.89,fixed,C,C,1,191,187128,187319,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",65,0.1313557955154721,0.7344392139281177,305.2120680809021
8,index_7,64,2,0,0.89,fixed,D,C,0,14964,230643,245607,"[""D"", ""C""]",74,0.31904412070402943,0.9183292236419338,211.8317277431488
9,index_8,64,6,0,0.89,fixed,A,C,0,262,164892,165154,"[""D"", ""C"", ""C"", ""C"", ""A"", ""D""]",44,0.3200275928126279,0.7245012329074199,104.85060620307922
10,index_9,64,1,0,0.89,fixed,C,C,1,148,185685,185833,"[""C""]",36,0.2331543267400078,0.8751401031158933,149.67764854431152
