iteration,question_id,n_chains_start,n_chains_completed_stream_for_voting,n_chains_error,similarity_threshold,correct_answer,voted_answer,final_score,prompt_tokens,total_completion_tokens,total_tokens,individual_answers_str,total_analysis_intervals,avg_kv_cache_usage,max_kv_cache_usage,processing_duration_sec
1,index_0,16,2,0,0.9,C,C,1,153,28933,29086,"[""C"", ""C""]",31,0.0292702279266532,0.0579036102552177,118.0824010372162
2,index_1,16,1,0,0.9,D,C,0,160,26546,26706,"[""C""]",35,0.0271742750459813,0.0424975292134178,259.56601190567017
3,index_2,16,8,0,0.9,C,C,1,184,33156,33340,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",29,0.0472956081155923,0.0781349921516191,71.94206213951111
4,index_3,16,2,0,0.9,B,D,0,158,24073,24231,"[""D"", ""D""]",29,0.0270217619766303,0.0474391023777687,82.27240085601807
5,index_4,16,7,0,0.9,C,C,1,390,45657,46047,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",35,0.0461058904847021,0.1012731817917562,184.26854801177976
6,index_5,16,2,0,0.9,C,C,1,204,30809,31013,"[""C"", ""C""]",40,0.0304991339637993,0.0441834777047845,273.27781319618225
7,index_6,16,7,0,0.9,C,C,1,196,30391,30587,"[""C"", ""C"", ""C"", ""C"", ""C"", ""C"", ""C""]",27,0.0438989199908904,0.0686006627521655,73.47487425804138
8,index_7,16,2,0,0.9,D,D,1,476,39840,40316,"[""D"", ""D""]",48,0.0566237939266598,0.0976687401895238,115.1045937538147
9,index_8,16,2,0,0.9,A,D,0,267,38639,38906,"[""A"", ""D""]",45,0.050639287412164,0.0741235974652636,130.76413869857788
10,index_9,16,1,0,0.9,C,C,1,153,26348,26501,"[""C""]",35,0.0288872237487788,0.0481367362362653,100.35623669624329
11,index_10,16,4,0,0.9,A,A,1,404,20833,21237,"[""A"", ""A"", ""A"", ""A""]",21,0.0294860141920528,0.0660426719376779,66.0501778125763
12,index_11,16,3,0,0.9,D,D,1,179,49158,49337,"[""D"", ""D"", ""D""]",45,0.0484649443902076,0.0969711063310272,197.01506352424624
13,index_12,16,1,0,0.9,A,A,1,345,35437,35782,"[""A""]",50,0.0372939444196882,0.0581942910295912,212.1178698539734
14,index_13,16,4,0,0.9,D,A,0,153,22450,22603,"[""D"", ""A"", ""D"", ""A""]",27,0.0229827799189361,0.0406953084123016,101.57421255111694
15,index_14,16,2,0,0.9,C,D,0,307,24163,24470,"[""C"", ""D""]",30,0.0274854441525977,0.0538922155688622,96.66514682769775
16,index_15,16,1,0,0.9,B,D,0,226,35053,35279,"[""D""]",53,0.0356159383051729,0.0510435439800012,264.2695140838623
17,index_16,16,5,0,0.9,C,C,1,163,18229,18392,"[""C"", ""C"", ""C"", ""C"", ""C""]",19,0.0237072483276839,0.0438346607755363,51.96786308288574
18,index_17,16,1,0,0.9,B,A,0,250,22775,23025,"[""A""]",36,0.0246656002980308,0.050462182431254,104.20758533477785
19,index_18,16,2,0,0.9,A,B,0,548,35409,35957,"[""B"", ""B""]",55,0.0418036985364907,0.0697633858496599,201.52053570747373
20,index_19,16,13,0,0.9,A,A,1,203,18010,18213,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",17,0.0352856259489594,0.0620312772513226,31.195276975631717
21,index_20,16,1,0,0.9,B,B,1,282,21889,22171,"[""B""]",33,0.0240440845968769,0.0437183884657869,122.61008071899414
22,index_21,16,6,0,0.9,D,C,0,142,20983,21125,"[""D"", ""D"", ""C"", ""C"", ""C"", ""C""]",22,0.028240609111402,0.0479041916167665,53.99431872367859
23,index_22,16,1,0,0.9,C,D,0,280,26660,26940,"[""D""]",26,0.0242436731332427,0.0584268356490901,158.3461048603058
24,index_23,16,3,0,0.9,B,A,0,230,86551,86781,"[""A"", ""A"", ""A""]",100,0.107979424920081,0.1562699843032381,403.4840378761292
25,index_24,16,1,0,0.9,B,B,1,368,45724,46092,"[""B""]",49,0.04509884063252,0.0866228707633277,249.20882058143616
26,index_25,16,2,0,0.9,D,A,0,377,40204,40581,"[""A"", ""A""]",60,0.0463154367336817,0.0627870472646938,218.54132914543152
27,index_26,16,2,0,0.9,A,A,1,169,23458,23627,"[""A"", ""A""]",29,0.0275898528062662,0.0474391023777687,75.00004148483276
28,index_27,16,1,0,0.9,A,A,1,332,50882,51214,"[""A""]",55,0.0570957942752285,0.1109237835009592,177.5852198600769
29,index_28,16,1,0,0.9,A,A,1,408,28472,28880,"[""A""]",31,0.0285713804071752,0.0628451834195686,159.27280974388125
30,index_29,16,1,0,0.9,A,C,0,106,21823,21929,"[""C""]",35,0.0215687848269103,0.0313935236323469,128.2275755405426
31,index_30,16,3,0,0.9,C,A,0,140,36566,36706,"[""A"", ""A"", ""A""]",42,0.0406471978777752,0.0592988779722108,135.0670154094696
32,index_31,16,1,0,0.9,C,C,1,161,54039,54200,"[""C""]",53,0.0464945601130228,0.0994128248357654,371.1390526294708
33,index_32,16,4,0,0.9,C,A,0,327,30995,31322,"[""A"", ""A"", ""A"", ""A""]",39,0.0426970373309943,0.0590081971978373,95.84903717041016
34,index_33,16,1,0,0.9,A,C,0,477,34718,35195,"[""C""]",58,0.0390870576121981,0.0613917795477007,308.4599099159241
35,index_34,16,2,0,0.9,C,C,1,323,23528,23851,"[""C"", ""C""]",27,0.0236839362471592,0.052089994767746,132.56758189201355
36,index_35,16,6,0,0.9,B,B,1,159,73599,73758,"[""B"", ""B"", ""B"", ""C"", ""B"", ""B""]",87,0.0849018360404668,0.1290622638218708,276.7392256259918
37,index_36,16,1,0,0.9,D,A,0,167,39560,39727,"[""A""]",50,0.0374176928123694,0.0569734317772222,287.5587613582611
38,index_37,16,1,0,0.9,C,C,1,308,27109,27417,"[""C""]",39,0.0332284437472685,0.0540666240334863,101.25616478919984
39,index_38,16,10,0,0.9,B,B,1,248,23098,23346,"[""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B"", ""B""]",20,0.0387585266884571,0.0641823149816871,50.58032035827637
40,index_39,16,7,0,0.9,A,A,1,178,33159,33337,"[""A"", ""A"", ""A"", ""C"", ""A"", ""A"", ""A""]",36,0.0391200243962458,0.0686006627521655,102.67519998550416
41,index_40,16,4,0,0.9,A,A,1,152,16823,16975,"[""A"", ""A"", ""A"", ""A""]",19,0.0232081150962027,0.0418580315097959,46.16844010353088
42,index_41,16,5,0,0.9,D,D,1,239,33232,33471,"[""D"", ""D"", ""D"", ""D"", ""D""]",36,0.0382282762572613,0.0648218126853089,126.43685269355774
43,index_42,16,1,0,0.9,A,D,0,275,28035,28310,"[""D""]",42,0.0358267239498896,0.0488343700947618,108.45191192626952
44,index_43,16,13,0,0.9,A,A,1,318,16840,17158,"[""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A"", ""A""]",17,0.0368553357442582,0.0603453287599557,31.41596484184265
45,index_44,16,2,0,0.9,D,D,1,185,29712,29897,"[""D"", ""D""]",36,0.0280367422973739,0.0565083425382245,204.932621717453
46,index_45,16,1,0,0.9,C,A,0,103,23616,23719,"[""A""]",22,0.0231338536809508,0.0398232660891808,246.4845533370972
47,index_46,16,3,0,0.9,D,D,1,222,56252,56474,"[""D"", ""D"", ""D""]",62,0.0621553604328286,0.100924364862508,217.76515173912048
48,index_47,16,3,0,0.9,A,B,0,159,74694,74853,"[""B"", ""B"", ""B""]",100,0.0945971588733082,0.1458054764257892,381.98356795310974
49,index_48,16,1,0,0.9,B,C,0,432,32199,32631,"[""C""]",32,0.0358590833990333,0.0597058310563339,402.3355994224548
50,index_49,16,8,0,0.9,D,D,1,206,21333,21539,"[""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D"", ""D""]",23,0.0282533797342196,0.0551130748212312,59.02630352973938
51,index_50,16,1,0,0.9,D,D,1,173,26078,26251,"[""D""]",25,0.0262110711277677,0.0446485669437823,276.14832162857056
52,index_51,16,3,0,0.9,C,C,1,257,43551,43808,"[""C"", ""C"", ""C""]",42,0.0573995552063218,0.1046450787744898,119.97793889045715
53,index_52,16,1,0,0.9,D,C,0,236,47636,47872,"[""C""]",71,0.0456857510816854,0.0639497703621883,385.2073674201965
